IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	coronal	distributed	anterior	high	low	front	back
ɺ	amar1271		Amurdak	+	-	+	0	0	0	0
ɺ̢	amar1271		Amurdak	+	-	-	0	0	0	0
ɽ	amar1271		Amurdak	+	-	-	0	0	0	0
t	marg1251		Marrgu	+	-	+	0	0	0	0
ʈ	marg1251		Marrgu	+	-	-	0	0	0	0
t̪	marg1251		Marrgu	+	+	+	0	0	0	0
ȶ	marg1251		Marrgu	+	+	-	0	0	0	0
n	marg1251		Marrgu	+	-	+	0	0	0	0
ɳ	marg1251		Marrgu	+	-	-	0	0	0	0
n̪	marg1251		Marrgu	+	+	+	0	0	0	0
ȵ	marg1251		Marrgu	+	+	-	0	0	0	0
l	marg1251		Marrgu	+	-	+	0	0	0	0
ɭ	marg1251		Marrgu	+	-	-	0	0	0	0
ȴ	marg1251		Marrgu	+	+	-	0	0	0	0
r	marg1251		Marrgu	+	-	+	0	0	0	0
ɻ	marg1251		Marrgu	+	-	-	0	0	0	0
j	marg1251		Marrgu	+	+	-	0	0	0	0
ɺ	marg1251		Marrgu	+	-	+	0	0	0	0
ɺ̢	marg1251		Marrgu	+	-	-	0	0	0	0
ɽ	marg1251		Marrgu	+	-	-	0	0	0	0
t	wurr1238		Wurrugu	+	-	+	0	0	0	0
ʈ	wurr1238		Wurrugu	+	-	-	0	0	0	0
ȶ	wurr1238		Wurrugu	+	+	0	0	0	0	0
n	wurr1238		Wurrugu	+	-	+	0	0	0	0
ɳ	wurr1238		Wurrugu	+	-	-	0	0	0	0
ȵ	wurr1238		Wurrugu	+	+	0	0	0	0	0
l	wurr1238		Wurrugu	+	-	+	0	0	0	0
ɭ	wurr1238		Wurrugu	+	-	-	0	0	0	0
r	wurr1238		Wurrugu	+	-	+	0	0	0	0
ɻ	wurr1238		Wurrugu	+	-	-	0	0	0	0
j	wurr1238		Wurrugu	+	+	0	0	0	0	0
ɺ	wurr1238		Wurrugu	+	-	+	0	0	0	0
ɺ̢	wurr1238		Wurrugu	+	-	-	0	0	0	0
ɽ	wurr1238		Wurrugu	+	-	-	0	0	0	0
t	maun1240		Mawng	+	-	+	0	0	0	0
ʈ	maun1240		Mawng	+	-	-	0	0	0	0
ȶ	maun1240		Mawng	+	+	0	0	0	0	0
n	maun1240		Mawng	+	-	+	0	0	0	0
ɳ	maun1240		Mawng	+	-	-	0	0	0	0
ȵ	maun1240		Mawng	+	+	0	0	0	0	0
l	maun1240		Mawng	+	-	+	0	0	0	0
ɭ	maun1240		Mawng	+	-	-	0	0	0	0
r	maun1240		Mawng	+	-	+	0	0	0	0
ɻ	maun1240		Mawng	+	-	-	0	0	0	0
j	maun1240		Mawng	+	+	0	0	0	0	0
t	ilga1238		Ilgar	+	-	+	0	0	0	0
ʈ	ilga1238		Ilgar	+	-	-	0	0	0	0
ȶ	ilga1238		Ilgar	+	+	0	0	0	0	0
n	ilga1238		Ilgar	+	-	+	0	0	0	0
ɳ	ilga1238		Ilgar	+	-	-	0	0	0	0
ȵ	ilga1238		Ilgar	+	+	0	0	0	0	0
l	ilga1238		Ilgar	+	-	+	0	0	0	0
ɭ	ilga1238		Ilgar	+	-	-	0	0	0	0
ȴ	ilga1238		Ilgar	+	+	0	0	0	0	0
r	ilga1238		Ilgar	+	-	+	0	0	0	0
ɻ	ilga1238		Ilgar	+	-	-	0	0	0	0
j	ilga1238		Ilgar	+	+	0	0	0	0	0
ɺ	ilga1238		Ilgar	+	-	+	0	0	0	0
ɺ̢	ilga1238		Ilgar	+	-	-	0	0	0	0
ɽ	ilga1238		Ilgar	+	-	-	0	0	0	0
t	gari1253		Garig	+	-	+	0	0	0	0
ʈ	gari1253		Garig	+	-	-	0	0	0	0
ȶ	gari1253		Garig	+	+	0	0	0	0	0
n	gari1253		Garig	+	-	+	0	0	0	0
ɳ	gari1253		Garig	+	-	-	0	0	0	0
ȵ	gari1253		Garig	+	+	0	0	0	0	0
l	gari1253		Garig	+	-	+	0	0	0	0
ɭ	gari1253		Garig	+	-	-	0	0	0	0
ȴ	gari1253		Garig	+	+	0	0	0	0	0
r	gari1253		Garig	+	-	+	0	0	0	0
ɻ	gari1253		Garig	+	-	-	0	0	0	0
j	gari1253		Garig	+	+	0	0	0	0	0
ɺ	gari1253		Garig	+	-	+	0	0	0	0
ɺ̢	gari1253		Garig	+	-	-	0	0	0	0
ɽ	gari1253		Garig	+	-	-	0	0	0	0
t	iwai1244		Iwaidja	+	-	+	0	0	0	0
ʈ	iwai1244		Iwaidja	+	-	-	0	0	0	0
ȶ	iwai1244		Iwaidja	+	+	0	0	0	0	0
n	iwai1244		Iwaidja	+	-	+	0	0	0	0
ɳ	iwai1244		Iwaidja	+	-	-	0	0	0	0
ȵ	iwai1244		Iwaidja	+	+	0	0	0	0	0
l	iwai1244		Iwaidja	+	-	+	0	0	0	0
ɭ	iwai1244		Iwaidja	+	-	-	0	0	0	0
r	iwai1244		Iwaidja	+	-	+	0	0	0	0
ɻ	iwai1244		Iwaidja	+	-	-	0	0	0	0
j	iwai1244		Iwaidja	+	+	0	0	0	0	0
ɺ	iwai1244		Iwaidja	+	-	+	0	0	0	0
ɺ̢	iwai1244		Iwaidja	+	-	-	0	0	0	0
ɽ	iwai1244		Iwaidja	+	-	-	0	0	0	0
t	miri1266		Miriwoong	+	-	+	0	0	0	0
ʈ	miri1266		Miriwoong	+	-	-	0	0	0	0
t̪	miri1266		Miriwoong	+	+	+	0	0	0	0
ȶ	miri1266		Miriwoong	+	+	-	0	0	0	0
n	miri1266		Miriwoong	+	-	+	0	0	0	0
ȵ	miri1266		Miriwoong	+	+	-	0	0	0	0
l	miri1266		Miriwoong	+	-	+	0	0	0	0
ȴ	miri1266		Miriwoong	+	+	-	0	0	0	0
r	miri1266		Miriwoong	+	-	+	0	0	0	0
ɻ	miri1266		Miriwoong	+	-	-	0	0	0	0
j	miri1266		Miriwoong	+	+	-	0	0	0	0
t	kitj1240		Kija	+	-	+	0	0	0	0
ʈ	kitj1240		Kija	+	-	-	0	0	0	0
t̪	kitj1240		Kija	+	+	+	0	0	0	0
ȶ	kitj1240		Kija	+	+	-	0	0	0	0
n	kitj1240		Kija	+	-	+	0	0	0	0
ɳ	kitj1240		Kija	+	-	-	0	0	0	0
n̪	kitj1240		Kija	+	+	+	0	0	0	0
ȵ	kitj1240		Kija	+	+	-	0	0	0	0
l	kitj1240		Kija	+	-	+	0	0	0	0
ɭ	kitj1240		Kija	+	-	-	0	0	0	0
ȴ	kitj1240		Kija	+	+	-	0	0	0	0
r	kitj1240		Kija	+	-	+	0	0	0	0
ɻ	kitj1240		Kija	+	-	-	0	0	0	0
j	kitj1240		Kija	+	+	-	0	0	0	0
t͉	bura1267		Burarra	+	-	+	0	0	0	0
t͈	bura1267		Burarra	+	-	+	0	0	0	0
ʈ͉	bura1267		Burarra	+	-	-	0	0	0	0
ʈ͈	bura1267		Burarra	+	-	-	0	0	0	0
ȶ͉	bura1267		Burarra	+	+	0	0	0	0	0
ȶ͈	bura1267		Burarra	+	+	0	0	0	0	0
n	bura1267		Burarra	+	-	+	0	0	0	0
ɳ	bura1267		Burarra	+	-	-	0	0	0	0
ȵ	bura1267		Burarra	+	+	0	0	0	0	0
l	bura1267		Burarra	+	-	+	0	0	0	0
ɭ	bura1267		Burarra	+	-	-	0	0	0	0
r	bura1267		Burarra	+	-	+	0	0	0	0
ɻ	bura1267		Burarra	+	-	-	0	0	0	0
j	bura1267		Burarra	+	+	0	0	0	0	0
t	djee1236		Ndjebbana	+	-	+	0	0	0	0
ʈ	djee1236		Ndjebbana	+	-	-	0	0	0	0
ȶ	djee1236		Ndjebbana	+	+	0	0	0	0	0
n	djee1236		Ndjebbana	+	-	+	0	0	0	0
ɳ	djee1236		Ndjebbana	+	-	-	0	0	0	0
ȵ	djee1236		Ndjebbana	+	+	0	0	0	0	0
l	djee1236		Ndjebbana	+	-	+	0	0	0	0
ɭ	djee1236		Ndjebbana	+	-	-	0	0	0	0
r	djee1236		Ndjebbana	+	-	+	0	0	0	0
ɻ	djee1236		Ndjebbana	+	-	-	0	0	0	0
j	djee1236		Ndjebbana	+	+	0	0	0	0	0
t͉	gura1252		Gurr-Goni	+	-	+	0	0	0	0
t͈	gura1252		Gurr-Goni	+	-	+	0	0	0	0
ʈ͉	gura1252		Gurr-Goni	+	-	-	0	0	0	0
ʈ͈	gura1252		Gurr-Goni	+	-	-	0	0	0	0
ȶ͉	gura1252		Gurr-Goni	+	+	0	0	0	0	0
ȶ͈	gura1252		Gurr-Goni	+	+	0	0	0	0	0
n	gura1252		Gurr-Goni	+	-	+	0	0	0	0
ɳ	gura1252		Gurr-Goni	+	-	-	0	0	0	0
ȵ	gura1252		Gurr-Goni	+	+	0	0	0	0	0
l	gura1252		Gurr-Goni	+	-	+	0	0	0	0
ɭ	gura1252		Gurr-Goni	+	-	-	0	0	0	0
r	gura1252		Gurr-Goni	+	-	+	0	0	0	0
ɻ	gura1252		Gurr-Goni	+	-	-	0	0	0	0
j	gura1252		Gurr-Goni	+	+	0	0	0	0	0
t͈	naka1260		Nakara	+	-	+	0	0	0	0
ʈ͉	naka1260		Nakara	+	-	-	0	0	0	0
ʈ͈	naka1260		Nakara	+	-	-	0	0	0	0
ȶ͉	naka1260		Nakara	+	+	0	0	0	0	0
ȶ͈	naka1260		Nakara	+	+	0	0	0	0	0
n	naka1260		Nakara	+	-	+	0	0	0	0
ɳ	naka1260		Nakara	+	-	-	0	0	0	0
ȵ	naka1260		Nakara	+	+	0	0	0	0	0
l	naka1260		Nakara	+	-	+	0	0	0	0
ɭ	naka1260		Nakara	+	-	-	0	0	0	0
r	naka1260		Nakara	+	-	+	0	0	0	0
ɻ	naka1260		Nakara	+	-	-	0	0	0	0
j	naka1260		Nakara	+	+	0	0	0	0	0
t	mara1385		Marra	+	-	+	0	0	0	0
ʈ	mara1385		Marra	+	-	-	0	0	0	0
t̪	mara1385		Marra	+	+	+	0	0	0	0
ȶ	mara1385		Marra	+	+	-	0	0	0	0
n	mara1385		Marra	+	-	+	0	0	0	0
ɳ	mara1385		Marra	+	-	-	0	0	0	0
n̪	mara1385		Marra	+	+	+	0	0	0	0
ȵ	mara1385		Marra	+	+	-	0	0	0	0
l	mara1385		Marra	+	-	+	0	0	0	0
ɭ	mara1385		Marra	+	-	-	0	0	0	0
l̪	mara1385		Marra	+	+	+	0	0	0	0
r	mara1385		Marra	+	-	+	0	0	0	0
ɻ	mara1385		Marra	+	-	-	0	0	0	0
j	mara1385		Marra	+	+	-	0	0	0	0
t	wand1263		Warndarrang	+	-	+	0	0	0	0
ʈ	wand1263		Warndarrang	+	-	-	0	0	0	0
t̪	wand1263		Warndarrang	+	+	+	0	0	0	0
ȶ	wand1263		Warndarrang	+	+	-	0	0	0	0
n	wand1263		Warndarrang	+	-	+	0	0	0	0
ɳ	wand1263		Warndarrang	+	-	-	0	0	0	0
ȵ	wand1263		Warndarrang	+	+	-	0	0	0	0
l	wand1263		Warndarrang	+	-	+	0	0	0	0
ɭ	wand1263		Warndarrang	+	-	-	0	0	0	0
r	wand1263		Warndarrang	+	-	+	0	0	0	0
ɻ	wand1263		Warndarrang	+	-	-	0	0	0	0
j	wand1263		Warndarrang	+	+	-	0	0	0	0
t͉	alaw1244		Alawa	+	-	+	0	0	0	0
t͈	alaw1244		Alawa	+	-	+	0	0	0	0
ʈ͉	alaw1244		Alawa	+	-	-	0	0	0	0
ʈ͈	alaw1244		Alawa	+	-	-	0	0	0	0
ȶ͉	alaw1244		Alawa	+	+	0	0	0	0	0
ȶ͈	alaw1244		Alawa	+	+	0	0	0	0	0
n	alaw1244		Alawa	+	-	+	0	0	0	0
ɳ	alaw1244		Alawa	+	-	-	0	0	0	0
ȵ	alaw1244		Alawa	+	+	0	0	0	0	0
l	alaw1244		Alawa	+	-	+	0	0	0	0
ɭ	alaw1244		Alawa	+	-	-	0	0	0	0
ȴ	alaw1244		Alawa	+	+	0	0	0	0	0
r	alaw1244		Alawa	+	-	+	0	0	0	0
ɻ	alaw1244		Alawa	+	-	-	0	0	0	0
j	alaw1244		Alawa	+	+	0	0	0	0	0
t	mang1381		Mangarrayi	+	-	+	0	0	0	0
ʈ	mang1381		Mangarrayi	+	-	-	0	0	0	0
ȶ	mang1381		Mangarrayi	+	+	0	0	0	0	0
n	mang1381		Mangarrayi	+	-	+	0	0	0	0
ɳ	mang1381		Mangarrayi	+	-	-	0	0	0	0
ȵ	mang1381		Mangarrayi	+	+	0	0	0	0	0
l	mang1381		Mangarrayi	+	-	+	0	0	0	0
ɭ	mang1381		Mangarrayi	+	-	-	0	0	0	0
r	mang1381		Mangarrayi	+	-	+	0	0	0	0
ɻ	mang1381		Mangarrayi	+	-	-	0	0	0	0
j	mang1381		Mangarrayi	+	+	0	0	0	0	0
t	jami1236		Jaminjung	+	-	+	0	0	0	0
ʈ	jami1236		Jaminjung	+	-	-	0	0	0	0
t̪	jami1236		Jaminjung	+	+	+	0	0	0	0
ȶ	jami1236		Jaminjung	+	+	-	0	0	0	0
n	jami1236		Jaminjung	+	-	+	0	0	0	0
ɳ	jami1236		Jaminjung	+	-	-	0	0	0	0
ȵ	jami1236		Jaminjung	+	+	-	0	0	0	0
l	jami1236		Jaminjung	+	-	+	0	0	0	0
ɭ	jami1236		Jaminjung	+	-	-	0	0	0	0
ȴ	jami1236		Jaminjung	+	+	-	0	0	0	0
r	jami1236		Jaminjung	+	-	+	0	0	0	0
ɻ	jami1236		Jaminjung	+	-	-	0	0	0	0
j	jami1236		Jaminjung	+	+	-	0	0	0	0
t	ngal1294		Ngaliwurru	+	-	+	0	0	0	0
ʈ	ngal1294		Ngaliwurru	+	-	-	0	0	0	0
ȶ	ngal1294		Ngaliwurru	+	+	0	0	0	0	0
n	ngal1294		Ngaliwurru	+	-	+	0	0	0	0
ɳ	ngal1294		Ngaliwurru	+	-	-	0	0	0	0
ȵ	ngal1294		Ngaliwurru	+	+	0	0	0	0	0
l	ngal1294		Ngaliwurru	+	-	+	0	0	0	0
ɭ	ngal1294		Ngaliwurru	+	-	-	0	0	0	0
ȴ	ngal1294		Ngaliwurru	+	+	0	0	0	0	0
r	ngal1294		Ngaliwurru	+	-	+	0	0	0	0
ɻ	ngal1294		Ngaliwurru	+	-	-	0	0	0	0
j	ngal1294		Ngaliwurru	+	+	0	0	0	0	0
t	ngar1283		Ngarnka	+	-	+	0	0	0	0
ʈ	ngar1283		Ngarnka	+	-	-	0	0	0	0
ȶ	ngar1283		Ngarnka	+	+	0	0	0	0	0
n	ngar1283		Ngarnka	+	-	+	0	0	0	0
ɳ	ngar1283		Ngarnka	+	-	-	0	0	0	0
ȵ	ngar1283		Ngarnka	+	+	0	0	0	0	0
l	ngar1283		Ngarnka	+	-	+	0	0	0	0
ɭ	ngar1283		Ngarnka	+	-	-	0	0	0	0
ȴ	ngar1283		Ngarnka	+	+	0	0	0	0	0
r	ngar1283		Ngarnka	+	-	+	0	0	0	0
ɻ	ngar1283		Ngarnka	+	-	-	0	0	0	0
j	ngar1283		Ngarnka	+	+	0	0	0	0	0
t	djin1251		Jingulu	+	-	+	0	0	0	0
ʈ	djin1251		Jingulu	+	-	-	0	0	0	0
ȶ	djin1251		Jingulu	+	+	0	0	0	0	0
n	djin1251		Jingulu	+	-	+	0	0	0	0
ɳ	djin1251		Jingulu	+	-	-	0	0	0	0
ȵ	djin1251		Jingulu	+	+	0	0	0	0	0
l	djin1251		Jingulu	+	-	+	0	0	0	0
ɭ	djin1251		Jingulu	+	-	-	0	0	0	0
ȴ	djin1251		Jingulu	+	+	0	0	0	0	0
r	djin1251		Jingulu	+	-	+	0	0	0	0
ɻ	djin1251		Jingulu	+	-	-	0	0	0	0
j	djin1251		Jingulu	+	+	0	0	0	0	0
t	binb1241		Binbinka	+	-	+	0	0	0	0
ʈ	binb1241		Binbinka	+	-	-	0	0	0	0
ȶ	binb1241		Binbinka	+	+	0	0	0	0	0
n	binb1241		Binbinka	+	-	+	0	0	0	0
ɳ	binb1241		Binbinka	+	-	-	0	0	0	0
ȵ	binb1241		Binbinka	+	+	0	0	0	0	0
l	binb1241		Binbinka	+	-	+	0	0	0	0
ɭ	binb1241		Binbinka	+	-	-	0	0	0	0
ȴ	binb1241		Binbinka	+	+	0	0	0	0	0
r	binb1241		Binbinka	+	-	+	0	0	0	0
ɻ	binb1241		Binbinka	+	-	-	0	0	0	0
j	binb1241		Binbinka	+	+	0	0	0	0	0
t	guda1243		Gudanji	+	-	+	0	0	0	0
ʈ	guda1243		Gudanji	+	-	-	0	0	0	0
ȶ	guda1243		Gudanji	+	+	0	0	0	0	0
n	guda1243		Gudanji	+	-	+	0	0	0	0
ȵ	guda1243		Gudanji	+	+	0	0	0	0	0
l	guda1243		Gudanji	+	-	+	0	0	0	0
ɭ	guda1243		Gudanji	+	-	-	0	0	0	0
ȴ	guda1243		Gudanji	+	+	0	0	0	0	0
r	guda1243		Gudanji	+	-	+	0	0	0	0
ɻ	guda1243		Gudanji	+	-	-	0	0	0	0
j	guda1243		Gudanji	+	+	0	0	0	0	0
t	nucl1328		Wambaya	+	-	+	0	0	0	0
ʈ	nucl1328		Wambaya	+	-	-	0	0	0	0
ȶ	nucl1328		Wambaya	+	+	0	0	0	0	0
n	nucl1328		Wambaya	+	-	+	0	0	0	0
ɳ	nucl1328		Wambaya	+	-	-	0	0	0	0
ȵ	nucl1328		Wambaya	+	+	0	0	0	0	0
l	nucl1328		Wambaya	+	-	+	0	0	0	0
ɭ	nucl1328		Wambaya	+	-	-	0	0	0	0
ȴ	nucl1328		Wambaya	+	+	0	0	0	0	0
r	nucl1328		Wambaya	+	-	+	0	0	0	0
ɻ	nucl1328		Wambaya	+	-	-	0	0	0	0
j	nucl1328		Wambaya	+	+	0	0	0	0	0
t	mink1237		Minkin	+	-	+	0	0	0	0
ʈ	mink1237		Minkin	+	-	-	0	0	0	0
t̪	mink1237		Minkin	+	+	+	0	0	0	0
ȶ	mink1237		Minkin	+	+	-	0	0	0	0
n	mink1237		Minkin	+	-	+	0	0	0	0
ɳ	mink1237		Minkin	+	-	-	0	0	0	0
n̪	mink1237		Minkin	+	+	+	0	0	0	0
ȵ	mink1237		Minkin	+	+	-	0	0	0	0
l	mink1237		Minkin	+	-	+	0	0	0	0
ɭ	mink1237		Minkin	+	-	-	0	0	0	0
l̪	mink1237		Minkin	+	+	+	0	0	0	0
ȴ	mink1237		Minkin	+	+	-	0	0	0	0
r	mink1237		Minkin	+	-	+	0	0	0	0
ɻ	mink1237		Minkin	+	-	-	0	0	0	0
j	mink1237		Minkin	+	+	-	0	0	0	0
t	ngum1253		Ngumbarl	+	-	+	0	0	0	0
ʈ	ngum1253		Ngumbarl	+	-	-	0	0	0	0
ȶ	ngum1253		Ngumbarl	+	+	0	0	0	0	0
n	ngum1253		Ngumbarl	+	-	+	0	0	0	0
ɳ	ngum1253		Ngumbarl	+	-	-	0	0	0	0
ȵ	ngum1253		Ngumbarl	+	+	0	0	0	0	0
l	ngum1253		Ngumbarl	+	-	+	0	0	0	0
ɭ	ngum1253		Ngumbarl	+	-	-	0	0	0	0
ȴ	ngum1253		Ngumbarl	+	+	0	0	0	0	0
r	ngum1253		Ngumbarl	+	-	+	0	0	0	0
ɻ	ngum1253		Ngumbarl	+	-	-	0	0	0	0
j	ngum1253		Ngumbarl	+	+	0	0	0	0	0
t	nyig1240		Nyikina	+	-	+	0	0	0	0
ʈ	nyig1240		Nyikina	+	-	-	0	0	0	0
ȶ	nyig1240		Nyikina	+	+	0	0	0	0	0
n	nyig1240		Nyikina	+	-	+	0	0	0	0
ɳ	nyig1240		Nyikina	+	-	-	0	0	0	0
ȵ	nyig1240		Nyikina	+	+	0	0	0	0	0
l	nyig1240		Nyikina	+	-	+	0	0	0	0
ɭ	nyig1240		Nyikina	+	-	-	0	0	0	0
ȴ	nyig1240		Nyikina	+	+	0	0	0	0	0
r	nyig1240		Nyikina	+	-	+	0	0	0	0
ɻ	nyig1240		Nyikina	+	-	-	0	0	0	0
j	nyig1240		Nyikina	+	+	0	0	0	0	0
t	warr1258		Warrwa	+	-	+	0	0	0	0
ʈ	warr1258		Warrwa	+	-	-	0	0	0	0
ȶ	warr1258		Warrwa	+	+	0	0	0	0	0
n	warr1258		Warrwa	+	-	+	0	0	0	0
ɳ	warr1258		Warrwa	+	-	-	0	0	0	0
ȵ	warr1258		Warrwa	+	+	0	0	0	0	0
l	warr1258		Warrwa	+	-	+	0	0	0	0
ɭ	warr1258		Warrwa	+	-	-	0	0	0	0
ȴ	warr1258		Warrwa	+	+	0	0	0	0	0
r	warr1258		Warrwa	+	-	+	0	0	0	0
ɻ	warr1258		Warrwa	+	-	-	0	0	0	0
j	warr1258		Warrwa	+	+	0	0	0	0	0
t͉	dyug1238		Jukun	+	-	+	0	0	0	0
t͈	dyug1238		Jukun	+	-	+	0	0	0	0
ʈ͉	dyug1238		Jukun	+	-	-	0	0	0	0
ʈ͈	dyug1238		Jukun	+	-	-	0	0	0	0
ȶ͉	dyug1238		Jukun	+	+	0	0	0	0	0
ȶ͈	dyug1238		Jukun	+	+	0	0	0	0	0
n	dyug1238		Jukun	+	-	+	0	0	0	0
ɳ	dyug1238		Jukun	+	-	-	0	0	0	0
ȵ	dyug1238		Jukun	+	+	0	0	0	0	0
l	dyug1238		Jukun	+	-	+	0	0	0	0
ɭ	dyug1238		Jukun	+	-	-	0	0	0	0
ȴ	dyug1238		Jukun	+	+	0	0	0	0	0
r	dyug1238		Jukun	+	-	+	0	0	0	0
ɻ	dyug1238		Jukun	+	-	-	0	0	0	0
j	dyug1238		Jukun	+	+	0	0	0	0	0
t͉	yawu1244		Yawuru	+	-	+	0	0	0	0
t͈	yawu1244		Yawuru	+	-	+	0	0	0	0
ʈ͉	yawu1244		Yawuru	+	-	-	0	0	0	0
ʈ͈	yawu1244		Yawuru	+	-	-	0	0	0	0
ȶ͉	yawu1244		Yawuru	+	+	0	0	0	0	0
ȶ͈	yawu1244		Yawuru	+	+	0	0	0	0	0
n	yawu1244		Yawuru	+	-	+	0	0	0	0
ɳ	yawu1244		Yawuru	+	-	-	0	0	0	0
ȵ	yawu1244		Yawuru	+	+	0	0	0	0	0
l	yawu1244		Yawuru	+	-	+	0	0	0	0
ɭ	yawu1244		Yawuru	+	-	-	0	0	0	0
ȴ	yawu1244		Yawuru	+	+	0	0	0	0	0
r	yawu1244		Yawuru	+	-	+	0	0	0	0
ɻ	yawu1244		Yawuru	+	-	-	0	0	0	0
j	yawu1244		Yawuru	+	+	0	0	0	0	0
t	bard1255		Bardi	+	-	+	0	0	0	0
ʈ	bard1255		Bardi	+	-	-	0	0	0	0
ȶ	bard1255		Bardi	+	+	0	0	0	0	0
n	bard1255		Bardi	+	-	+	0	0	0	0
ɳ	bard1255		Bardi	+	-	-	0	0	0	0
ȵ	bard1255		Bardi	+	+	0	0	0	0	0
l	bard1255		Bardi	+	-	+	0	0	0	0
ɭ	bard1255		Bardi	+	-	-	0	0	0	0
ȴ	bard1255		Bardi	+	+	0	0	0	0	0
r	bard1255		Bardi	+	-	+	0	0	0	0
ɻ	bard1255		Bardi	+	-	-	0	0	0	0
j	bard1255		Bardi	+	+	0	0	0	0	0
t	nima1245		Nimanburu	+	-	+	0	0	0	0
ʈ	nima1245		Nimanburu	+	-	-	0	0	0	0
ȶ	nima1245		Nimanburu	+	+	0	0	0	0	0
n	nima1245		Nimanburu	+	-	+	0	0	0	0
ɳ	nima1245		Nimanburu	+	-	-	0	0	0	0
ȵ	nima1245		Nimanburu	+	+	0	0	0	0	0
l	nima1245		Nimanburu	+	-	+	0	0	0	0
ɭ	nima1245		Nimanburu	+	-	-	0	0	0	0
ȴ	nima1245		Nimanburu	+	+	0	0	0	0	0
r	nima1245		Nimanburu	+	-	+	0	0	0	0
ɻ	nima1245		Nimanburu	+	-	-	0	0	0	0
j	nima1245		Nimanburu	+	+	0	0	0	0	0
t	dyab1238		Jabirr-Jabirr	+	-	+	0	0	0	0
ʈ	dyab1238		Jabirr-Jabirr	+	-	-	0	0	0	0
ȶ	dyab1238		Jabirr-Jabirr	+	+	0	0	0	0	0
n	dyab1238		Jabirr-Jabirr	+	-	+	0	0	0	0
ɳ	dyab1238		Jabirr-Jabirr	+	-	-	0	0	0	0
ȵ	dyab1238		Jabirr-Jabirr	+	+	0	0	0	0	0
l	dyab1238		Jabirr-Jabirr	+	-	+	0	0	0	0
ɭ	dyab1238		Jabirr-Jabirr	+	-	-	0	0	0	0
ȴ	dyab1238		Jabirr-Jabirr	+	+	0	0	0	0	0
r	dyab1238		Jabirr-Jabirr	+	-	+	0	0	0	0
ɻ	dyab1238		Jabirr-Jabirr	+	-	-	0	0	0	0
j	dyab1238		Jabirr-Jabirr	+	+	0	0	0	0	0
t	djaw1238		Jawi	+	-	+	0	0	0	0
ʈ	djaw1238		Jawi	+	-	-	0	0	0	0
ȶ	djaw1238		Jawi	+	+	0	0	0	0	0
n	djaw1238		Jawi	+	-	+	0	0	0	0
ɳ	djaw1238		Jawi	+	-	-	0	0	0	0
ȵ	djaw1238		Jawi	+	+	0	0	0	0	0
l	djaw1238		Jawi	+	-	+	0	0	0	0
ɭ	djaw1238		Jawi	+	-	-	0	0	0	0
ȴ	djaw1238		Jawi	+	+	0	0	0	0	0
r	djaw1238		Jawi	+	-	+	0	0	0	0
ɻ	djaw1238		Jawi	+	-	-	0	0	0	0
j	djaw1238		Jawi	+	+	0	0	0	0	0
t	nyul1247		Nyulnyul	+	-	+	0	0	0	0
ʈ	nyul1247		Nyulnyul	+	-	-	0	0	0	0
ȶ	nyul1247		Nyulnyul	+	+	0	0	0	0	0
n	nyul1247		Nyulnyul	+	-	+	0	0	0	0
ɳ	nyul1247		Nyulnyul	+	-	-	0	0	0	0
ȵ	nyul1247		Nyulnyul	+	+	0	0	0	0	0
l	nyul1247		Nyulnyul	+	-	+	0	0	0	0
ɭ	nyul1247		Nyulnyul	+	-	-	0	0	0	0
ȴ	nyul1247		Nyulnyul	+	+	0	0	0	0	0
r	nyul1247		Nyulnyul	+	-	+	0	0	0	0
ɻ	nyul1247		Nyulnyul	+	-	-	0	0	0	0
j	nyul1247		Nyulnyul	+	+	0	0	0	0	0
t	alya1239		Alyawarr	+	-	+	0	0	0	0
ʈ	alya1239		Alyawarr	+	-	-	0	0	0	0
t̪	alya1239		Alyawarr	+	+	+	0	0	0	0
ȶ	alya1239		Alyawarr	+	+	-	0	0	0	0
n	alya1239		Alyawarr	+	-	+	0	0	0	0
ɳ	alya1239		Alyawarr	+	-	-	0	0	0	0
n̪	alya1239		Alyawarr	+	+	+	0	0	0	0
ȵ	alya1239		Alyawarr	+	+	-	0	0	0	0
l	alya1239		Alyawarr	+	-	+	0	0	0	0
ɭ	alya1239		Alyawarr	+	-	-	0	0	0	0
l̪	alya1239		Alyawarr	+	+	+	0	0	0	0
ȴ	alya1239		Alyawarr	+	+	-	0	0	0	0
r	alya1239		Alyawarr	+	-	+	0	0	0	0
ɻ	alya1239		Alyawarr	+	-	-	0	0	0	0
j	alya1239		Alyawarr	+	+	-	0	0	0	0
tʷ	alya1239		Alyawarr	+	-	+	0	0	0	0
ʈʷ	alya1239		Alyawarr	+	-	-	0	0	0	0
t̪ʷ	alya1239		Alyawarr	+	+	+	0	0	0	0
ȶʷ	alya1239		Alyawarr	+	+	-	0	0	0	0
nʷ	alya1239		Alyawarr	+	-	+	0	0	0	0
ɳʷ	alya1239		Alyawarr	+	-	-	0	0	0	0
n̪ʷ	alya1239		Alyawarr	+	+	+	0	0	0	0
ȵʷ	alya1239		Alyawarr	+	+	-	0	0	0	0
lʷ	alya1239		Alyawarr	+	-	+	0	0	0	0
ɭʷ	alya1239		Alyawarr	+	-	-	0	0	0	0
