LanguageCode	LanguageName	Phoneme	PhonemeOld	Allophones	AllophonesOld	Notes	NotesTwo
kza	karaboro	o	o				
kza	karaboro	n	n				
kza	karaboro	p	p				
kza	karaboro	s	s				
kza	karaboro	r	r				
kza	karaboro	u	u				
kza	karaboro	t	t				
kza	karaboro	w	w				
kza	karaboro	v	v				
kza	karaboro	ɡb	ɡb				
kza	karaboro	iː	iː			vowels have phonemic long counterpart	
kza	karaboro	eː	eː			vowels have phonemic long counterpart	
kza	karaboro	ɛː	ɛː			vowels have phonemic long counterpart	
kza	karaboro	uː	uː			vowels have phonemic long counterpart	
kza	karaboro	oː	oː			vowels have phonemic long counterpart	
kza	karaboro	ɔː	ɔː			vowels have phonemic long counterpart	
kza	karaboro	aː	aː			vowels have phonemic long counterpart	
kza	karaboro	ĩ	ĩ			short vowels have phonemic nasal counterpart	
kza	karaboro	ẽ	ẽ			short vowels have phonemic nasal counterpart	
kza	karaboro	ɛ̃	ɛ̃			short vowels have phonemic nasal counterpart	
kza	karaboro	ũ	ũ			short vowels have phonemic nasal counterpart	
kza	karaboro	õ	õ			short vowels have phonemic nasal counterpart	
kza	karaboro	ɔ̃	ɔ̃			short vowels have phonemic nasal counterpart	
kza	karaboro	ã	ã			short vowels have phonemic nasal counterpart	
							
kzr	karaŋ	˦	˦				
kzr	karaŋ	˨	˨				
kzr	karaŋ	β	β			replaced with IPA symbol	
kzr	karaŋ	˧	˧			unmarked	
kzr	karaŋ	˩˥	˩˥				
kzr	karaŋ	ɡb	ɡb				
kzr	karaŋ	mb	mb				
kzr	karaŋ	nd	nd				
kzr	karaŋ	nz	nz				
kzr	karaŋ	kp	kp				
kzr	karaŋ	ʔʲ	ʔʲ			replaced with IPA symbol	
kzr	karaŋ	ŋmɡb	mɡb				
kzr	karaŋ	ŋɡ	ŋɡ				
kzr	karaŋ	ŋ	ŋ				
kzr	karaŋ	ɓ	ɓ				
kzr	karaŋ	ɔ	ɔ				
kzr	karaŋ	ɗ	ɗ				
kzr	karaŋ	a	a				
kzr	karaŋ	c	c			not in AA, only in Chanard	
kzr	karaŋ	b	b				
kzr	karaŋ	e	e				
kzr	karaŋ	d	d				
kzr	karaŋ	ɡ	ɡ				
kzr	karaŋ	f	f				
kzr	karaŋ	i	i				
kzr	karaŋ	h	h				
kzr	karaŋ	k	k				
kzr	karaŋ	j	j				
kzr	karaŋ	m	m				
kzr	karaŋ	l	l				
kzr	karaŋ	o	o				
kzr	karaŋ	n	n				
kzr	karaŋ	p	p				
kzr	karaŋ	s	s				
kzr	karaŋ	r	r				
kzr	karaŋ	u	u				
kzr	karaŋ	t	t				
kzr	karaŋ	w	w				
kzr	karaŋ	v	v				
kzr	karaŋ	z	z			nasalization is listed as a word level prosody and only marked on the initial vowel of a word	
							
xsm	kasem	˦	˦				
xsm	kasem	j	j				
xsm	kasem	ʊ	ʊ				
xsm	kasem	d̠ʒ	ʤ				
xsm	kasem	t̠ʃ	ʧ				
xsm	kasem	ɲ	ɲ				
xsm	kasem	ŋ	ŋ				
xsm	kasem	ɔ	ɔ				
xsm	kasem	ə	ə				
xsm	kasem	ɛ	ɛ				
xsm	kasem	a	a				
xsm	kasem	b	b				
xsm	kasem	e	e				
xsm	kasem	d	d	[d]	d,r		
xsm	kasem	d	d	[r]	d,r		
xsm	kasem	ɡ	ɡ				
xsm	kasem	f	f				
xsm	kasem	i	i				
xsm	kasem	k	k				
xsm	kasem	ɪ	ɪ				
xsm	kasem	m	m				
xsm	kasem	l	l				
xsm	kasem	o	o				
xsm	kasem	n	n				
xsm	kasem	p	p				
xsm	kasem	s	s				
xsm	kasem	u	u				
xsm	kasem	t	t				
xsm	kasem	w	w				
xsm	kasem	v	v				
xsm	kasem	z	z				
xsm	kasem	iː	iː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	ɪː	ɪː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	eː	eː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	ɛː	ɛː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	uː	uː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	ʊː	ʊː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	oː	oː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	ɔː	ɔː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	aː	aː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
xsm	kasem	əː	əː			vowels have phonemic long counterpart, /ɪɪ/ --> [ee], /ʊʊ/ --> [oo]	
							
xsm	kasɩm	˦	˦			not in AA, only in Chanard	
xsm	kasɩm	˨	˨			not in AA, only in Chanard	
xsm	kasɩm	ɪ	ɪ				
xsm	kasɩm	˧	˧			not in AA, only in Chanard	
xsm	kasɩm	ʊ	ʊ				
xsm	kasɩm	˥˩	˥˩			not in AA, only in Chanard	
xsm	kasɩm	d̠ʒ	ʤ				
xsm	kasɩm	t̠ʃ	ʧ				
xsm	kasɩm	r	r				
xsm	kasɩm	ŋ	ŋ				
xsm	kasɩm	ɔ	ɔ				
xsm	kasɩm	ə	ə				
xsm	kasɩm	ɛ	ɛ				
xsm	kasɩm	a	a				
xsm	kasɩm	b	b				
xsm	kasɩm	e	e				
xsm	kasɩm	d	d				
xsm	kasɩm	ɡ	ɡ				
xsm	kasɩm	f	f				
xsm	kasɩm	i	i				
xsm	kasɩm	<h>	h			borrowed words only	marginal phoneme
xsm	kasɩm	k	k				
xsm	kasɩm	j	j				
xsm	kasɩm	m	m				
xsm	kasɩm	l	l				
xsm	kasɩm	o	o				
xsm	kasɩm	n	n				
xsm	kasɩm	p	p				
xsm	kasɩm	s	s				
xsm	kasɩm	ɲ	ɲ				
xsm	kasɩm	u	u				
xsm	kasɩm	t	t				
xsm	kasɩm	w	w				
xsm	kasɩm	v	v				
xsm	kasɩm	z	z				
xsm	kasɩm	iː	iː			vowels have phonemic long counterpart	
xsm	kasɩm	ɪː	ɪː			vowels have phonemic long counterpart	
xsm	kasɩm	eː	eː			vowels have phonemic long counterpart	
xsm	kasɩm	ɛː	ɛː			vowels have phonemic long counterpart	
xsm	kasɩm	uː	uː			vowels have phonemic long counterpart	
xsm	kasɩm	ʊː	ʊː			vowels have phonemic long counterpart	
xsm	kasɩm	oː	oː			vowels have phonemic long counterpart	
xsm	kasɩm	ɔː	ɔː			vowels have phonemic long counterpart	
xsm	kasɩm	aː	aː			vowels have phonemic long counterpart	
xsm	kasɩm	əː	əː			vowels have phonemic long counterpart	
							
ozm	kɔɔzime	˦	˦				
ozm	kɔɔzime	˦˨˦	˦˨˦			added from AA	
ozm	kɔɔzime	ɪ	ɪ				
ozm	kɔɔzime	ʊ	ʊ	[ʊ]	ʊː		
ozm	kɔɔzime	ʊ	ʊ	[ʊː]	ʊː		
ozm	kɔɔzime	˨	˨				
ozm	kɔɔzime	˦˨	˦˨				
ozm	kɔɔzime	˨˦˨	˨˦˨			added from AA	
ozm	kɔɔzime	y	y			changed to IPA symbol lax counterpart to ʉ	changed based on Beavon 1979:8 
ozm	kɔɔzime	ɡb	ɡb				
ozm	kɔɔzime	ø	ø	[ø]	øː		changed based on Beavon 1979:8 
ozm	kɔɔzime	ø	ø	[øː]	øː		changed based on Beavon 1979:8 
ozm	kɔɔzime	kp	kp				
ozm	kɔɔzime	˨˦	˨˦				
ozm	kɔɔzime	ŋm	ŋm				
ozm	kɔɔzime	œ	œ				changed based on Beavon 1979:8 
ozm	kɔɔzime	ɔ	ɔ	[ɔ]	ɔː		
ozm	kɔɔzime	ɔ	ɔ	[ɔː]	ɔː		
ozm	kɔɔzime	ɖ	ɖ				
ozm	kɔɔzime	ɛ	ɛ	[ɛ]	ɛː		
ozm	kɔɔzime	ɛ	ɛ	[ɛː]	ɛː		
ozm	kɔɔzime	a	a				
ozm	kɔɔzime	c	c				
ozm	kɔɔzime	b	b				
ozm	kɔɔzime	e	e				
ozm	kɔɔzime	d	d	[d]	r		
ozm	kɔɔzime	d	d	[r]	r		
ozm	kɔɔzime	ɡ	ɡ				
ozm	kɔɔzime	f	f				
ozm	kɔɔzime	i	i				
ozm	kɔɔzime	h	h				
ozm	kɔɔzime	k	k	[k]	ʔ		
ozm	kɔɔzime	k	k	[ʔ]	ʔ		
ozm	kɔɔzime	j	j				
ozm	kɔɔzime	m	m				
ozm	kɔɔzime	l	l				
ozm	kɔɔzime	o	o				
ozm	kɔɔzime	n	n				
ozm	kɔɔzime	p	p				
ozm	kɔɔzime	s	s	[s]	h		
ozm	kɔɔzime	s	s	[h]	h		
ozm	kɔɔzime	ɲ	ɲ	[ɲ]	ŋ		
ozm	kɔɔzime	ɲ	ɲ	[ŋ]	ŋ		
ozm	kɔɔzime	u	u	[u]	uː		
ozm	kɔɔzime	u	u	[uː]	uː		
ozm	kɔɔzime	t	t	[t]	r		
ozm	kɔɔzime	t	t	[r]	r		
ozm	kɔɔzime	w	w				
ozm	kɔɔzime	v	v				
ozm	kɔɔzime	z	z				
ozm	kɔɔzime	iː	iː			vowels have phonemic long counterpart	
ozm	kɔɔzime	eː	eː			vowels have phonemic long counterpart	
ozm	kɔɔzime	ɛː	ɛː			vowels have phonemic long counterpart	
ozm	kɔɔzime	aː	aː			vowels have phonemic long counterpart	
ozm	kɔɔzime	ɪː	ɪː			vowels have phonemic long counterpart	
ozm	kɔɔzime	uː	uː				
ozm	kɔɔzime	ʊː	ʊː				
ozm	kɔɔzime	yː	yː			vowels have phonemic long counterpart	
ozm	kɔɔzime	œː	œː			vowels have phonemic long counterpart	
ozm	kɔɔzime	ɔː	ɔː			vowels have phonemic long counterpart	
ozm	kɔɔzime	oː	oː			vowels have phonemic long counterpart	
ozm	kɔɔzime	øː	øː			vowels have phonemic long counterpart	
							
kik	kikuyu	ʃ	ʃ				
kik	kikuyu	ɲɟ	ɲɟ				
kik	kikuyu	nd	nd				
kik	kikuyu	β	β				
kik	kikuyu	ŋɡ	ŋɡ				
kik	kikuyu	ŋ	ŋ				
kik	kikuyu	ɔ	ɔ				
kik	kikuyu	ɛ	ɛ				
kik	kikuyu	a	a				
kik	kikuyu	ɣ	ɣ				
kik	kikuyu	e	e				
kik	kikuyu	mb	mb				
kik	kikuyu	i	i				
kik	kikuyu	h	h				
kik	kikuyu	k	k				
kik	kikuyu	j	j				
kik	kikuyu	m	m				
kik	kikuyu	o	o				
kik	kikuyu	n	n				
kik	kikuyu	ð	ð				
kik	kikuyu	ɲ	ɲ				
kik	kikuyu	u	u				
kik	kikuyu	t	t				
kik	kikuyu	w	w				
kik	kikuyu	ɾ	ɾ				
kik	kikuyu	iː	iː			vowels have phonemic long counterpart	
kik	kikuyu	eː	eː			vowels have phonemic long counterpart	
kik	kikuyu	ɛː	ɛː			vowels have phonemic long counterpart	
kik	kikuyu	uː	uː			vowels have phonemic long counterpart	
kik	kikuyu	oː	oː			vowels have phonemic long counterpart	
kik	kikuyu	ɔː	ɔː			vowels have phonemic long counterpart	
kik	kikuyu	aː	aː			vowels have phonemic long counterpart	
							
kqs	kisiei	ɡb	ɡb				
kqs	kisiei	nh	nh				
kqs	kisiei	t̠ʃ	ʧ				
kqs	kisiei	mb	nb				
kqs	kisiei	nd	nd				
kqs	kisiei	ŋɡ	nɡ				
kqs	kisiei	kp	kp				
kqs	kisiei	ɔ	ɔ				
kqs	kisiei	ɛ	ɛ				
kqs	kisiei	a	a				
kqs	kisiei	b	b				
kqs	kisiei	e	e				
kqs	kisiei	d	d				
kqs	kisiei	f	f				
kqs	kisiei	i	i				
kqs	kisiei	h	h				
kqs	kisiei	k	k				
kqs	kisiei	j	j				
kqs	kisiei	m	m				
kqs	kisiei	l	l				
kqs	kisiei	o	o				
kqs	kisiei	n	n				
kqs	kisiei	p	p				
kqs	kisiei	s	s				
kqs	kisiei	ɲ	ɲ				
kqs	kisiei	u	u				
kqs	kisiei	t	t				
kqs	kisiei	w	w				
kqs	kisiei	v	v				
kqs	kisiei	iː	iː			vowels have phonemic long counterpart	
kqs	kisiei	eː	eː			vowels have phonemic long counterpart	
kqs	kisiei	ɛː	ɛː			vowels have phonemic long counterpart	
kqs	kisiei	uː	uː			vowels have phonemic long counterpart	
kqs	kisiei	oː	oː			vowels have phonemic long counterpart	
kqs	kisiei	ɔː	ɔː			vowels have phonemic long counterpart	
kqs	kisiei	aː	aː			vowels have phonemic long counterpart	
kqs	kisiei	ĩ	ĩ			short vowels except /a/ have phonemic nasal counterpart	
kqs	kisiei	ẽ	ẽ			short vowels except /a/ have phonemic nasal counterpart	
kqs	kisiei	ɛ̃	ɛ̃			short vowels except /a/ have phonemic nasal counterpart	
kqs	kisiei	ũ	ũ			short vowels except /a/ have phonemic nasal counterpart	
kqs	kisiei	õ	õ			short vowels except /a/ have phonemic nasal counterpart	
kqs	kisiei	ɔ̃	ɔ̃			short vowels except /a/ have phonemic nasal counterpart	
							
bkm	kom	˨	˨				
bkm	kom	˨˧	˨˧				
bkm	kom	˧˨	˧˨				
bkm	kom	æ	æ				results from /ia/
bkm	kom	ʔ	ʔ				
bkm	kom	d̠ʒ	ʤ				
bkm	kom	t̠ʃ	ʧ				
bkm	kom	˦	˦				
bkm	kom	˦˨	˦˨				
bkm	kom	˧	˧				
bkm	kom	˦˧	˦˧			added from AA, not in Chanard	
bkm	kom	˨˧	˨˧			added from AA, not in Chanard	
bkm	kom	ŋ	ŋ				
bkm	kom	œ	œ				results from /ɨo/
bkm	kom	a	a				
bkm	kom	ɣ	ɣ				
bkm	kom	b	b				
bkm	kom	e	e				
bkm	kom	d	d				
bkm	kom	ɡ	ɡ				
bkm	kom	bʷ	bʷ				
bkm	kom	dʷ	dʷ				
bkm	kom	d̠ʒʷ	ʤʷ				
bkm	kom	ɡʷ	ɡʷ				
bkm	kom	tʷ	tʷ				
bkm	kom	t̠ʃʷ	ʧʷ				
bkm	kom	kʷ	kʷ				
bkm	kom	fʷ	fʷ				
bkm	kom	sʷ	sʷ				
bkm	kom	mʷ	mʷ				
bkm	kom	ŋʷ	ŋʷ				
bkm	kom	lʷ	lʷ				
bkm	kom	jʷ	jʷ				
bkm	kom	bʲ	bʲ				
bkm	kom	dʲ	dʲ				
bkm	kom	d̠ʒʲ	ʤʲ				
bkm	kom	ɡʲ	ɡʲ				
bkm	kom	tʲ	tʲ				
bkm	kom	t̠ʃʲ	ʧʲ				
bkm	kom	kʲ	kʲ				
bkm	kom	fʲ	fʲ				
bkm	kom	sʲ	sʲ				
bkm	kom	zʲ	zʲ				
bkm	kom	ɣʲ	ɣʲ				
bkm	kom	lʲ	lʲ				
bkm	kom	mʲ	mʲ				
bkm	kom	nʲ	nʲ				
bkm	kom	f	f				
bkm	kom	mb	mb				
bkm	kom	nd	nd				
bkm	kom	n̠d̠ʒ	ɲʤ				
bkm	kom	ŋɡ	ŋɡ				
bkm	kom	nt	nt				
bkm	kom	n̠t̠ʃ	ɲʧ				
bkm	kom	ŋk	ŋk				
bkm	kom	ɱv	mv				
bkm	kom	nz	nz				
bkm	kom	ɱf	mf				
bkm	kom	ns	ns				
bkm	kom	nl	nl				
bkm	kom	i	i				
bkm	kom	ɨ	ɨ				
bkm	kom	k	k				
bkm	kom	j	j				
bkm	kom	m	m				
bkm	kom	l	l				
bkm	kom	o	o				
bkm	kom	n	n				
bkm	kom	s	s				
bkm	kom	ɲ	ɲ				
bkm	kom	u	u				
bkm	kom	t	t				
bkm	kom	w	w				
bkm	kom	v	v				
bkm	kom	z	z				
bkm	kom	ʉ	ʉ				results from /iu/
							
kmw	komo	˦	˦				
kmw	komo	˨	˨				
kmw	komo	˦˨	˦˨				
kmw	komo	˨˦	˨˦				
kmw	komo	ɡb	ɡb				
kmw	komo	dʑ	ʥ				
kmw	komo	ndʑ	ɲʥ				
kmw	komo	tɕ	ʨ				
kmw	komo	nd	nd				
kmw	komo	ŋmɡb	ŋmɡb				
kmw	komo	kp	kp				
kmw	komo	ʔʲ	ʔʲ			replaced with IPA symbol	
kmw	komo	ŋɡ	ŋɡ				
kmw	komo	ɓ	ɓ				
kmw	komo	ɔ	ɔ				
kmw	komo	ɗ	ɗ				
kmw	komo	ɛ	ɛ				
kmw	komo	a	a				
kmw	komo	b	b				
kmw	komo	e	e				
kmw	komo	d	d				
kmw	komo	ɡ	ɡ				
kmw	komo	mb	mb				
kmw	komo	i	i				
kmw	komo	k	k				
kmw	komo	m	m				
kmw	komo	l	l			rare phoneme	marginal phoneme
kmw	komo	o	o				
kmw	komo	n	n				
kmw	komo	p	p				
kmw	komo	s	s				
kmw	komo	ɲ	ɲ				
kmw	komo	u	u				
kmw	komo	t	t				
kmw	komo	ɸ	ɸ				
							
xon	konkomba	ɡb	ɡb				
xon	konkomba	kp	kp				
xon	konkomba	d̠ʒ	ʤ				
xon	konkomba	t̠ʃ	ʧ				
xon	konkomba	r	r				
xon	konkomba	ŋ	ŋ				
xon	konkomba	ŋm	ŋm				
xon	konkomba	ɔ	ɔ				
xon	konkomba	a	a				
xon	konkomba	b	b				
xon	konkomba	e	e				
xon	konkomba	d	d				
xon	konkomba	ɡ	ɡ				
xon	konkomba	f	f				
xon	konkomba	i	i				
xon	konkomba	h	h				
xon	konkomba	k	k				
xon	konkomba	j	j				
xon	konkomba	m	m				
xon	konkomba	l	l				
xon	konkomba	o	o				
xon	konkomba	n	n				
xon	konkomba	p	p				
xon	konkomba	s	s				
xon	konkomba	ɲ	ɲ				
xon	konkomba	u	u				
xon	konkomba	t	t				
xon	konkomba	w	w				
xon	konkomba	iː	iː				
xon	konkomba	eː	eː				
xon	konkomba	aː	aː				
xon	konkomba	uː	uː				
xon	konkomba	oː	oː				
xon	konkomba	ɔː	ɔː				
xon	konkomba	˦	˦				
xon	konkomba	↓˦	↓˦				
xon	konkomba	˧	˧				
xon	konkomba	˨	˨				
xon	konkomba	˦˨	˦˨				
xon	konkomba	˨˦	˨˦				
xon	konkomba	˧˨	˧˨				
xon	konkomba	˨˧	˨˧				
							
xpe	kpelle	˦	˦				
xpe	kpelle	˨	˨				
xpe	kpelle	˦˨	˦˨				
xpe	kpelle	ɡb	ɡb				
xpe	kpelle	kp	kp				
xpe	kpelle	ŋ	ŋ				
xpe	kpelle	ɓ	ɓ				
xpe	kpelle	ɔ	ɔ				
xpe	kpelle	ɛ	ɛ				
xpe	kpelle	a	a				
xpe	kpelle	ɣ	ɣ				
xpe	kpelle	b	b				
xpe	kpelle	e	e				
xpe	kpelle	d	d				
xpe	kpelle	ɡ	ɡ				
xpe	kpelle	f	f				
xpe	kpelle	i	i				
xpe	kpelle	k	k				
xpe	kpelle	j	j				
xpe	kpelle	m	m				
xpe	kpelle	l	l				
xpe	kpelle	o	o				
xpe	kpelle	n	n				
xpe	kpelle	p	p				
xpe	kpelle	s	s				
xpe	kpelle	r	r				
xpe	kpelle	u	u				
xpe	kpelle	t	t				
xpe	kpelle	w	w				
xpe	kpelle	v	v				
xpe	kpelle	z	z				
xpe	kpelle	iː	iː				
xpe	kpelle	eː	eː				
xpe	kpelle	ɛː	ɛː				
xpe	kpelle	uː	uː				
xpe	kpelle	oː	oː				
xpe	kpelle	ɔː	ɔː				
xpe	kpelle	aː	aː				
xpe	kpelle	ĩ	ĩ				
xpe	kpelle	ẽ	ẽ				
xpe	kpelle	ɛ̃	ɛ̃				
xpe	kpelle	ũ	ũ				
xpe	kpelle	õ	õ				
xpe	kpelle	ɔ̃	ɔ̃				
xpe	kpelle	ã	ã				
							
gkp	kpɛlɛwoo	ɡʷ	ɡw				
gkp	kpɛlɛwoo	ɡb	ɡb				
gkp	kpɛlɛwoo	kp	kp				
gkp	kpɛlɛwoo	nh	nh				
gkp	kpɛlɛwoo	r	r				
gkp	kpɛlɛwoo	kʷ	kw				
gkp	kpɛlɛwoo	nʷ	nw				
gkp	kpɛlɛwoo	hʷ	hw				
gkp	kpɛlɛwoo	ɓ	ɓ				
gkp	kpɛlɛwoo	ɔ	ɔ				
gkp	kpɛlɛwoo	dʲ	dy				
gkp	kpɛlɛwoo	ə	ə				
gkp	kpɛlɛwoo	ɛ	ɛ				
gkp	kpɛlɛwoo	a	a				
gkp	kpɛlɛwoo	ɣ	ɣ				
gkp	kpɛlɛwoo	b	b				
gkp	kpɛlɛwoo	e	e				
gkp	kpɛlɛwoo	d	d				
gkp	kpɛlɛwoo	ɡ	ɡ				
gkp	kpɛlɛwoo	f	f				
gkp	kpɛlɛwoo	i	i				
gkp	kpɛlɛwoo	h	h				
gkp	kpɛlɛwoo	k	k				
gkp	kpɛlɛwoo	m	m				
gkp	kpɛlɛwoo	l	l				
gkp	kpɛlɛwoo	o	o				
gkp	kpɛlɛwoo	n	n				
gkp	kpɛlɛwoo	p	p				
gkp	kpɛlɛwoo	s	s				
gkp	kpɛlɛwoo	ɲ	ɲ				
gkp	kpɛlɛwoo	u	u				
gkp	kpɛlɛwoo	t	t				
gkp	kpɛlɛwoo	w	w				
gkp	kpɛlɛwoo	v	v				
gkp	kpɛlɛwoo	z	z				
							
krs	kresh	˦	˦				
krs	kresh	˧	˧				
krs	kresh	ʃ	ʃ				
krs	kresh	ʒ	ʒ				Santandrea 1976
krs	kresh	˨	˨				
krs	kresh	˦˨	˦˨				
krs	kresh	n̠d̠ʒ	nʤ				
krs	kresh	˨˦	˨˦				
krs	kresh	ʔ	ʔ				
krs	kresh	kp	kp				
krs	kresh	mb	mb				
krs	kresh	d̠ʒ	ʤ				
krs	kresh	tɕ	ʨ				Santandrea 1976
krs	kresh	nd	nd				
krs	kresh	ɡb	ɡb				Santandrea 1976
krs	kresh	l̥	l̥				
krs	kresh	ŋɡ	ŋɡ				
krs	kresh	ŋ	ŋ				
krs	kresh	ɓ	ɓ				
krs	kresh	ɗ	ɗ				
krs	kresh	ⱱ	ⱱ				"consulted:  Stefano Santandrea 1976:22: ""a voiced labio-dental flapped ""v'"""
krs	kresh	a	a				
krs	kresh	ɐ	ɐ				Santandrea 1976
krs	kresh	b	b				
krs	kresh	ɛ	ɛ				Santandrea 1976
krs	kresh	e	e				
krs	kresh	d	d				
krs	kresh	ɡ	ɡ				
krs	kresh	f	f				
krs	kresh	i	i				
krs	kresh	ɪ	ɪ				Santandrea 1976
krs	kresh	ɖ	ɖ				Santandrea 1976
krs	kresh	h	h				
krs	kresh	x	x				Santandrea 1976
krs	kresh	ɣ	ɣ				Santandrea 1976
krs	kresh	ħ	ħ				Santandrea 1976
krs	kresh	ʕ	ʕ				Santandrea 1976
krs	kresh	k	k				
krs	kresh	j	j				
krs	kresh	m	m				
krs	kresh	l	l				
krs	kresh	ɔ	ɔ				Santandrea 1976
krs	kresh	o	o				
krs	kresh	n	n				
krs	kresh	ts	ts				Santandrea 1976
krs	kresh	θ	θ				Santandrea 1976
krs	kresh	p	p				
krs	kresh	s	s				
krs	kresh	r	r				
krs	kresh	ɾ	ɾ				Santandrea 1976
krs	kresh	u	u				
krs	kresh	ʊ	ʊ				Santandrea 1976
krs	kresh	t	t				
krs	kresh	w	w				
krs	kresh	v	v				
krs	kresh	z	z				
krs	kresh	ɡb	ɡb				
							
kri	krio	ʃ	ʃ				
kri	krio	ai	ai				
kri	krio	au	au				
kri	krio	ɡb	ɡb				
kri	krio	ɔi	ɔi				
kri	krio	d̠ʒ	ʤ				
kri	krio	t̠ʃ	ʧ				
kri	krio	kp	kp				
kri	krio	ŋ	ŋ				
kri	krio	ɔ	ɔ				
kri	krio	ɛ	ɛ				
kri	krio	a	a				
kri	krio	b	b				
kri	krio	e	e				
kri	krio	d	d				
kri	krio	ɡ	ɡ				
kri	krio	f	f				
kri	krio	i	i				
kri	krio	k	k				
kri	krio	j	j				
kri	krio	m	m				
kri	krio	l	l				
kri	krio	o	o				
kri	krio	n	n				
kri	krio	p	p				
kri	krio	s	s				
kri	krio	r	r				
kri	krio	u	u				
kri	krio	t	t				
kri	krio	v	v			added from AA, not in Chanard	
kri	krio	w	w				
kri	krio	z	z				
							
ted	kroumen tépo	˦	˦				
ted	kroumen tépo	˧	˧				
ted	kroumen tépo	ɪ	ɪ				
ted	kroumen tépo	˨	˨				
ted	kroumen tépo	ʊ	ʊ				
ted	kroumen tépo	˨˦	˨˦				
ted	kroumen tépo	ɡb	ɡb	[ɡb]	ɡb,ŋm		
ted	kroumen tépo	ɡb	ɡb	[ŋm]	ɡb,ŋm		
ted	kroumen tépo	kʷ	kw				
ted	kroumen tépo	ɔ	ɔ				
ted	kroumen tépo	ɛ	ɛ				
ted	kroumen tépo	ɟ	ɟ	[ɟ]	ɟ,ɲ		
ted	kroumen tépo	ɟ	ɟ	[ɲ]	ɟ,ɲ		
ted	kroumen tépo	a	a				
ted	kroumen tépo	c	c				
ted	kroumen tépo	b	b	[b]	b,m		
ted	kroumen tépo	b	b	[m]	b,m		
ted	kroumen tépo	e	e				
ted	kroumen tépo	d	d	[d]	d,n		
ted	kroumen tépo	d	d	[n]	d,n		
ted	kroumen tépo	ɡ	ɡ	[ɡ]	ɡ,ŋ		
ted	kroumen tépo	ɡ	ɡ	[ŋ]	ɡ,ŋ		
ted	kroumen tépo	f	f				
ted	kroumen tépo	i	i				
ted	kroumen tépo	h	h				
ted	kroumen tépo	k	k				
ted	kroumen tépo	j	j				
ted	kroumen tépo	l	l				
ted	kroumen tépo	o	o				
ted	kroumen tépo	p	p				
ted	kroumen tépo	s	s				
ted	kroumen tépo	r	r				
ted	kroumen tépo	u	u				
ted	kroumen tépo	t	t				
ted	kroumen tépo	w	w				
ted	kroumen tépo	ĩ	ĩ			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ɪ̃	ɪ̃			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ẽ	ẽ			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ɛ̃	ɛ̃			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ũ	ũ			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ʊ̃	ʊ̃			vowels have phonemic nasal counterpart	
ted	kroumen tépo	õ	õ			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ɔ̃	ɔ̃			vowels have phonemic nasal counterpart	
ted	kroumen tépo	ã	ã			vowels have phonemic nasal counterpart	
							
kuj	kuria	nd	nd				
kuj	kuria	β	β				
kuj	kuria	ŋɡ	ŋɡ				
kuj	kuria	ɔ	ɔ				
kuj	kuria	ɛ	ɛ				
kuj	kuria	a	a				
kuj	kuria	ɣ	ɣ	[ɣ]	ɣ,r		
kuj	kuria	ɣ	ɣ	[r]	ɣ,r		
kuj	kuria	e	e				
kuj	kuria	ç	ç				
kuj	kuria	i	i				
kuj	kuria	h	h				
kuj	kuria	k	k				
kuj	kuria	j	j				
kuj	kuria	m	m				
kuj	kuria	o	o				
kuj	kuria	n	n				
kuj	kuria	s	s				
kuj	kuria	ɲ	ɲ				
kuj	kuria	u	u				
kuj	kuria	t	t				
kuj	kuria	w	w				
kuj	kuria	ɾ	ɾ				
							
kus	kusal	ɪ	ɪ				
kus	kusal	ʊ	ʊ				
kus	kusal	ʔ	ʔ				
kus	kusal	ɰ	ɰ			replaced with IPA symbol	
kus	kusal	kp	kp				
kus	kusal	ŋ	ŋ				
kus	kusal	ɔ	ɔ				
kus	kusal	ɛ	ɛ				
kus	kusal	a	a				
kus	kusal	b	b				
kus	kusal	e	e				
kus	kusal	d	d				
kus	kusal	ɡ	ɡ				
kus	kusal	f	f				
kus	kusal	i	i				
kus	kusal	h	h				
