InventoryID	BibtexKey	Source
592	Dunn1979	upsid
592	Hoard1978	upsid
592	Mulder1988	upsid
593	Tung1964	upsid
594	Foster1969	upsid
594	Friedrich1975	upsid
595	Newman1970	upsid
596	Haas1941	upsid
597	Lees1961	upsid
597	Swift1963	upsid
598	HoijerDozier1949	upsid
598	Trager1971	upsid
599	Sat1966	upsid
599	Seglenmej1979	upsid
599	Song1982	upsid
600	Kaufman1971	upsid
601	CoateElkin1974	upsid
602	GumperzBilibiri1957	upsid
602	Pinnow1959	upsid
603	Sjoberg1963	upsid
603	Sjoberg1962	upsid
604	Ross1980	upsid
605	Nguyen1974	upsid
605	Thompson1965	upsid
606	Dixon1966a	upsid
606	Dixon1966b	upsid
607	Sawyer1965	upsid
608	Tracy1972	upsid
609	Osborn1966	upsid
610	Phillips1976	upsid
611	Garvin1950	upsid
611	Rood1975	upsid
612	McConnel1945	upsid
612	SayersGodfrey1964	upsid
613	BroadbentPitkin1964	upsid
614	Teeter1964	upsid
615	Davis1969	upsid
616	Reesink1987	upsid
617	Stokhof1979	upsid
618	ManessySauvageot1963	upsid
618	Sauvageot1965	upsid
618	Ward1963	upsid
619	Brown1988	upsid
620	Harvey1986	upsid
621	Triulzi_etal1976	upsid
622	Chao1970	upsid
623	Donaldson1980	upsid
624	Zigmond_etal1988	upsid
625	TuckerBryan1966	upsid
626	Hyman1973	upsid
626	Welmers1962	upsid
626	Welmers1973	upsid
627	Abdalla1973	upsid
628	Payne1985	upsid
629	Crumrine1961	upsid
629	Johnson1962	upsid
630	SchauerSchauer1967	upsid
631	Robinson1976	upsid
632	Haiman1980	upsid
632	Renck1967	upsid
632	Renck1975	upsid
633	Dixon1977	upsid
634	Krejnovich1958	upsid
634	Krejnovich1968b	upsid
635	SapirSwadesh1960	upsid
636	Bamgbose1966	upsid
637	WeimerWeimer1972	upsid
638	Decsy1966	upsid
638	Hajdu1963	upsid
638	Katz1975	upsid
638	Ristinen1965	upsid
638	Ristinen1968	upsid
638	Tereshchenko1966a	upsid
639	ForemanMarten1973	upsid
640	Straight1976	upsid
641	Ballard1975	upsid
641	Crawford1973	upsid
642	Chan1980	upsid
642	Chao1951	upsid
642	Chao1947	upsid
642	Cheng1973a	upsid
643	Boyeldieu1987	upsid
644	Jones1986	upsid
645	TuckerHackett1959	upsid
646	Wonderly1951	upsid
647	Doke1926	upsid
647	Doke1961	upsid
647	RycroftNgcobe1979	upsid
648	Newman1965	upsid
648	Walker1972	upsid
649	Hartell1993	aa
649	Chanard2006	aa
650	Hartell1993	aa
650	Chanard2006	aa
651	Hartell1993	aa
651	Hartell1993	aa
652	Chanard2006	aa
652	Chanard2006	aa
653	Hartell1993	aa
653	Chanard2006	aa
654	Hartell1993	aa
654	Chanard2006	aa
655	Hartell1993	aa
655	Chanard2006	aa
656	Hartell1993	aa
656	Chanard2006	aa
657	Hartell1993	aa
657	Chanard2006	aa
658	Hartell1993	aa
658	Chanard2006	aa
659	Hartell1993	aa
659	Chanard2006	aa
660	Hartell1993	aa
660	Chanard2006	aa
661	Hartell1993	aa
661	Chanard2006	aa
662	Hartell1993	aa
662	Chanard2006	aa
663	Hartell1993	aa
663	Chanard2006	aa
664	Hartell1993	aa
664	Chanard2006	aa
665	Hartell1993	aa
665	Hartell1993	aa
666	Chanard2006	aa
666	Chanard2006	aa
667	Hartell1993	aa
667	Chanard2006	aa
668	Hartell1993	aa
668	Chanard2006	aa
669	Hartell1993	aa
669	Chanard2006	aa
670	Hartell1993	aa
670	Chanard2006	aa
671	Hartell1993	aa
671	Chanard2006	aa
672	Hartell1993	aa
672	Chanard2006	aa
673	Hartell1993	aa
673	Chanard2006	aa
674	Hartell1993	aa
674	Chanard2006	aa
675	Hartell1993	aa
675	Chanard2006	aa
676	Hartell1993	aa
676	Chanard2006	aa
677	Hartell1993	aa
677	Chanard2006	aa
678	Hartell1993	aa
678	Chanard2006	aa
679	Hartell1993	aa
679	Chanard2006	aa
680	Hartell1993	aa
680	Chanard2006	aa
681	Hartell1993	aa
681	Chanard2006	aa
682	Hartell1993	aa
682	Chanard2006	aa
683	Hartell1993	aa
683	Chanard2006	aa
684	Hartell1993	aa
684	Chanard2006	aa
685	Hartell1993	aa
685	Chanard2006	aa
686	Hartell1993	aa
686	Chanard2006	aa
687	Hartell1993	aa
687	Chanard2006	aa
688	Hartell1993	aa
688	Chanard2006	aa
689	Hartell1993	aa
689	Chanard2006	aa
690	Hartell1993	aa
690	Chanard2006	aa
691	Hartell1993	aa
691	Chanard2006	aa
692	Hartell1993	aa
692	Chanard2006	aa
693	Hartell1993	aa
693	Chanard2006	aa
694	Hartell1993	aa
694	Chanard2006	aa
695	Hartell1993	aa
695	Chanard2006	aa
696	Hartell1993	aa
696	Chanard2006	aa
697	Hartell1993	aa
697	Chanard2006	aa
698	Hartell1993	aa
698	Chanard2006	aa
699	Hartell1993	aa
699	Chanard2006	aa
700	Hartell1993	aa
700	Chanard2006	aa
701	Hartell1993	aa
701	Chanard2006	aa
702	Hartell1993	aa
702	Chanard2006	aa
703	Hartell1993	aa
703	Chanard2006	aa
704	Hartell1993	aa
704	Chanard2006	aa
705	Hartell1993	aa
705	Hartell1993	aa
706	Hartell1993	aa
706	Chanard2006	aa
707	Hartell1993	aa
707	Chanard2006	aa
708	Hartell1993	aa
708	Chanard2006	aa
709	Hartell1993	aa
709	Chanard2006	aa
710	Hartell1993	aa
710	Chanard2006	aa
711	Hartell1993	aa
711	Chanard2006	aa
712	Hartell1993	aa
712	Chanard2006	aa
713	Hartell1993	aa
713	Chanard2006	aa
714	Hartell1993	aa
714	Chanard2006	aa
715	Hartell1993	aa
715	Chanard2006	aa
716	Hartell1993	aa
716	Chanard2006	aa
717	Hartell1993	aa
717	Chanard2006	aa
718	Hartell1993	aa
718	Chanard2006	aa
719	Hartell1993	aa
719	Chanard2006	aa
720	Hartell1993	aa
720	Chanard2006	aa
721	Hartell1993	aa
721	Hartell1993	aa
722	Chanard2006	aa
722	Chanard2006	aa
723	Hartell1993	aa
723	Chanard2006	aa
724	Hartell1993	aa
724	Chanard2006	aa
725	Hartell1993	aa
725	Chanard2006	aa
726	Hartell1993	aa
726	Chanard2006	aa
727	Hartell1993	aa
727	Chanard2006	aa
728	Hartell1993	aa
728	Chanard2006	aa
729	Hartell1993	aa
729	Hartell1993	aa
730	Chanard2006	aa
730	Chanard2006	aa
731	Hartell1993	aa
731	Chanard2006	aa
732	Hartell1993	aa
732	Chanard2006	aa
733	Hartell1993	aa
733	Chanard2006	aa
734	Hartell1993	aa
734	Chanard2006	aa
735	Hartell1993	aa
735	Chanard2006	aa
736	Chanard2006	aa
736	Chanard2006	aa
737	Hartell1993	aa
737	Chanard2006	aa
738	Hartell1993	aa
738	Chanard2006	aa
739	Hartell1993	aa
739	Chanard2006	aa
740	Hartell1993	aa
740	Chanard2006	aa
741	Hartell1993	aa
741	Chanard2006	aa
742	Hartell1993	aa
742	Chanard2006	aa
743	Hartell1993	aa
743	Chanard2006	aa
744	Hartell1993	aa
744	Chanard2006	aa
745	Hartell1993	aa
745	Hartell1993	aa
746	Chanard2006	aa
746	Chanard2006	aa
747	Hartell1993	aa
747	Chanard2006	aa
748	Hartell1993	aa
748	Chanard2006	aa
749	Hartell1993	aa
749	Chanard2006	aa
750	Hartell1993	aa
750	Chanard2006	aa
751	Hartell1993	aa
751	Chanard2006	aa
752	Hartell1993	aa
752	Chanard2006	aa
753	Hartell1993	aa
753	Chanard2006	aa
754	Hartell1993	aa
754	Chanard2006	aa
755	Hartell1993	aa
755	Chanard2006	aa
756	Hartell1993	aa
756	Chanard2006	aa
757	Hartell1993	aa
757	Chanard2006	aa
758	Hartell1993	aa
758	Chanard2006	aa
759	Hartell1993	aa
759	Chanard2006	aa
760	Hartell1993	aa
760	Chanard2006	aa
761	Hartell1993	aa
761	Chanard2006	aa
762	Hartell1993	aa
762	Chanard2006	aa
763	Hartell1993	aa
763	Chanard2006	aa
764	Hartell1993	aa
764	Chanard2006	aa
765	Hartell1993	aa
765	Chanard2006	aa
766	Hartell1993	aa
766	Chanard2006	aa
767	Hartell1993	aa
767	Chanard2006	aa
768	Hartell1993	aa
768	Chanard2006	aa
769	Hartell1993	aa
769	Chanard2006	aa
770	Hartell1993	aa
770	Chanard2006	aa
771	Hartell1993	aa
771	Chanard2006	aa
772	Hartell1993	aa
772	Chanard2006	aa
773	Hartell1993	aa
773	Chanard2006	aa
774	Hartell1993	aa
774	Chanard2006	aa
775	Hartell1993	aa
775	Chanard2006	aa
776	Hartell1993	aa
776	Chanard2006	aa
777	Hartell1993	aa
777	Chanard2006	aa
778	Hartell1993	aa
778	Chanard2006	aa
779	Hartell1993	aa
779	Chanard2006	aa
780	Hartell1993	aa
780	Chanard2006	aa
781	Hartell1993	aa
781	Chanard2006	aa
782	Hartell1993	aa
782	Chanard2006	aa
783	Hartell1993	aa
783	Chanard2006	aa
784	Hartell1993	aa
784	Chanard2006	aa
785	Hartell1993	aa
785	Chanard2006	aa
786	Hartell1993	aa
786	Chanard2006	aa
787	Hartell1993	aa
787	Chanard2006	aa
788	Hartell1993	aa
788	Chanard2006	aa
789	Hartell1993	aa
789	Chanard2006	aa
790	Hartell1993	aa
790	Chanard2006	aa
791	Hartell1993	aa
791	Chanard2006	aa
792	Hartell1993	aa
792	Chanard2006	aa
793	Hartell1993	aa
793	Chanard2006	aa
794	Hartell1993	aa
794	Chanard2006	aa
795	Hartell1993	aa
795	Chanard2006	aa
796	Hartell1993	aa
796	Chanard2006	aa
797	Hartell1993	aa
797	Chanard2006	aa
798	Hartell1993	aa
798	Chanard2006	aa
799	Hartell1993	aa
799	Chanard2006	aa
800	Hartell1993	aa
800	Chanard2006	aa
801	Hartell1993	aa
801	Chanard2006	aa
802	Hartell1993	aa
802	Chanard2006	aa
803	Hartell1993	aa
803	Chanard2006	aa
804	Hartell1993	aa
804	Chanard2006	aa
805	Hartell1993	aa
805	Chanard2006	aa
806	Hartell1993	aa
806	Chanard2006	aa
807	Hartell1993	aa
807	Chanard2006	aa
808	Hartell1993	aa
808	Chanard2006	aa
809	Hartell1993	aa
809	Chanard2006	aa
810	Hartell1993	aa
810	Chanard2006	aa
811	Hartell1993	aa
811	Chanard2006	aa
812	Hartell1993	aa
812	Chanard2006	aa
813	Hartell1993	aa
813	Hartell1993	aa
814	Chanard2006	aa
814	Chanard2006	aa
815	Hartell1993	aa
815	Chanard2006	aa
816	Hartell1993	aa
816	Chanard2006	aa
817	Hartell1993	aa
817	Hartell1993	aa
818	Chanard2006	aa
818	Chanard2006	aa
819	Hartell1993	aa
819	Chanard2006	aa
820	Hartell1993	aa
820	Hartell1993	aa
821	Chanard2006	aa
821	Chanard2006	aa
822	Hartell1993	aa
822	Chanard2006	aa
823	Hartell1993	aa
823	Chanard2006	aa
824	Hartell1993	aa
824	Chanard2006	aa
825	Hartell1993	aa
825	Chanard2006	aa
826	Hartell1993	aa
826	Chanard2006	aa
827	Hartell1993	aa
827	Chanard2006	aa
828	Hartell1993	aa
828	Chanard2006	aa
829	Hartell1993	aa
829	Chanard2006	aa
830	Hartell1993	aa
830	Chanard2006	aa
831	Hartell1993	aa
831	Chanard2006	aa
832	Hartell1993	aa
832	Chanard2006	aa
833	Hartell1993	aa
833	Chanard2006	aa
834	Hartell1993	aa
834	Chanard2006	aa
835	Hartell1993	aa
835	Chanard2006	aa
836	Hartell1993	aa
836	Chanard2006	aa
837	Hartell1993	aa
837	Chanard2006	aa
838	Hartell1993	aa
838	Chanard2006	aa
839	Hartell1993	aa
839	Chanard2006	aa
840	Hartell1993	aa
840	Chanard2006	aa
841	Hartell1993	aa
841	Chanard2006	aa
842	Hartell1993	aa
842	Chanard2006	aa
843	Hartell1993	aa
843	Chanard2006	aa
844	Hartell1993	aa
844	Chanard2006	aa
845	Hartell1993	aa
845	Chanard2006	aa
846	Hartell1993	aa
846	Chanard2006	aa
847	Hartell1993	aa
847	Hartell1993	aa
848	Chanard2006	aa
848	Chanard2006	aa
849	Hartell1993	aa
849	Chanard2006	aa
850	Hartell1993	aa
850	Chanard2006	aa
851	Hartell1993	aa
851	Chanard2006	aa
852	fwe_baumbach1997	ph
853	yey_baumbach1997	ph
854	cav_guillaume2004	ph
855	ccc_parker1991	ph
856	che_nichols1996	ph
857	cdm_caughley1982	ph
858	mhr_sebeok1961	ph
859	cle_archivo1980	ph
860	ctu_alvarez2002	ph
861	crw_tomas1971	ph
862	boi_wash2001	ph
863	crd_doak1997	ph
864	com_charney1993	ph
865	cup_hill2005	ph
866	cuv_ndokobai2003	ph
867	anv_mbuagbaw1996	ph
868	kxl_yadava2000	ph
869	aoj_conrad1978	ph
870	usa_bee1965	ph
871	kpr_farr1974	ph
872	bjr_oatridge1973	ph
873	ego_blench2006	ph
874	ekp_blench2006	ph
875	enb_zwarts2003	ph
876	ags_fointein1986	ph
877	fan_eko1974	ph
878	fuu_boyeldieu2000	ph
879	gbd_sands1989	ph
880	gby_rosendall1998	ph
881	gvf_evans2005	ph
882	gub_bendorsamuel1966	ph
883	gup_oates1964	ph
884	hay_byarushengo1977	ph
885	wya_lagarde1980	ph
886	hch_mchintosh1945	ph
887	qwh_levengood1982	ph
888	huv_archivo1983	ph
889	qxw_wroughton1996	ph
890	lyn_jacottet1896	ph
891	iby_blench2005	ph
892	imn_seiler1985	ph
893	inh_nichols1996	ph
894	ksi_donohue2002	ph
895	yal_lupke2005	ph
896	jar_lukas1961	ph
897	jaa_vogel2003	ph
898	tow_yumitani1998	ph
899	mgi_blench2006	ph
900	kab_hamouma1987	ph
901	gid_noukeu2002	ph
902	kyz_souza2004	ph
903	kms_sanders1994a	ph
904	kxo_bacelar2004	ph
905	ndb_akeriweh2000	ph
906	xrb_wichser1994	ph
907	kmv_tobler1983	ph
908	ken_mbuagbaw2000	ph
909	khr_peterson	ph
910	cog_ungsitipoonporn	ph
911	kin_mpayimana2003	ph
912	okr_blench2005	ph
913	kkk_palmer1999	ph
914	kme_asobo1989	ph
915	kma_cahill1999	ph
916	kdt_oranuch1984	ph
917	kle_tolsma1999	ph
918	kto_lindstrom2002	ph
919	kgg_watters2006	ph
920	kxv_israel1979	ph
921	xwa_voort2004	ph
922	lbj_koshal1979	ph
923	lag_dunham2005	ph
924	lao_morev1979	ph
925	lvk_terrill1999	ph
926	bwt_ebah1990	ph
927	lun_kawasha2003	ph
928	lch_fleisch2000	ph
929	bdu_atta1993	ph
930	mkd_friedman2002	ph
931	mxu_blench2006	ph
932	grg_blackings2003	ph
933	mva_turner1986	ph
934	bce_forku2000	ph
935	nmm_hildebrandt2004	ph
936	nge_swiri1998	ph
937	mec_heath1981	ph
938	ayz_dol1999	ph
939	gmm_boyd1997	ph
940	byv_nganmou1991	ph
941	xmf_harris1991	ph
942	bfm_bangha2003	ph
943	mwt_veena1980	ph
944	cas_sakel2004	ph
945	mgg_djiafeua1989	ph
946	mhk_nahjella1997	ph
947	nmg_ngue2002	ph
948	mlv_francois2001	ph
949	nnm_feldpausch1992	ph
950	nml_ngoran1999	ph
951	apm_hoijer1946	ph
952	yum_halpern1946	ph
953	nnk_spaulding1994	ph
954	niq_creider1989	ph
955	kig_saowalak1993	ph
956	mff_kum2002	ph
957	ncl_langacker1979	ph
958	nag_bhattacharjya2001	ph
959	nsh_bolima1998	ph
960	nig_baker1999	ph
961	nam_hoddinott1988	ph
962	igo_ngouagna1988	ph
963	nla_voutsa2003	ph
964	noo_davidson2002	ph
965	kxm_phunsap1984	ph
966	pao_thornes2003	ph
967	kcn_wellens2003	ph
968	nus_frank1999	ph
969	ekm_ekambi1990	ph
970	nym_maganga1992	ph
971	nyl_taweeporn1998	ph
972	ann_faraclas1984	ph
973	mpt_loving1974	ph
974	fai_loving1974	ph
975	oku_yensi1996	ph
976	oss_hettich1997	ph
977	pau_josephs1975	ph
978	okv_loving1977	ph
979	yll_loving1977	ph
980	niz_loving1977	ph
981	dob_loving1977	ph
982	smq_loving1977	ph
983	uvh_loving1974	ph
984	bzf_loving1974	ph
985	prt_unchalee1988	ph
986	mlf_unchalee1988	ph
987	rma_grinevald1990	ph
988	xmt_remijsen2002	ph
989	run_rodegem1967	ph
990	nyn_poletto1998	ph
991	rwr_magier1983	ph
992	ndi_kong2004	ph
993	sbd_platiel1979	ph
994	sxm_ploykaew2001	ph
995	sae_antunes2004	ph
996	str_montler2005	ph
997	sas_austin1998	ph
998	svr_anonymous1927	ph
999	pos_clark1995	ph
1000	sey_levinson1990	ph
1001	trv_asal1969	ph
1002	ssg_wozna-wilson2005	ph
1003	sza_kruspe1999	ph
1004	ser_hill1967	ph
1005	sbf_teferra1991	ph
1006	ywn_vieira2004	ph
1007	kde_liphola2001	ph
1008	sna_fortune1955	ph
1009	bax_nchare2005	ph
1010	sjr_rowe2005	ph
1011	skr_shackle1976	ph
1012	sjw_andrews1994	ph
1013	skv_donohue2004	ph
1014	thm_migliazza1998	ph
1015	erk_thieberger2004	ph
1016	spo_carlson1972	ph
1017	sso_demuth1992	ph
1018	stw_roddy2007	ph
1019	ulw_green1999	ph
1020	jup_epps2005	ph
1021	zoh_johnson2000	ph
1022	ztp_beam2004	ph
1023	yuk_schlicter1985	ph
1024	yap_ballantyne2005	ph
1025	yur_robins1958	ph
1026	yuz_gijn2006	ph
1027	yux_maslova2003	ph
1028	wbm_wattana1998	ph
1029	wms_vries1992	ph
1030	was_jacobsen1964	ph
1031	way_silva-tavares2005	ph
1032	woc_exter2003	ph
1033	var_armendariz2005	ph
1034	vai_welmers1976	ph
1035	ukr_pugh1999	ph
1036	phl_liljegren2008	ph
1037	mky_bowden1997	ph
1038	tpi_gonzalez2005	ph
1039	bjz_farr	ph
1040	tav_bostrom1998	ph
1041	tgw_casimir1998	ph
1042	mzn_mohktarian2004	ph
1043	blk_orranat2000	ph
1044	tft_hayami2001	ph
1045	tob_klein1973	ph
1046	pol_jassem2003	ph
1047	cmn_lee2003_phon	ph
1048	ijn_harry2003	ph
1049	ydd_kleine2003	ph
1050	nld_verhoeven2007	ph
1051	mla_riehl-jauncey2005	ph
1052	gay_eades2006	ph
1053	jam_Harry2006_phon	ph
1054	mcs_anonby2006	ph
1055	arg_Mott2007_phon	ph
1056	zts_merrill2008_phon	ph
1057	ibb_urua2004	ph
1058	tam_keane2004	ph
1059	zpq_sonnenschein2004	ph
1060	bgo_relich1973	ph
1061	nxl_bolton1990	ph
1062	slu_coward1990	ph
1063	tvd_lovelace1992	ph
1064	wos_wendal1993	ph
1065	blr_block1994	ph
1066	txx_dillon1994	ph
1067	bod_cha1995	ph
1068	ruk_wilson1996	ph
1069	tol_bommelyn1997	ph
1070	pae_reeder1998	ph
1071	cho_broadwell	ph
1072	crg_rosen2007	ph
1073	plg_vidal2001	ph
1074	yuc_linn2001	ph
1075	bwi_granadillo2006	ph
1076	ktn_everett2006	ph
1077	esi_nagai2006	ph
1078	zab_lillehaugen2006	ph
1079	tzo_shklovsky2005	ph
1080	sid_kawachi2007	ph
1081	bdr_miller2007	ph
1082	cid_jany2007	ph
1083	tee_kung2007	ph
1084	ute_oberly2008	ph
1085	duo_robinson2008	ph
1086	ton_feldman1978	ph
1087	lmw_callaghan1963	ph
1088	lzz_anderson1963	ph
1089	jun_matson1964	ph
1090	adn_haan2001	ph
1091	ael_nganganu2001	ph
1092	apu_facundes2000	ph
1093	ace_asyik1987	ph
1094	aig_farquhar1974	ph
1095	akl_chai1971	ph
1096	arh_frank1985	ph
1097	arr_gabas1999	ph
1098	ayl_elfitoury1976	ph
1099	bbc_percival1964	ph
1100	bci_timyan1977	ph
1101	bfw_fernandez1968	ph
1102	biw_begne1979	ph
1103	bla_tayler1969	ph
1104	bll_einaudi1974	ph
1105	bzj_greene1993	ph
1106	cku_kimball1985	ph
1107	coo_harris1981	ph
1108	cso_foris1993	ph
1109	diq_todd1985	ph
1110	ets_elimelech1976	ph
1111	frr_lasswell1998	ph
1112	gju_losey2002	ph
1113	gvc_stenzel2004	ph
1114	hum_takizala1974	ph
1115	hur_galloway1977	ph
1116	hus_wedemeyer1988	ph
1117	ilo_rubino1997	ph
1118	kbc_sandalo1995	ph
1119	kub_koops1990	ph
1120	kwi_curnow1997	ph
1121	lis_roop1970	ph
1122	los_hamel1985	ph
1123	mbe_pharris2006	ph
1124	mcf_fleck2003	ph
1125	mni_chelliah1992	ph
1126	mnk_drame1981	ph
1127	moc_grondona1998	ph
1128	mam_godfrey1981	ph
1129	myu_picanco2005	ph
1130	ncg_tarpent1987	ph
1131	nds_mierau1965	ph
1132	pmq_berthiaume2003	ph
1133	par_mclaughlin1987	ph
1134	pcm_faraclas1989	ph
1135	pej_oconnor1987	ph
1136	poq_reilly2002	ph
1137	kca_filchenko2007	ph
1138	cat_carbonell1992	ph
1139	hrv_landau-loncaric1995	ph
1140	ces_dankovicova1997	ph
1141	glg_reguiera1996	ph
1142	kbp_padayodi2008	ph
1143	mnh_olson2004	ph
1144	ind_soderberg2008_phon	ph
1145	ita_rogers2004	ph
1146	qxl_masaquiz2008	ph
1147	sei_marlett_etal2005	ph
1148	snd_nihalani1995	ph
1149	slv_sustarsic-komar1995	ph
1150	swe_engstrand1990	ph
1151	mky_bowden-hajek1996	ph
1152	khc_donohue1994	ph
1153	pib_sebastian-marlett2008	ph
1154	quc_larsen1988	ph
1155	qvh_weber1983	ph
1156	qum_barrett1999	ph
1157	qug_beukema1975	ph
1158	tpt_watters1988	ph
1159	abt_wilson1973	ph
1160	aau_lock1990	ph
1161	ahg_hetzron1969	ph
1162	ahk_panadda1993	ph
1163	aly_yallop1977	ph
1164	amn_minch1992	ph
1165	anu_reh1996	ph
1166	jbj_voorhoeve1985	ph
1167	aon_fortune1942	ph
1168	tcb_holton2000	ph
1169	avt_scorza1985	ph
1170	tpz_loving1975	ph
1171	pex_loving1975	ph
1172	ptp_loving1975	ph
1173	kcl_loving1975	ph
1174	sgz_loving1975	ph
1175	awx_quigley2003	ph
1176	azo_azieshi1994	ph
1177	kmn_feldman1986	ph
1178	bbw_nashipu2005	ph
1179	bbk_akumbu1999	ph
1180	bkh_edika1990	ph
1181	muo_kouonang1983	ph
1182	bvm_ngeloh2002	ph
1183	bgj_mbah2003	ph
1184	bnm_kouankem2003	ph
1185	bch_gallagher2005	ph
1186	bby_gueche2004	ph
1187	dbj_goudswaard2005	ph
1188	bem_kula2002	ph
1189	brc_kouwenberg1994	ph
1190	xub_coelho2003	ph
1191	bhw_heuvel2006	ph
1192	nbj_nordlinger1990	ph
1193	bhg_wilson2002	ph
1194	bwq_sanou1978	ph
1195	bol_gimba2000	ph
1196	bot_abessolo1990	ph
1197	bwo_bhattacharya1977	ph
1198	bkk_ramaswami1982	ph
1199	bsp_ganong1998	ph
1200	bbx_fiensong1993	ph
1201	bxk_mutonyi2000	ph
1202	sbs_baumbach1997	ph
1203	ttl_baumbach1997	ph
1204	bmo_ayafor2002	ph
1205	mrq_zewen1987	ph
1206	oon_dasgupta1982	ph
1207	plo_zavala2000	ph
1208	jya_jacques2004	ph
1209	suq_bryant1999	ph
1210	blb_obata2003	ph
1211	hoa_davis2003	ph
1212	fil_cubar1994	ph
1213	nxg_djawanai1983	ph
1214	mnb_vandenberg1989	ph
1215	xxk_baird2002	ph
1216	thm_nuchanart1998	ph
1217	skf_galucio2001_o	ph
1218	tiw_osborne1974	ph
1219	trw_lunsford2001	ph
1220	tdh_lahaussois2002	ph
1221	tsj_andvik1999	ph
1222	cof_dickinson2002	ph
1223	tzj_dayley1985	ph
1224	pww_naruemon1995	ph
1225	tyv_harrison2000	ph
1226	kfk_nigam1971	ph
1227	wtm_gusain2003	ph
1228	aty_lynch2000	ph
1229	atb_wannemacher1998	ph
1230	cic_gordon-etal2001	ph
1231	fur_miotti2002	ph
1232	apj_tuttle2002	ph
1233	ega_connell2002	ph
1234	fub_stennes1967	ph
1235	are_anderson2000	ph
1236	xsu_borgman1990	ph
1237	pav_everett1997	ph
1238	cro_kaschube1967	ph
1239	boi_chumash1970	ph
1240	lee_frajzyngier2001	ph
1241	1241_adamawa_taylor1953	gm
1242	1242_agni_ahua2004_s	gm
1243	1243_agni_ahua2004_s	gm
1244	1244_agni_quaireau1987_o	gm
1245	1245_aka_dolphyne1988	gm
1246	1246_chakosi_stanford1970	gm
1247	1247_babole	gm
1248	1248_bana_hofmann1990_o	gm
1249	1249_kresh_aja	gm
1250	1250_kresh_aja	gm
1251	1251_bila	gm
1252	1252_busa	gm
1253	1253_fulfulde_bickoe2000_o	gm
1254	1254_fulfulde_mcintosh1984_o	gm
1255	1255_herero	gm
1256	1256_Herington_etal2009-TanagriPhonology	gm
1257	1257_khq	gm
1258	1258_kpa	gm
1259	1259_lega	gm
1260	1260_limbum_bah2004_o	gm
1261	1261_limbum_bah2004_o	gm
1262	1262_limbum_bah2004_o	gm
1263	1263_mye	gm
1264	1264_ncam_badie1995_o	gm
1265	1265_nen	gm
1266	1266_rufiji	gm
1267	1267_rufiji	gm
1268	1268_western-savanna	gm
1269	1269_western-savanna	gm
1270	1270_western-savanna	gm
1271	1271_western-savanna	gm
1272	1272_western-savanna	gm
1273	1273_snk-1	gm
1274	1274_songhay_heath1999	gm
1275	1275_lele_frajzyngier	gm
1276	1276_kck_mathangwane	gm
1277	1277_lol_hulstaert	gm
1278	1278_wok_longto	gm
1279	1279_gbe_capo	gm
1280	1280_gbe_capo	gm
1281	1281_gbe_capo	gm
1282	1282_gbe_capo	gm
1283	1283_jmc_kiwoso	gm
1284	1284_mda_price	gm
1285	1285_mfo_bamgbose	gm
1286	1286_nwe_dunstan	gm
1287	1287_jow_carlson	gm
1288	1288_yba_armstrong	gm
1289	1289_mgr_bickmore	gm
1290	1290_kcv_muzenga	gm
1291	1291_kws_forges	gm
1292	1292_snm_blackingsfabb	gm
1293	1293_tucker	gm
1294	1294_tucker	gm
1295	1295_aft_voogt	gm
1296	1296_avatime_schuh	gm
1297	1297_abn	gm
1298	1298_any	gm
1299	1299_dgh	gm
1300	1300_afo	gm
1301	1301_fuv	gm
1302	1302_acd	gm
1303	1303_ayg	gm
1304	1304_hbb	gm
1305	1305_kwl	gm
1306	1306_kye	gm
1307	1307_krm	gm
1308	1308_banda_sampson	gm
1309	1309_dib	gm
1310	1310_foodo	gm
1311	1311_joola_huluf	gm
1312	1312_jumjum	gm
1313	1313_Kurmuk	gm
1314	1314_Lulubo	gm
1315	1315_Maay	gm
1316	1316_Mabaan	gm
1317	1317_nizaa	gm
1318	1318_zone-s	gm
1319	1319_zone-s	gm
1320	1320_akp	gm
1321	1321_bun	gm
1322	1322_buy	gm
1323	1323_cpn	gm
1324	1324_fap	gm
1325	1325_gur	gm
1326	1326_lip	gm
1327	1327_maw	gm
1328	1328_Bostoen_Bantu_M	gm
1329	1329_pbp	gm
1330	1330_snw	gm
1331	1331_tiv	gm
1332	1332_byn	gm
1333	1333_agaw	gm
1334	1334_lik	gm
1335	1335_yns	gm
1336	1336_buu	gm
1337	1337_khy	gm
1338	1338_lej	gm
1339	1339_kbo	gm
1340	1340_won	gm
1341	1341_wlc	gm
1342	1342_afar	gm
1343	1343_kebi	gm
1344	1344_kebi	gm
1345	1345_kebi	gm
1346	1346_kebi	gm
1347	1347_kebi	gm
1348	1348_kebi	gm
1349	1349_myf	gm
1350	1350_tir	gm
1351	1351_kdj	gm
1352	1352_gwn	gm
1353	1353_gwn	gm
1354	1354_gwn	gm
1355	1355_gwn	gm
1356	1356_gwn	gm
1357	1357_gwn	gm
1358	1358_avi	gm
1359	1359_shk	gm
1360	1360_hgm	gm
1361	1361_pip	gm
1362	1362_gax-hdy	gm
1363	1363_gax-hdy	gm
1364	1364_wal	gm
1365	1365_njx	gm
1366	1366_otuho	gm
1367	1367_myx	gm
1368	1368_hig	gm
1369	1369_mzj	gm
