InventoryID	LanguageCode	Glottocode	BibtexKey	Source
363	iai	iaai1238	Tryon1968	upsid
364	iba	iban1264	Kuala1981	upsid
364	iba	iban1264	Scott1957	upsid
365	ibo	nucl1417	Carnochan1948	upsid
365	ibo	nucl1417	Ladefoged1964	upsid
365	ibo	nucl1417	Ladefoged1976	upsid
365	ibo	nucl1417	Swift_etal1962	upsid
365	ibo	nucl1417	Ward1936	upsid
365	ibo	nucl1417	Williamson1969	upsid
366	ign	igna1246	OttOtt1967	upsid
367	ijc	izon1238	Williamson1965	upsid
368	ikx	ikkk1242	Heine1975b	upsid
369	irh	irar1238	Voorhoeve1989	upsid
370	irk	iraq1241	Whiteley1958	upsid
371	irn	iran1263	Meader1967	upsid
372	iso	isok1239	Donwa1982	upsid
373	itl	itel1242	Volodin1976	upsid
374	ito	iton1250	LiccardiGrimes1968	upsid
375	ium	iumi1238	Mao_etal1982	upsid
375	ium	iumi1238	Purnell1965	upsid
376	ivv	ivat1242	CottleCottle1958	upsid
376	ivv	ivat1242	HeyeHeye1967	upsid
376	ivv	ivat1242	HidalgoHidalgo1971	upsid
377	iwm	iwam1256	Laycock1965	upsid
378	jac	popt1235	Craig1977	upsid
378	jac	popt1235	Day1973	upsid
379	jao	yany1243	HuttarKirton1981	upsid
379	jao	yany1243	Kirton1967	upsid
379	jao	yany1243	KirtonCharlie1978	upsid
380	jav	java1254	Fagan1988	upsid
380	jav	java1254	Horne1961	upsid
380	jav	java1254	Herrfurth1964	upsid
380	jav	java1254	Uhlenbeck1963	upsid
381	jeb	jebe1250	Bendor-Samuel1961	upsid
382	jic	toll1241	FlemingDennis1977	upsid
383	jiv	shua1257	BeasleyPike1957	upsid
384	jpn	nucl1643	Bloch1950	upsid
384	jpn	nucl1643	Jorden1963	upsid
384	jpn	nucl1643	Martin1952	upsid
384	jpn	nucl1643	Shibatani1990	upsid
385	jqr	jaqa1244	Hardman1966	upsid
385	jqr	jaqa1244	Hardman1983	upsid
386	jru	japr1238	DurbinSeijas1972	upsid
387	kac	kach1280	Liu1964	upsid
388	kal	kala1399	Kleinschmidt1851	upsid
388	kal	kala1399	Rischel1974	upsid
388	kal	kala1399	Thalbitzer1904	upsid
389	kas	kash1277	Bhat1987	upsid
389	kas	kash1277	KelkarTrisal1964	upsid
389	kas	kash1277	Zakharin1974	upsid
389	kas	kash1277	ZakharinEdelman1971	upsid
390	kat	nucl1302	Neisser1953	upsid
390	kat	nucl1302	RobinsWaterson1952	upsid
390	kat	nucl1302	Selmer1935	upsid
390	kat	nucl1302	Tschenkeli1958	upsid
390	kat	nucl1302	Vogt1938	upsid
390	kat	nucl1302	Vogt1958	upsid
390	kat	nucl1302	Vogt1971	upsid
391	kbd	kaba1278	Kuipers1960	upsid
392	kbh	cams1241	Howard1976	upsid
392	kbh	cams1241	Howard1972	upsid
392	kbh	cams1241	Mongui1981	upsid
393	kbk	gras1249	Dutton1969	upsid
394	kbr	kafa1242	Fleming1976	upsid
395	kbv	dera1245	Voorhoeve1971	upsid
396	kca	khan1273	Gulya1966	upsid
396	kca	khan1273	Katz1975	upsid
396	kca	khan1273	Steinitz1950	upsid
397	kek	kekc1242	Freeze1975	upsid
397	kek	kekc1242	Haeseriju1966	upsid
398	ker	kera1255	Ebert1976	upsid
398	ker	kera1255	Ebert1979	upsid
399	ket	kett1243	Dulzon1968	upsid
399	ket	kett1243	Krejnovich1968	upsid
400	kfe	kota1263	Emeneau1944	upsid
401	kff	koya1251	Tyler1969	upsid
402	kgp	kain1272	Henry1935	upsid
402	kgp	kain1272	Kindell1972	upsid
402	kgp	kain1272	Wiesemann1972	upsid
403	kha	khas1269	Rabel1961	upsid
404	khb	luuu1242	Li1964	upsid
405	khk	halh1238	Hangin1968	upsid
405	khk	halh1238	Luvsanvandan1964	upsid
405	khk	halh1238	Street1963	upsid
405	khk	halh1238	Svantesson1985	upsid
406	khl	lusi1240	Counts1969	upsid
407	khm	cent1989	Ehrman1972	upsid
407	khm	cent1989	Huffman1970a	upsid
407	khm	cent1989	Huffman1970b	upsid
407	khm	cent1989	Jacob1968	upsid
408	khr	khar1287	Biligiri1965	upsid
408	khr	khar1287	Pinnow1959	upsid
409	kio	kiow1266	Sivertsen1956	upsid
409	kio	kiow1266	WatkinsMcKenzie1984	upsid
409	kio	kiow1266	Harrington1928	upsid
410	kir	kirg1245	HerbertPoppe1963	upsid
410	kir	kirg1245	Junusaliev1966	upsid
411	kjd	sout2949	Wurm1977	upsid
412	kjg	khmu1256	Svantesson1983	upsid
413	kjq	west2632	Miller1966	upsid
414	kjs	east2516	FranklinFranklin1962	upsid
415	kkw	teke1280	Paulian1975	upsid
416	kla	klam1254	Barker1964	upsid
417	klu	klao1243	Singler1979	upsid
418	kmo	kwom1262	Kooyers_etal1971	upsid
419	kmr	nort2641	AbdullaMcCarus1967	upsid
420	kna	dera1248	Newman1974	upsid
421	knc	cent2050	Awobuluyi1971	upsid
421	knc	cent2050	Hutchison1981	upsid
421	knc	cent2050	Lukas1937	upsid
422	knn	konk1267	Gajendragadkar1970	upsid
422	knn	konk1267	Madtha1984	upsid
422	knn	konk1267	Major1979	upsid
423	kor	kore1280	Cho1967	upsid
423	kor	kore1280	Kim1972	upsid
423	kor	kore1280	Kim1986	upsid
423	kor	kore1280	Martin1951	upsid
423	kor	kore1280	Martin1954	upsid
423	kor	kore1280	MartinLee1969	upsid
424	kpk	kpan1246	Shimizu1971	upsid
425	kpm	koho1244	Manley1972	upsid
426	kpv	komi1268	Bubrix1949	upsid
426	kpv	komi1268	Lytkin1966	upsid
427	kpy	kory1246	Zhukova1980	upsid
428	kpz	kups1238	Montgomery1970	upsid
429	kru	kuru1302	Pfeiffer1972	upsid
429	kru	kuru1302	Pinnow1964	upsid
430	ksw	sgaw1245	Jones1961	upsid
431	ktg	kalk1246	Blake1979	upsid
432	ktz	juho1239	Snyman1970	upsid
432	ktz	juho1239	Snyman1975	upsid
433	kun	kuna1268	TuckerBryan1966	upsid
434	kup	kuni1267	Pence1966	upsid
435	kvn	bord1248	Sherzer1983	upsid
436	kwd	kwai1243	Keesing1985	upsid
437	kwk	kwak1269	Boas1911	upsid
437	kwk	kwak1269	Boas1947	upsid
437	kwk	kwak1269	Grubb1977	upsid
437	kwk	kwak1269	Newman1950	upsid
438	kyh	karo1304	Bright1957	upsid
439	lbc	lakk1238	Haudricourt1967	upsid
440	lbe	lakk1252	Khajdakov1966	upsid
440	lbe	lakk1252	Murkelinskij1967	upsid
440	lbe	lakk1252	Zhirkov1955	upsid
441	lef	lele1264	Hofftmann1971	upsid
442	lgg	lugb1240	Anderson1986	upsid
442	lgg	lugb1240	Crazzolara1960	upsid
442	lgg	lugb1240	TuckerBryan1966	upsid
443	lhu	lahu1253	Matisoff1973	upsid
444	lit	lith1251	Ambrazas_etal1966	upsid
444	lit	lith1251	Augustitis1964	upsid
444	lit	lith1251	Senn1966	upsid
445	lkt	lako1247	BoasDeloria1941	upsid
446	lme	peve1243	Sachnine1982	upsid
447	lui	luis1253	Bright1965	upsid
447	lui	luis1253	Bright1968	upsid
447	lui	luis1253	Hyde1971	upsid
447	lui	luis1253	KroeberGrace1960	upsid
447	lui	luis1253	Malecot1963	upsid
448	luo	luok1236	Gregersen1961	upsid
449	lut	lush1252	Snyder1968	upsid
450	maq	chiq1250	Jamieson1976	upsid
450	maq	chiq1250	Jamieson1976b	upsid
450	maq	chiq1250	PikePike1947	upsid
451	mas	masa1300	TuckerBryan1966	upsid
451	mas	masa1300	TuckerMpaayei1955	upsid
452	maz	cent2144	Pike1951	upsid
452	maz	cent2144	Spotts1953	upsid
453	mbl	maxa1247	Gudschinsky_etal1970	upsid
454	mcu	came1252	PerrinHill1969	upsid
455	mdd	mbum1254	Hagege1970	upsid
456	mde	maba1277	TuckerBryan1966	upsid
457	mdx	dizi1235	Allan1976b	upsid
458	mfc	mbaa1245	Pasch1986	upsid
459	mhj	mogh1245	Weiers1971	upsid
460	mhr	east2328	Ristinen1960	upsid
461	mig	sanm1295	HunterPike1969	upsid
462	mjg	tuuu1240	Todaeva1973	upsid
463	mnc	manc1252	Austin1962	upsid
464	moq	morb1239	Laycock1978	upsid
465	mor	moro1285	BlackBlack1971	upsid
465	mor	moro1285	Schadeberg1981a	upsid
466	mpb	mull1237	Birk1975	upsid
466	mpb	mull1237	Tryon1974	upsid
467	mph	maun1240	CapellHinch1970	upsid
468	mps	dadi1250	MacDonald1973	upsid
469	mqs	west2600	Voorhoeve1982	upsid
469	mqs	west2600	Watuseke1976	upsid
470	mrt	marg1265	Hoffmann1963	upsid
470	mrt	marg1265	Maddieson1987	upsid
471	mrw	mara1404	McKaughan1958	upsid
471	mrw	mara1404	McKaughanMacaraya1967	upsid
472	mto	toto1305	Crawford1963	upsid
472	mto	toto1305	SchoenhalsSchoenhals1965	upsid
473	mur	murl1244	Arensen1982	upsid
473	mur	murl1244	TurtonBender1976	upsid
474	mwf	murr1258	StreetMollinjin1981	upsid
475	mwp	kala1377	Kennedy1981	upsid
475	mwp	kala1377	Wurm1972a	upsid
476	mya	nucl1310	Okell1969	upsid
477	myp	pira1253	Everett1982	upsid
477	myp	pira1253	Rodrigues1980	upsid
477	myp	pira1253	Sheldon1974	upsid
478	mzm	nucl1240	Shimizu1983	upsid
479	mzp	movi1243	JudyJudy1962	upsid
480	nab	sout2994	Price1976	upsid
481	nan	minn1241	Jiahua1960	upsid
482	naq	nama1264	Beach1938	upsid
482	naq	nama1264	LadefogedTraill1980	upsid
483	nas	naas1242	HurdHurd1966	upsid
484	nav	nava1243	SapirHoijer1967	upsid
485	nxq	naxi1245	Bradley1975	upsid
485	nxq	naxi1245	Jiang1980	upsid
486	ncj	nort2957	Brockway1963	upsid
486	ncj	nort2957	Law1955	upsid
486	ncj	nort2957	SchumannGarcia1966	upsid
487	ndv	ndut1239	Gueye1986	upsid
488	nep	nepa1252	Bandhu_etal1971	upsid
489	new	newa1246	HaleHale1969	upsid
489	new	newa1246	Manandhar1986	upsid
490	nez	nezp1238	Aoki1966	upsid
490	nez	nezp1238	Aoki1970	upsid
490	nez	nezp1238	Aoki1970a	upsid
491	ngi	ngiz1242	Schuh1972	upsid
492	nhu	noon1243	Hyman1981	upsid
493	nie	niel1243	Boyeldieu1985	upsid
494	nio	ngan1291	Castren1966	upsid
494	nio	ngan1291	Tereshchenko1966b	upsid
494	nio	ngan1291	Tereshchenko1979	upsid
495	nir	nucl1633	Anceaux1965	upsid
496	niv	gily1242	Austerlitz1956	upsid
496	niv	gily1242	Krejnovich1937	upsid
496	niv	gily1242	Panfilov1962	upsid
496	niv	gily1242	Panfilov1968	upsid
496	niv	gily1242	ZinderMatusevich1937	upsid
497	njo	aona1235	Gurubasave-Gowda1972	upsid
497	njo	aona1235	Gurubasave-Gowda1975	upsid
498	nmu	nort2952	Shipley1956	upsid
498	nmu	nort2952	Shipley1964	upsid
499	nob	norw1259	Vanvik1972	upsid
500	nuk	noot1239	Jacobsen1969	upsid
500	nuk	noot1239	SapirMorris1939	upsid
500	nuk	noot1239	SapirMorris1955	upsid
501	nrb	nara1262	Bender1968	upsid
501	nrb	nara1262	Thompson1976	upsid
502	nut	nung1283	Li1977	upsid
503	nuy	nung1290	HughesLeeding1971	upsid
504	nyi	amas1236	Stevenson1957	upsid
504	nyi	amas1236	TuckerBryan1966	upsid
505	nyp	nyan1313	Heine1975a	upsid
506	oca	ocai1244	AgnewPike1957	upsid
507	ogb	ogbi1239	Williamson1972	upsid
507	ogb	ogbi1239	Williamson1970	upsid
508	ojg	east2542	Bloomfield1957	upsid
509	ood	toho1245	Hale1959	upsid
509	ood	toho1245	Saxton1963	upsid
510	oru	ormu1247	Efimov1986	upsid
511	pac	paco1243	Watson1964	upsid
512	pay	pech1241	Holt1986	upsid
513	pbb	paez1247	Gerdel1973	upsid
514	pbh	enap1235	Cauty1974	upsid
514	pbh	enap1235	Cauty1974b	upsid
514	pbh	enap1235	Cauty1978	upsid
515	pcc	bouy1240	Gedney1965	upsid
516	pes	west2369	Obolensky_etal1963	upsid
517	plt	plat1254	Dahl1952	upsid
517	plt	plat1254	Dyen1971	upsid
518	pom	sout2982	Moshinsky1974	upsid
519	pon	pohn1238	Rehg1981	upsid
519	pon	pohn1238	Rehg1984	upsid
519	pon	pohn1238	Rehg1984a	upsid
520	prk	para1301	Diffloth1980	upsid
520	prk	para1301	MaddiesonLadefoged1985	upsid
520	prk	para1301	QiuNie1980	upsid
521	pst	cent1973	Grjunberg1987	upsid
521	pst	cent1973	Penzl1955	upsid
521	pst	cent1973	Shafeev1964	upsid
522	pwn	paiw1248	Ferrel1982	upsid
522	pwn	paiw1248	Ho1977	upsid
523	pww	pwon1235	Cooke_etal1976	upsid
524	quh	sout2991	Bills_etal1969	upsid
524	quh	sout2991	Lastra1968	upsid
524	quh	sout2991	Parker1969	upsid
525	qui	quil1240	Powell1975	upsid
526	rgr	resi1247	Allin1976	upsid
527	ron	roma1327	Agard1958	upsid
527	ron	roma1327	Tataru1978	upsid
527	ron	roma1327	Ruhlen1973	upsid
528	roo	roto1249	Firchow1969	upsid
529	rro	waim1251	Bluhme1970	upsid
529	rro	waim1251	Davis1974	upsid
530	rus	russ1263	Halle1959	upsid
530	rus	russ1263	JonesWard1969	upsid
531	rut	rutu1240	Dzhejranishvili1967	upsid
531	rut	rutu1240	Ibragimov1978	upsid
532	sad	sand1273	Dempwolff1916	upsid
532	sad	sand1273	Elderkin1982	upsid
532	sad	sand1273	Tucker_etal1977	upsid
533	sag	sang1328	Samarin1967a	upsid
533	sag	sang1328	Samarin1967b	upsid
534	sah	yaku1245	Bohtlingk1964	upsid
534	sah	yaku1245	Krueger1962	upsid
534	sah	yaku1245	Ubrjatova1966	upsid
535	sed	seda1262	Smith1968	upsid
536	see	sene1264	Chafe1967	upsid
537	sef	ceba1235	Welmers1950	upsid
538	sel	selk1253	Katz1975a	upsid
539	ses	koyr1242	Prost1956	upsid
539	ses	koyr1242	Williamson1967	upsid
540	set	nucl1632	Cowan1965	upsid
541	shb	nina1238	MigliazzaGrimes1961	upsid
542	shi	tach1250	Applegate1958	upsid
543	shs	shus1248	Kuipers1974	upsid
544	sht	shas1239	Silver1964	upsid
545	sin	sinh1246	CoatesSilva1960	upsid
546	sja	epen1239	Harms1984	upsid
546	sja	epen1239	Harms1985	upsid
547	skd	sout2985	Broadbent1964	upsid
547	skd	sout2985	Freeland1951	upsid
548	slc	sali1298	Benaissa1979	upsid
549	sma	sout2674	Hasselbrink1965	upsid
549	sma	sout2674	Kert1971	upsid
550	snn	sion1247	WheelerWheeler1962	upsid
551	snv	saba1265	Clayre1973	upsid
552	som	soma1255	Andrzejewsky1955	upsid
552	som	soma1255	Andrzejewsky1956	upsid
552	som	soma1255	Armstrong1964	upsid
552	som	soma1255	Cardona1981	upsid
552	som	soma1255	Farnetani1981	upsid
553	spa	stan1288	Harris1969	upsid
553	spa	stan1288	Navarro1961	upsid
553	spa	stan1288	SaportaContreras1962	upsid
554	spl	sele1250	McElhanon1970a	upsid
554	spl	sele1250	McElhanon1970b	upsid
555	sqt	soqo1240	Johnstone1975	upsid
555	sqt	soqo1240	Leslau1938	upsid
556	srq	siri1273	Priest1968	upsid
557	ntu	natu1249	Wurm1972b	upsid
558	sue	suen1241	Wilson1969	upsid
559	svs	savo1255	Todd1975	upsid
560	swi	suii1243	Li1948	upsid
561	taj	east2347	Mazaudon1973	upsid
562	tay	atay1247	Egerod1966	upsid
563	tba	aika1237	Hanke1956	upsid
564	tbi	gaam1241	TuckerBryan1966	upsid
565	tca	ticu1245	Anderson1962	upsid
565	tca	ticu1245	Anderson1959	upsid
566	tcy	tulu1258	Bhat1967	upsid
567	teh	tehu1242	Gerzenstein1968	upsid
568	tel	telu1262	Kelley1963	upsid
568	tel	telu1262	Kostic_etal1977	upsid
568	tel	telu1262	Krishnamurti1961	upsid
568	tel	telu1262	Lisker1963	upsid
568	tel	telu1262	Sastry1972	upsid
569	tem	timn1235	Dalby1966	upsid
569	tem	timn1235	Wilson1961	upsid
570	teq	nucl1339	TuckerBryan1966	upsid
571	tet	tetu1245	Morris1984	upsid
572	tgc	tiga1245	Beaumont1979	upsid
573	tgl	taga1270	Bloomfield1917	upsid
573	tgl	taga1270	SchachterOtanes1972	upsid
574	tha	thai1261	Abramson1962	upsid
574	tha	thai1261	Haas1956	upsid
574	tha	thai1261	Haas1964	upsid
574	tha	thai1261	Kruatrachue1960	upsid
574	tha	thai1261	Noss1954	upsid
574	tha	thai1261	Noss1964	upsid
575	thv	taha1241	Prasse1972	upsid
576	tig	tigr1270	Klingenheben1966	upsid
576	tig	tigr1270	Palmer1962	upsid
577	tiw	tiwi1244	Osborne1974	upsid
577	tiw	tiwi1244	Lee1983	upsid
577	tiw	tiwi1244	Lee1984	upsid
578	tiy	tiru1241	Post1966	upsid
578	tiy	tiru1241	Schlegel1971	upsid
579	tli	tlin1245	StoryNaish1973	upsid
579	tli	tlin1245	Swanton1909	upsid
579	tli	tlin1245	Swanton1911	upsid
580	tlo	talo1250	Schadeberg1981b	upsid
581	tma	tama1331	TuckerBryan1966	upsid
582	tml	tamn1235	Voorhoeve1965	upsid
583	tna	taca1256	Key1968	upsid
583	tna	taca1256	Van-Wynen1962	upsid
584	tnl	lena1238	Lynch1978	upsid
585	top	papa1238	Aschmann1946	upsid
586	tpm	tamp1252	Bergman_etal1969	upsid
587	tpx	acat1239	Suarez1983	upsid
588	tpy	trum1247	Trumai1975	upsid
589	tqo	toar1246	Brown1973	upsid
590	tqw	tonk1249	Hoijer1946	upsid
590	tqw	tonk1249	Hoijer1949	upsid
590	tqw	tonk1249	Hoijer1972	upsid
591	trg	lish1246	Garbell1965	upsid
592	tsi	nucl1649	Dunn1978	upsid
592	tsi	nucl1649	Dunn1979	upsid
592	tsi	nucl1649	Hoard1978	upsid
592	tsi	nucl1649	Mulder1988	upsid
593	tsu	tsou1248	Tung1964	upsid
594	tsz	pure1242	Foster1969	upsid
594	tsz	pure1242	Friedrich1975	upsid
595	ttr	tera1251	Newman1970	upsid
596	tun	tuni1252	Haas1941	upsid
597	tur	nucl1301	Lees1961	upsid
597	tur	nucl1301	Swift1963	upsid
598	twf	nort1550	HoijerDozier1949	upsid
598	twf	nort1550	Trager1971	upsid
599	tyv	tuvi1240	Sat1966	upsid
599	tyv	tuvi1240	Seglenmej1979	upsid
599	tyv	tuvi1240	Song1982	upsid
600	tzh	tzel1254	Kaufman1971	upsid
601	ung	ngar1284	CoateElkin1974	upsid
602	unr	mund1320	GumperzBilibiri1957	upsid
602	unr	mund1320	Pinnow1959	upsid
603	uzn	nort2690	Sjoberg1963	upsid
603	uzn	nort2690	Sjoberg1962	upsid
604	vam	vani1248	Ross1980	upsid
605	vie	viet1252	Nguyen1974	upsid
605	vie	viet1252	Thompson1965	upsid
606	vmb	mbab1239	Dixon1966a	upsid
606	vmb	mbab1239	Dixon1966b	upsid
607	wao	wapp1239	Sawyer1965	upsid
608	wap	wapi1253	Tracy1972	upsid
609	wba	wara1303	Osborn1966	upsid
610	wgi	nucl1620	Phillips1976	upsid
611	wic	wich1260	Garvin1950	upsid
611	wic	wich1260	Rood1975	upsid
612	wim	wikm1247	McConnel1945	upsid
612	wim	wikm1247	SayersGodfrey1964	upsid
613	wnw	wint1259	BroadbentPitkin1964	upsid
614	wiy	wiyo1248	Teeter1964	upsid
615	wnc	want1252	Davis1969	upsid
616	wnu	usan1239	Reesink1987	upsid
617	woi	kama1365	Stokhof1979	upsid
618	wol	nucl1347	ManessySauvageot1963	upsid
618	wol	nucl1347	Sauvageot1965	upsid
618	wol	nucl1347	Ward1963	upsid
619	wrs	wari1266	Brown1988	upsid
620	wrz	wara1290	Harvey1986	upsid
621	wti	bert1248	Triulzi_etal1976	upsid
622	wuu	wuch1236	Chao1970	upsid
623	wyb	wang1291	Donaldson1980	upsid
624	xaw	kawa1283	Zigmond_etal1988	upsid
625	xom	komo1258	TuckerBryan1966	upsid
626	xpe	libe1247	Hyman1973	upsid
626	xpe	libe1247	Welmers1962	upsid
626	xpe	libe1247	Welmers1973	upsid
627	xtc	katc1249	Abdalla1973	upsid
628	yad	yagu1244	Payne1985	upsid
629	yaq	yaqu1251	Crumrine1961	upsid
629	yaq	yaqu1251	Johnson1962	upsid
630	ycn	yucu1253	SchauerSchauer1967	upsid
631	yer	taro1263	Robinson1976	upsid
632	ygr	yaga1260	Haiman1980	upsid
632	ygr	yaga1260	Renck1967	upsid
632	ygr	yaga1260	Renck1975	upsid
633	yii	yidi1250	Dixon1977	upsid
634	ykg	nort2745	Krejnovich1958	upsid
634	ykg	nort2745	Krejnovich1968b	upsid
635	ynn	yana1271	SapirSwadesh1960	upsid
636	yor	yoru1245	Bamgbose1966	upsid
637	yrb	yare1248	WeimerWeimer1972	upsid
638	yrk	nene1249	Decsy1966	upsid
638	yrk	nene1249	Hajdu1963	upsid
638	yrk	nene1249	Katz1975	upsid
638	yrk	nene1249	Ristinen1965	upsid
638	yrk	nene1249	Ristinen1968	upsid
638	yrk	nene1249	Tereshchenko1966a	upsid
639	yss	yess1239	ForemanMarten1973	upsid
640	yua	yuca1254	Straight1976	upsid
641	yuc	yuch1247	Ballard1975	upsid
641	yuc	yuch1247	Crawford1973	upsid
642	yue	yuec1235	Chan1980	upsid
642	yue	yuec1235	Chao1951	upsid
642	yue	yuec1235	Chao1947	upsid
642	yue	yuec1235	Cheng1973a	upsid
643	yul	yulu1243	Boyeldieu1987	upsid
644	yva	nucl1454	Jones1986	upsid
645	zne	zand1248	TuckerHackett1959	upsid
646	zoc	copa1236	Wonderly1951	upsid
647	zul	zulu1248	Doke1926	upsid
647	zul	zulu1248	Doke1961	upsid
647	zul	zulu1248	RycroftNgcobe1979	upsid
648	zun	zuni1245	Newman1965	upsid
648	zun	zuni1245	Walker1972	upsid
649	abi	abid1235	Hartell1993	aa
649	abi	abid1235	Chanard2006	aa
650	adj	adio1239	Hartell1993	aa
650	adj	adio1239	Chanard2006	aa
651	ajg	ajab1235	Hartell1993	aa
651	ajg	ajab1235	Hartell1993	aa
652	ajg	ajab1235	Chanard2006	aa
652	ajg	ajab1235	Chanard2006	aa
653	mtb	anyi1244	Hartell1993	aa
653	mtb	anyi1244	Chanard2006	aa
654	ahl	igoo1238	Hartell1993	aa
654	ahl	igoo1238	Chanard2006	aa
655	aka	akan1250	Hartell1993	aa
655	aka	akan1250	Chanard2006	aa
656	bss	akoo1248	Hartell1993	aa
656	bss	akoo1248	Chanard2006	aa
657	anc	ngas1240	Hartell1993	aa
657	anc	ngas1240	Chanard2006	aa
658	cko	anuf1239	Hartell1993	aa
658	cko	anuf1239	Chanard2006	aa
659	apd	suda1236	Hartell1993	aa
659	apd	suda1236	Chanard2006	aa
660	avu	avok1242	Hartell1993	aa
660	avu	avok1242	Chanard2006	aa
661	bav	veng1238	Hartell1993	aa
661	bav	veng1238	Chanard2006	aa
662	bfd	bafu1246	Hartell1993	aa
662	bfd	bafu1246	Chanard2006	aa
663	bkc	baka1272	Hartell1993	aa
663	bkc	baka1272	Chanard2006	aa
664	bam	bamb1269	Hartell1993	aa
664	bam	bamb1269	Chanard2006	aa
665	bfl	band1345	Hartell1993	aa
665	bfl	band1345	Hartell1993	aa
666	bfl	band1345	Chanard2006	aa
666	bfl	band1345	Chanard2006	aa
667	bza	band1352	Hartell1993	aa
667	bza	band1352	Chanard2006	aa
668	bci	baou1238	Hartell1993	aa
668	bci	baou1238	Chanard2006	aa
669	bba	baat1238	Hartell1993	aa
669	bba	baat1238	Chanard2006	aa
670	bas	basa1284	Hartell1993	aa
670	bas	basa1284	Chanard2006	aa
671	bsq	nucl1418	Hartell1993	aa
671	bsq	nucl1418	Chanard2006	aa
672	bud	ntch1242	Hartell1993	aa
672	bud	ntch1242	Chanard2006	aa
673	btg	gagn1235	Hartell1993	aa
673	btg	gagn1235	Chanard2006	aa
674	bkv	bekw1241	Hartell1993	aa
674	bkv	bekw1241	Chanard2006	aa
675	bom	bero1242	Hartell1993	aa
675	bom	bero1242	Chanard2006	aa
676	nhb	beng1286	Hartell1993	aa
676	nhb	beng1286	Chanard2006	aa
677	bhy	bhel1238	Hartell1993	aa
677	bhy	bhel1238	Chanard2006	aa
678	beh	bial1238	Hartell1993	aa
678	beh	bial1238	Chanard2006	aa
679	bim	bimo1239	Hartell1993	aa
679	bim	bimo1239	Chanard2006	aa
680	bib	biss1248	Hartell1993	aa
680	bib	biss1248	Chanard2006	aa
681	bbo	nort2819	Hartell1993	aa
681	bbo	nort2819	Chanard2006	aa
682	bqc	boko1266	Hartell1993	aa
682	bqc	boko1266	Chanard2006	aa
683	bzx	hain1253	Hartell1993	aa
683	bzx	hain1253	Chanard2006	aa
684	bum	bulu1251	Hartell1993	aa
684	bum	bulu1251	Chanard2006	aa
685	cme	cerm1238	Hartell1993	aa
685	cme	cerm1238	Chanard2006	aa
686	ncu	chum1261	Hartell1993	aa
686	ncu	chum1261	Chanard2006	aa
687	dbq	nucl1683	Hartell1993	aa
687	dbq	nucl1683	Chanard2006	aa
688	dga	sout2789	Hartell1993	aa
688	dga	sout2789	Chanard2006	aa
689	dgi	nort2780	Hartell1993	aa
689	dgi	nort2780	Chanard2006	aa
690	dag	dagb1246	Hartell1993	aa
690	dag	dagb1246	Chanard2006	aa
691	dnj	dann1241	Hartell1993	aa
691	dnj	dann1241	Chanard2006	aa
692	ada	adan1247	Hartell1993	aa
692	ada	adan1247	Chanard2006	aa
693	dzg	daza1242	Hartell1993	aa
693	dzg	daza1242	Chanard2006	aa
694	luo	luok1236	Hartell1993	aa
694	luo	luok1236	Chanard2006	aa
695	dic	lako1244	Hartell1993	aa
695	dic	lako1244	Chanard2006	aa
696	dyu	dyul1238	Hartell1993	aa
696	dyu	dyul1238	Chanard2006	aa
697	tbz	dita1238	Hartell1993	aa
697	tbz	dita1238	Chanard2006	aa
698	dow	doya1240	Hartell1993	aa
698	dow	doya1240	Chanard2006	aa
699	dts	toro1252	Hartell1993	aa
699	dts	toro1252	Chanard2006	aa
700	dua	dual1243	Hartell1993	aa
700	dua	dual1243	Chanard2006	aa
701	dug	duru1249	Hartell1993	aa
701	dug	duru1249	Chanard2006	aa
702	igb	ebir1243	Hartell1993	aa
702	igb	ebir1243	Chanard2006	aa
703	ewe	ewee1241	Hartell1993	aa
703	ewe	ewee1241	Chanard2006	aa
704	bin	bini1246	Hartell1993	aa
704	bin	bini1246	Chanard2006	aa
705	izi	izie1238	Hartell1993	aa
705	izi	izie1238	Hartell1993	aa
706	etu	ejag1239	Hartell1993	aa
706	etu	ejag1239	Chanard2006	aa
707	ema	emai1241	Hartell1993	aa
707	ema	emai1241	Chanard2006	aa
708	enn	enge1239	Hartell1993	aa
708	enn	enge1239	Chanard2006	aa
709	ewo	ewon1239	Hartell1993	aa
709	ewo	ewon1239	Chanard2006	aa
710	fmp	fefe1239	Hartell1993	aa
710	fmp	fefe1239	Chanard2006	aa
711	fon	fonn1241	Hartell1993	aa
711	fon	fonn1241	Chanard2006	aa
712	fub	adam1253	Hartell1993	aa
712	fub	adam1253	Chanard2006	aa
713	fuq	cent2018	Hartell1993	aa
713	fuq	cent2018	Chanard2006	aa
714	ffm	maas1239	Hartell1993	aa
714	ffm	maas1239	Chanard2006	aa
715	fuh	west2454	Hartell1993	aa
715	fuh	west2454	Chanard2006	aa
716	flr	fuli1240	Hartell1993	aa
716	flr	fuli1240	Chanard2006	aa
717	gaa	gaaa1244	Hartell1993	aa
717	gaa	gaaa1244	Chanard2006	aa
718	gng	ngan1299	Hartell1993	aa
718	gng	ngan1299	Chanard2006	aa
719	gya	nort2775	Hartell1993	aa
719	gya	nort2775	Chanard2006	aa
720	gbp	gbay1287	Hartell1993	aa
