"InventoryID","ISO6393","Glottocode","LanguageName","Source"
1233,"ega","egaa1242","Ega","ph"
1234,"fub","adam1253","Adamawa Fulfulde; Adamawa Fulani","ph"
1235,"are","west2441","Arrarnte","ph"
1236,"xsu","sanu1240","Sanuma; Sanumá","ph"
1237,"pav","wari1268","Wari; Wari''; Wariʔ; Oro Nao'","ph"
1238,"cro","crow1244","Crow","ph"
1239,"boi","barb1263","Barbareño","ph"
1240,"lee","lyel1241","Lele (Lyélé)","ph"
1241,"fub","adam1253","Fulfulde (Cameroon)","gm"
1242,"any","anyi1245","Anyi Sanvi","gm"
1243,"any","anyi1245","Agni Djuablin","gm"
1244,"mtb","anyi1244","Agni Morofo","gm"
1245,"aka","akan1250","Akan","gm"
1246,"cko","anuf1239","anufɔ","gm"
1247,"bvx","dibo1245","babole","gm"
1248,"bcw","bana1305","bana","gm"
1249,"bdh","baka1274","baka","gm"
1250,"aja","ajas1235","aja","gm"
1251,"bip","bila1255","bila","gm"
1252,"bqp","busa1253","busa","gm"
1253,"fub","adam1253","fulfulde (fuunaangere)","gm"
1254,"fuv","nige1253","fulfulde (NGA)","gm"
1255,"her","here1253","herero","gm"
1256,"sef","ceba1235","Senoufo-Cebaara","gm"
1257,"khq","koyr1240","songhoy","gm"
1258,"ksf","bafi1243","kpaʔ","gm"
1259,"lea","lega1249","lega-shabunda","gm"
1260,"lmp","limb1268","limbum (southern)","gm"
1261,"lmp","limb1268","limbum (central)","gm"
1262,"lmp","limb1268","limbum (northern)","gm"
1263,"mye","myen1241","myene","gm"
1264,"bud","ntch1242","N'cam","gm"
1265,"tvu","tune1261","Nen","gm"
1266,"mgw","matu1259","matuumbi","gm"
1267,"yao","yaoo1241","yao","gm"
1268,"umb","umbu1257","umbundu","gm"
1269,"ndo","ndon1254","ndonga","gm"
1270,"mhw","mbuk1240","mbukushu","gm"
1271,"diu","diri1252","diriku","gm"
1272,"kwn","kwan1273","kwangari","gm"
1273,"snk","soni1259","soninke (kaedi (MRT))","gm"
1274,"ses","koyr1242","Songhay, Koyraboro Senni","gm"
1275,"lln","lele1276","Lele","gm"
1276,"kck","ikal1242","Ikalanga","gm"
1277,"lol","mong1338","mongo-nkundu","gm"
1278,"wok","long1387","longto","gm"
1279,"xwe","xwel1235","xwela","gm"
1280,"xwl","west2456","western xwla","gm"
1281,"kqk","kota1272","kotafon","gm"
1282,"gbs","gbes1238","gbesi","gm"
1283,"jmc","mach1266","machame","gm"
1284,"mda","mada1282","mada","gm"
1285,"mfo","mbee1249","mbe","gm"
1286,"nwe","ngwe1238","ngwe","gm"
1287,"jow","jowu1238","jowulu","gm"
1288,"yba","yala1263","yala","gm"
1289,"mgr","mamb1296","cilungu","gm"
1290,"kcv","kete1252","kete","gm"
1291,"kws","kwes1244","kwezo","gm"
1292,"snm","sout2828","Madi","gm"
1293,"mgd","moru1253","Moru","gm"
1294,"log","logo1259","Logo","gm"
1295,"aft","afit1238","Afitti","gm"
1296,"avn","avat1244","Avatime","gm"
1297,"abn","abua1244","Abua","gm"
1298,"any","anyi1245","Anyi","gm"
1299,"dgh","dghw1239","Dghwede","gm"
1300,"afo","eloy1241","Eloyi","gm"
1301,"fuv","nige1253","Fula (Nigeria)","gm"
1302,"acd","giky1238","Gechode","gm"
1303,"ayg","giny1241","Genyanga","gm"
1304,"hbb","huba1236","Kilba","gm"
1305,"kwl","kofy1242","Kofyar","gm"
1306,"kye","krac1238","Krache","gm"
1307,"krm","krim1238","Krim","gm"
1308,"bbp","west2458","Banda, West Central","gm"
1309,"dib","sout2833","Dinka, South Central","gm"
1310,"fod","food1238","Foodo","gm"
1311,"csk","jola1262","Joola Huluf","gm"
1312,"jum","jumj1238","Jumjum","gm"
1313,"bdi","buru1301","Burun","gm"
1314,"lul","olub1238","Lulubo","gm"
1315,"ymm","maay1238","Maay","gm"
1316,"mfz","maba1273","Mabaan","gm"
1317,"sgi","suga1248","Nizaa","gm"
1318,"cce","copi1238","Copi","gm"
1319,"xho","xhos1239","Xhosa","gm"
1320,"akp","siwu1238","Siwu","gm"
1321,"bun","sher1258","Sherbro","gm"
1322,"buy","mman1238","Mmani","gm"
1323,"cpn","cher1271","Hill Guang","gm"
1324,"fap","palo1243","Ndut-Falor","gm"
1325,"gur","fraf1238","Frafra","gm"
1326,"lip","sekp1241","Likpe","gm"
1327,"maw","mamp1244","Mampruli","gm"
1328,"toi","tong1318","Shanjo","gm"
1329,"pbp","bady1239","Pajade","gm"
1330,"snw","sele1249","Sele","gm"
1331,"tiv","tivv1240","Tiv","gm"
1332,"byn","bili1260","Blin","gm"
1333,"xan","xamt1239","Xamtanga","gm"
1334,"lik","lika1243","Lika","gm"
1335,"yns","yans1239","Yanzi","gm"
1336,"buu","budu1250","Kibudu","gm"
1337,"khy","kele1255","Iikile","gm"
1338,"lej","leng1258","Lengola","gm"
1339,"kbo","keli1248","Kaliko","gm"
1340,"won","wong1247","Wongo","gm"
1341,"wlc","mwal1237","Mwali","gm"
1342,"aar","afar1241","Afar","gm"
1343,"mua","mund1325","Mundang","gm"
1344,"mru","mono1269","Mono","gm"
1345,"tui","tupu1244","Tupuri","gm"
1346,"xuo","kuoo1238","Kuo","gm"
1347,"kbn","kare1338","Kare","gm"
1348,"gke","ndai1238","Galke","gm"
1349,"myf","bamb1262","Northern Mao","gm"
1350,"tir","tigr1271","Tigrinya","gm"
1351,"kdj","kara1483","Karimojong","gm"
1352,"gwn","gwan1268","Gwandara (Karshi)","gm"
1353,"gwn","gwan1268","Gwandara (Cancara)","gm"
1354,"gwn","gwan1268","Gwandara (Toni)","gm"
1355,"gwn","gwan1268","Gwandara (Gitata)","gm"
1356,"gwn","gwan1268","Gwandara (Koro)","gm"
1357,"gwn","gwan1268","Gwandara (Nimbia)","gm"
1358,"avi","avik1243","Avikam","gm"
1359,"shk","shil1265","Shilluk","gm"
1360,"hgm","haio1238","San","gm"
1361,"pip","pero1241","Pero","gm"
1362,"gax","bora1271","Galla","gm"
1363,"hdy","hadi1240","Hadiyya","gm"
1364,"wal","wola1242","Welamo","gm"
1365,"njx","kuny1238","Nyanga","gm"
1366,"lot","otuh1238","Otuho","gm"
1367,"myx","masa1299","Orusyan","gm"
1368,"hig","kamw1239","Higi","gm"
1369,"mzj","many1261","Manya","gm"
1370,"say","saya1246","Syan","gm"
1371,"nzb","njeb1242","Nzɛbi","gm"
1372,"dsq","tada1238","Tadaksahak","gm"
1373,"ktb","kamb1316","Kambaata","gm"
1374,"otr","otor1240","Otoro","gm"
1375,"tic","tira1254","Tira","gm"
1376,"nmi","nyam1285","Nyam","gm"
1377,"fli","fali1285","Kirya-Konzɘl","gm"
1378,"mcw","mawa1270","Mawa","gm"
1379,"nmn","huaa1248","!Xóõ","gm"
1380,"kib","koal1240","Koalib","gm"
1381,"kki","kagu1239","Kagulu","gm"
1382,"oks","okoo1245","Oko","gm"
1383,"knw","kung1261","!Xun","gm"
1384,"bbj","ghom1247","Banjun","gm"
1385,"afn","defa1248","Defaka","gm"
1386,"tkq","teee1242","Tee","gm"
1387,"sgc","kips1239","Kipsigis","gm"
1388,"pbr","pang1287","Pangwa","gm"
1389,"hoo","holo1240","Holoholo","gm"
1390,"bwu","buli1254","Buli","gm"
1391,"bjt","bala1302","Balante","gm"
1392,"now","nyam1277","Kinyambo","gm"
1393,"daf","dann1241","Dan","gm"
1394,"pko","poko1263","Pokot","gm"
1395,"afr","afri1274","Afrikaans","gm"
1396,"agj","argo1244","Argobba","gm"
1397,"har","hara1271","Harari","gm"
1398,"din","dink1262","Dinka","gm"
1399,"nzi","nzim1238","Nzema","gm"
1400,"aha","ahan1243","Ahanta","gm"
1401,"hna","besl1239","Besleri","gm"
1402,"bhs","buwa1243","Buwal","gm"
1403,"xed","hdii1240","Hide","gm"
1404,"hia","lama1288","Lamang","gm"
1405,"ikw","ikwe1242","Ikwere","gm"
1406,"kot","lagw1237","Lagwan","gm"
1407,"gmm","gbay1281","Mbodomo","gm"
1408,"mqb","mbuk1243","Mbuko","gm"
1409,"mlw","molo1266","Moloko","gm"
1410,"muy","muya1243","Muyang","gm"
1411,"jgo","ngom1272","Ngomba","gm"
1412,"dmo","keme1240","Kemezung","gm"
1413,"ntm","nate1242","Nateni","gm"
1414,"stv","silt1240","Silt'i","gm"
1415,"weh","wehh1238","Weh","gm"
1416,"tey","tuli1249","Tulishi","gm"
1417,"kec","keig1242","Keiga","gm"
1418,"kgo","kron1241","Krongo","gm"
1419,"kcp","kang1288","Kanga (Kanga)","gm"
1420,"kcp","kang1288","Kanga (Kufa)","gm"
1421,"xtc","katc1249","Kadugli (Kadugli)","gm"
1422,"xtc","katc1249","Kadugli (Miri)","gm"
1423,"xtc","katc1249","Kadugli (Katcha)","gm"
1424,"mgc","moro1284","Morokodo","gm"
1425,"luc","arin1244","Aringa","gm"
1426,"keg","tese1238","These","gm"
1427,"lmd","lumu1239","Lumun","gm"
1428,"acz","ache1245","Asharon","gm"
1429,"taz","toch1257","Tocco","gm"
1430,"dec","dagi1241","Thakik","gm"
1431,"did","didi1258","Didinga","gm"
1432,"lwo","luwo1239","Luwo","gm"
1433,"ach","acol1236","Acholi","gm"
1434,"bxb","bela1256","Belanda Boor","gm"
1435,"bvi","bela1255","Belanda Viri","gm"
1436,"ndz","ndog1248","Ndogo","gm"
1437,"bde","bade1248","Bade","gm"
1438,"fpe","fern1234","Pichi","gm"
1439,"jit","jita1239","Jita","gm"
1440,"dim","dime1235","Dime","gm"
1441,"lto","tsot1241","Lutsootso","gm"
1442,"djm","jams1239","Jamsay, Dogon","gm"
1443,"kam","kamb1297","Kikamba","gm"
1444,"ksf","bafi1243","Bafia","gm"
1445,"laj","lang1324","Lango","gm"
1446,"lks","kisa1263","Olukisa","gm"
1447,"nuj","nyol1238","Nyole","gm"
1448,"wmw","mwan1247","Kimwani","gm"
1449,"xkv","kgal1244","Shekgalagari","gm"
1450,"boz","tiey1235","Tigemaxo Bozo","gm"
1451,"alw","alab1254","Alaaba","gm"
1452,"deg","dege1246","Degema","gm"
1453,"bud","ntch1242","Basari","gm"
1454,"pre","prin1242","Principense","gm"
1455,"nko","nkon1248","Nkonya","gm"
1456,"gru","sodd1242","Soddo","gm"
1457,"gru","kist1241","Goggot","gm"
1458,"mvz","mesq1240","Masqan","gm"
1459,"sgw","seba1251","Muher","gm"
1460,"sgw","ezha1238","Ezha","gm"
1461,"sgw","chah1248","Chaha","gm"
1462,"sgw","gume1239","Gumer","gm"
1463,"sgw","seba1251","Gura","gm"
1464,"sgw","seba1251","Gyeto","gm"
1465,"ior","inor1238","Ennemor","gm"
1466,"ior","inor1238","Endegen","gm"
1467,"ior","inor1238","Ener","gm"
1468,"dnn","dzuu1241","Dzuungoo","gm"
1469,"bmi","bagi1246","Bagirmi","gm"
1470,"niy","ngit1239","Ngiti","gm"
1471,"ndh","ndal1241","Chindali","gm"
1472,"mym","meen1242","Me'en","gm"
1473,"nsg","ngas1238","Ongamo","gm"
1474,"myb","mbay1241","Mbay","gm"
1475,"guk","gumu1244","Gumuz","gm"
1476,"teu","sooo1256","Soo","gm"
1477,"bcq","benc1235","Gimira","gm"
1478,"bcq","benc1235","Bench","gm"
1479,"jnj","yems1235","Yemsa","gm"
1480,"zay","zays1236","Zayse","gm"
1481,"gmv","gamo1243","Gamo","gm"
1482,"kqy","koor1239","Koorete","gm"
1483,"aiw","aari1239","Aari","gm"
1484,"xom","komo1258","Komo","gm"
1485,"udu","uduk1239","Twampa","gm"
1486,"lgn","opuu1239","Opo","gm"
1487,"kmq","kwam1249","Kwama","gm"
1488,"mdm","mayo1261","Mayogo","gm"
1489,"lsm","saam1283","Lusaamia","gm"
1490,"nnw","sout2795","Nouni","gm"
1491,"nde","nort2795","Ndebele","gm"
1492,"sxw","saxw1241","Saxwe, Gbe","gm"
1493,"loh","nari1240","Laarim","gm"
1494,"bjg","bidy1244","Bijogo","gm"
1495,"doy","domp1238","Dompo","gm"
1496,"bam","bamb1269","Bamana","gm"
1497,"hbn","heib1243","Heiban","gm"
1498,"kga","koya1253","Koyaga","gm"
1499,"shw","shwa1239","Cwaya","gm"
1500,"ttb","gaaa1245","Tiba","gm"
1501,"kua","kuan1247","Kwanyama","gm"
1502,"lnb","mbal1255","Mbalanhu","gm"
1503,"kwm","kwam1251","Kwambi","gm"
1504,"nne","ngan1300","Ngandjera","gm"
1505,"ndo","ndon1254","Ndonga (Kwaluudhi)","gm"
1506,"ndo","ndon1254","Ndonga (Kolonkadhi)","gm"
1507,"ndo","ndon1254","Ndonga (Eunda)","gm"
1508,"xon","konk1269","Konkomba","gm"
1509,"zag","zagh1240","Beria","gm"
1510,"zwa","zayy1238","Zway","gm"
1511,"zmx","bomi1238","Leke","gm"
1512,"bbo","nort2819","Bobo, North","gm"
1513,"bez","bena1262","Bena","gm"
1514,"gkp","guin1254","Kpelle, North","gm"
1515,"kke","kaka1265","Kakabe","gm"
1516,"llc","lele1266","Lele","gm"
1517,"lom","loma1260","Looma","gm"
1518,"mev","mann1248","Mano","gm"
1519,"tye","kyen1242","Kyanga","gm"
1520,"sho","shan1282","Shanga","gm"
1521,"abu","abur1243","Abure","gm"
1522,"abb","bank1256","Bankon","gm"
1523,"afu","efut1241","Efutu","gm"
1524,"agq","aghe1239","Aghem","gm"
1525,"arv","arbo1245","Arbore","gm"
1526,"abi","abid1235","Abidji","gm"
1527,"adj","adio1239","Adioukrou","gm"
1528,"ahi","tiag1235","Aizi, Tiagba","gm"
1529,"ald","alla1248","Alladian","gm"
1530,"ahs","ashe1269","Tinɔr","gm"
1531,"zdj","ngaz1238","Shindazidja","gm"
1532,"ibe","akpe1248","Akpes","gm"
1533,"etx","eten1239","Iten","gm"
1534,"nus","nuer1246","Nuer","gm"
1535,"gel","kagf1238","West Kainji","gm"
1536,"idu","idom1241","Idu","gm"
1537,"iri","irig1241","Rigwe","gm"
1538,"izr","izer1241","Izere","gm"
1539,"jer","jere1244","Jere","gm"
1540,"agb","legb1242","Leggbo","gm"
1541,"lgq","logb1245","Logba","gm"
1542,"awn","awng1244","Awngi","gm"
1543,"glw","glav1244","Glavda","gm"
1544,"ahn","ahan1244","Ahaan","gm"
1545,"aye","ayer1245","Uwu","gm"
1546,"rng","rong1268","Ronga","gm"
1547,"wni","ndzw1235","Comorian, Ndzwani","gm"
1548,"biv","sout2790","Birifor","gm"
1549,"cwt","kuwa1246","Kwatay","gm"
1550,"ati","atti1239","Attie","gm"
1551,"aoa","ango1258","Angolar","gm"
1552,"hae","east2652","Oromo, Eastern","gm"
1553,"pov","uppe1455","Kriyol","gm"
1554,"bss","akoo1248","Akoose","gm"
1555,"bqz","baka1273","Bakaka (Mwaneka)","gm"
1556,"bqz","baka1273","Bakaka (Babong)","gm"
1557,"bqz","baka1273","Bakaka (Mkaa')","gm"
1558,"mbo","mboc1235","Mbo (Ekanang)","gm"
1559,"bsi","bass1260","Bassossi","gm"
1560,"mbo","mboc1235","Mbo (Ngwatta)","gm"
1561,"lir","libe1240","Liberian English","gm"
1562,"ggu","gagu1242","Gban","gm"
1563,"eto","eton1253","Eton","gm"
1564,"rcf","reun1238","Reunionnais","gm"
1565,"mls","nucl1440","Masalit","gm"
1566,"cri","saot1239","Saotomense","gm"
1567,"tan","nucl1696","Tangale","gm"
1568,"suk","suku1261","Sukuma","gm"
1569,"mfe","mori1278","Mauritian Creole","gm"
1570,"kri","krio1253","Krio","gm"
1571,"ktu","kitu1246","Kituba","gm"
1572,"aks","akas1242","Akasilimi","gm"
1573,"bag","tuki1240","Tuki","gm"
1574,"bkc","baka1272","Baka","gm"
1575,"bmv","bumm1238","Bum","gm"
1576,"dbq","nucl1683","Daba","gm"
1577,"gou","gava1241","Gavar","gm"
1578,"gde","gude1246","Gu'de","gm"
1579,"lno","lang1322","Lango","gm"
1580,"ahl","igoo1238","Igo","gm"
1581,"kkj","kako1242","Kako","gm"
1582,"knp","kwan1276","Kwanja","gm"
1583,"mcu","came1252","Mambila","gm"
1584,"meq","mere1246","Mere","gm"
1585,"mfi","wand1278","Mandara","gm"
1586,"coh","chon1287","Chonyi","gm"
1587,"dig","digo1243","Digo","gm"
1588,"dug","duru1249","Duruma","gm"
1589,"nyf","giry1241","Giryama","gm"
1590,"nyf","giry1241","Jiβana","gm"
1591,"nyf","kamb1298","Kambe","gm"
1592,"nyf","kaum1238","Kauma","gm"
1593,"nyf","giry1241","Raβai","gm"
1594,"nyf","giry1241","Reβe","gm"
1595,"mlr","vame1236","Vame","gm"
1596,"mmu","mmaa1238","Numala","gm"
1597,"mpi","mpad1242","Kotoko","gm"
1598,"mif","mofu1248","Mofu, South","gm"
1599,"mtk","mbee1250","Mbe","gm"
1600,"ncr","ncan1245","Nchane","gm"
1601,"nfu","mfum1238","Mfumte","gm"
1602,"njy","njye1238","Njem","gm"
1603,"box","buam1238","Bwamut","gm"
1604,"ktf","kwam1250","Kwami","gm"
1605,"goa","guro1248","Gouro","gm"
1606,"kea","kabu1256","Cape Verde Creole","gm"
1607,"nku","boun1243","Kulango","gm"
1608,"tsb","tsam1247","Ts'amakko","gm"
1609,"tzm","cent2194","Tamazight Berber","gm"
1610,"siz","siwi1239","Siwi","gm"
1611,"ndj","ndam1239","Ndamba","gm"
1612,"bva","bare1279","Barein (Jalkiya)","gm"
1613,"bva","bare1279","Barein (Giliya)","gm"
1614,"bva","bare1279","Barein (Jalking)","gm"
1615,"bva","bare1279","Barein (Komiya)","gm"
1616,"tbi","gaam1241","Gaahmg","gm"
1617,"mij","abar1238","Mungbam","gm"
1618,"boe","mund1328","Mundabli","gm"
1619,"muc","mbuu1238","Ajumbu","gm"
1620,"kid","kosh1246","Koshin","gm"
1621,"fak","fang1248","Fang","gm"
1622,"knk","kura1250","Kuranko","gm"
1623,"nie","niel1243","Lwaa","gm"
1624,"gis","nort3047","Gisiga","gm"
1625,"mgo","mogh1246","Moghamo","gm"
1626,"bri","mokp1239","Mokpwe","gm"
1627,"sif","siam1242","Siamou","gm"
1628,"nnh","ngie1241","Ngiemboon","gm"
1629,"yas","nugu1242","Nugunu","gm"
1630,"nza","tigo1236","Mbembe","gm"
1631,"orc","orma1241","Orma","gm"
1632,"pny","piny1238","Pinyin","gm"
1633,"pnz","pana1294","Pana","gm"
1634,"atu","reel1238","Thok Reel","gm"
1635,"udl","wuzl1236","Ouldeme","gm"
1636,"les","lese1243","Balese","gm"
1637,"neb","tour1242","Toura","gm"
1638,"gwe","gwen1239","Kigweno","gm"
1639,"suw","sumb1240","Sisumbwa","gm"
1640,"zin","zinz1238","Luzinza","gm"
1641,"mer","meru1245","Kimeru","gm"
1642,"hka","kahe1238","Kikahe","gm"
1643,"han","hang1260","Kihangaza","gm"
1644,"old","moch1256","Kimochi","gm"
1645,"ssc","suba1252","Kisimbiti","gm"
1646,"kya","kway1241","Eciruuri","gm"
1647,"www","wawa1246","Wawa","gm"
1648,"shi","tach1250","Tachelhit","gm"
1649,"tug","tuni1251","Tounia","gm"
1650,"sef","ceba1235","Senoufo, Cebaara","gm"
1651,"flr","fuli1240","Fuliiru","gm"
1652,"sad","sand1273","Sandawe","gm"
1653,"tvd","tsuv1239","Tsuvaɗi","gm"
1654,"etu","ejag1239","Ejagham","gm"
1655,"ybb","yemb1246","Yemba","gm"
1656,"bfj","bafa1249","Nchufie","gm"
1657,"bji","burj1242","Burji","gm"
1658,"blo","anii1245","Anii","gm"
1659,"fip","fipa1238","Fipa","gm"
1660,"naw","nawu1242","Nawuri","gm"
1661,"myo","anfi1235","Anfillo","gm"
1662,"nto","ntom1248","Bokala-Nkole","gm"
1663,"tbr","tumt1243","Talasa","gm"
1664,"uiv","iyiv1238","Iyive","gm"
1665,"btx","bata1293","Karo Batak","gm"
1666,"tgl","taga1270","Tagalog","gm"
1667,"ssb","sout2918","Southern Sama","gm"
1668,"kqr","kima1244","Kimaragang","gm"
1669,"beg","bela1260","Belait","gm"
1670,"ilo","ilok1237","Iloko/Ilocano","gm"
1671,"cjm","east2563","Phan Rang Cham (Eastern Cham)","gm"
1672,"mkm","mokl1243","Moklen","gm"
1673,"mwt","moke1242","Moken","gm"
1674,"nia","nias1242","Nias","gm"
1675,"jav","java1254","Javanese","gm"
1676,"blf","buol1237","Buol","gm"
1677,"mak","maka1311","Makassar","gm"
1678,"xmz","mori1268","Mori Bawah","gm"
1679,"xbr","kamb1299","Kambera","gm"
1680,"tet","tetu1245","Tetun","gm"
1681,"lti","leti1246","Leti","gm"
1682,"mky","east2440","Makian, East (Taba)","gm"
1683,"bhw","biak1248","Biak","gm"
1684,"abs","ambo1250","Ambon Malay","gm"
1685,"bpq","band1353","Banda Malay","gm"
1686,"xmm","mala1481","Manado Malay","gm"
1687,"mkn","kupa1239","Kupang Malay","gm"
1688,"lrt","lara1260","Larantuka Malay","gm"
1689,"max","nort2828","North Maluku Malay","gm"
1690,"ind","indo1316","Indonesian","gm"
1691,"mad","nucl1460","Madurese","gm"
1692,"ceb","cebu1242","Cebuano","gm"
1693,"ban","bali1278","Balinese","gm"
1694,"bug","bugi1244","Bugis","gm"
1695,"bcl","cent2087","Bikol (Bicolano)","gm"
1696,"hil","hili1240","Hiligaynon","gm"
1697,"pam","pamp1243","Kapampangan","gm"
1698,"min","mina1268","Minangkabau","gm"
1699,"pag","pang1290","Pagasinan","gm"
1700,"tes","teng1272","Tengger","gm"
1701,"mrr","abuj1237","Abujmaria","ra"
1702,"apq","apuc1241","Andamanese","ra"
1703,"njm","anga1288","Angami","ra"
1704,"njo","aona1235","Ao-Naga","ra"
1705,"apt","apat1240","Apatani","ra"
1706,"asm","assa1263","Assamese","ra"
1707,"awa","awad1243","Awadhi","ra"
1708,"bfq","bada1257","Badaga","ra"
1709,"bft","balt1258","Balti","ra"
1710,"lmn","lamb1269","Banjara","ra"
1711,"ben","beng1280","Bengali","ra"
1712,"bhb","bhil1251","Bhili","ra"
1713,"unr","mund1320","Bhumij","ra"
1714,"bwo","boro1277","BoRo","ra"
1715,"bkk","brok1247","Brokskat","ra"
1716,"bns","bund1253","Bundeli","ra"
1717,"cdn","chau1259","Chandangs and Byangs","ra"
1718,"nri","chok1243","Chokri","ra"
1719,"drd","darm1243","Darmiya","ra"
1720,"gaq","gata1239","Didayi","ra"
1721,"gda","gade1236","Gade-Lohar","ra"
1722,"adl","galo1242","Gallong","ra"
1723,"grt","garo1247","Garo","ra"
1724,"gju","guja1253","Gojri","ra"
1725,"guj","guja1252","Gujarati","ra"
1726,"gbj","bodo1267","Gutob","ra"
1727,"hlb","halb1244","Halbi","ra"
1728,"hin","hind1269","Hindi","ra"
1729,"hoc","hooo1248","Ho","ra"
1730,"iru","irul1243","Irula","ra"
1731,"jns","jaun1243","Jaunsari","ra"
1732,"jun","juan1238","Juang","ra"
1733,"xnr","kang1280","Kangri","ra"
1734,"kan","nucl1305","Kannada","ra"
1735,"saz","saur1248","Kanigke:rgotti","ra"
1736,"mjw","karb1241","Karbi (Mikir)","ra"
1737,"iru","irul1243","Kasaba","ra"
1738,"kas","kash1277","Kashmiri","ra"
1739,"xuj","jenn1240","Kattunaika","ra"
1740,"khr","khar1287","Kharia","ra"
1741,"kha","khas1269","Khasi","ra"
1742,"nkh","khez1235","Khezha","ra"
1743,"kfa","koda1255","Kod̩agu","ra"
1744,"kfb","nort2699","Kolami","ra"
1745,"kfc","kond1295","Kon̩d̩a or Kubi","ra"
1746,"gau","mudh1235","Kon̩ekar Gadaba","ra"
1747,"knn","konk1267","Konkani","ra"
1748,"kfd","korr1238","Koraga","ra"
1749,"kfq","kork1243","Korku","ra"
1750,"kfe","kota1263","Kota","ra"
1751,"kff","koya1251","Koya","ra"
1752,"kxu","kuii1252","Kui","ra"
1753,"kfy","kuma1273","Kumauni","ra"
1754,"kru","kuru1302","Kurux","ra"
1755,"kxv","kuvi1243","Kuvi","ra"
1756,"lbj","lada1244","Ladakhi","ra"
1757,"lmn","lamb1269","Lamani","ra"
1758,"lep","lepc1244","Lepca","ra"
1759,"njh","loth1237","Lotha","ra"
1760,"lus","lush1249","Lushai","ra"
1761,"mai","mait1250","Maithili","ra"
1762,"mal","mala1464","Malayalam","ra"
1763,"mjt","saur1249","Malto","ra"
1764,"mni","mani1292","Manipuri","ra"
1765,"nbi","maon1238","Mao-Naga","ra"
1766,"mar","mara1378","Marathi","ra"
1767,"mxj","miju1243","Mishmi","ra"
1768,"mrg","miny1240","Mising","ra"
1769,"nmo","moyo1238","Moyon","ra"
1770,"unr","mund1320","Mundari","ra"
1771,"nit","naik1250","Naiki","ra"
1772,"npi","nepa1254","Nepali","ra"
1773,"ncb","cent1990","Nicobarese","ra"
1774,"gdb","pott1240","Ollari","ra"
1775,"ory","oriy1255","Oriya","ra"
1776,"pck","pait1244","Paite","ra"
1777,"pci","duru1236","Parji","ra"
1778,"lae","patt1248","Pat̩t̩an̩i","ra"
1779,"peg","peng1244","Pengo","ra"
1780,"pan","panj1256","Punjabi","ra"
1781,"bfw","bond1245","Remo","ra"
1782,"san","sans1269","Sanskrit","ra"
1783,"sat","sant1410","Santali","ra"
1784,"nsm","sumi1235","Sema","ra"
1785,"scl","shin1264","Shina","ra"
1786,"snd","sind1272","Sindhi","ra"
1787,"srb","sora1254","Soːra","ra"
1788,"tam","tami1289","Tamil","ra"
1789,"nmf","tang1336","Tangkul Naga","ra"
1790,"nst","tase1235","Tangsa","ra"
1791,"tel","telu1262","Telugu","ra"
1792,"tcz","thad1238","Thaadou","ra"
1793,"tcx","toda1252","Toda","ra"
1794,"trp","kokb1239","Tripuri","ra"
1795,"tcy","tulu1258","Tulu","ra"
1796,"url","ural1274","Urali","ra"
1797,"urd","urdu1245","Urdu","ra"
1798,"vaa","vaag1238","Vaagri Boli","ra"
1799,"yea","ravu1237","Yerava","ra"
1800,"yeu","yeru1240","Yerukala","ra"
1801,"alc","qawa1238","Kawesqar","saphon"
1802,"arn","mapu1245","Mapudungun","saphon"
1803,"aca","acha1250","Achagua","saphon"
1804,"apu","apur1254","Apurinã","saphon"
1805,"arw","araw1276","Lokono","saphon"
1806,"cni","asha1243","Asháninka","saphon"
1807,"cpc","ajyi1238","Ashéninka","saphon"
1808,"prq","ashe1272","Ashéninka","saphon"
1809,"cpu","pich1237","Ashéninka","saphon"
1810,"cpb","ucay1237","Ashéninka","saphon"
1811,"bwi","bani1255","Baniwa","saphon"
1812,"bwi","bani1255","Baniwa","saphon"
1813,"bae","bare1276","Baré","saphon"
1814,"cbb","cabi1241","Cabiyarí","saphon"
1815,"cot","caqu1242","Caquinte","saphon"
1816,"ccc","cham1318","Chamicuro","saphon"
1817,"kpc","curr1243","Curripaco","saphon"
1818,"unk","enaw1238","Enawené-Nawé","saphon"
1819,"inp","inap1243","Iñapari","saphon"
1820,"gqn","guan1270","Kinikinao","saphon"
1821,"mpd","mach1268","Manchinere","saphon"
1822,"mcb","mach1267","Matsigenka","saphon"
1823,"mmh","mehi1240","Mehináku","saphon"
1824,"cox","nant1250","Nanti","saphon"
1825,"not","noma1263","Nomatsigenga","saphon"
1826,"plu","pali1279","Palikúr","saphon"
1827,"pbg","para1316","Paraujano","saphon"
1828,"pab","pare1272","Paresí","saphon"
1829,"pio","piap1246","Piapoco","saphon"
1830,"rgr","resi1247","Resígaro","saphon"
1831,"tae","tari1256","Tariana","saphon"
1832,"ter","tere1279","Terêna","saphon"
1833,"wap","wapi1253","Wapichana","saphon"
1834,"gae","guar1293","Warekena","saphon"
1835,"wau","waur1244","Waurá","saphon"
1836,"guc","wayu1243","Wayúu","saphon"
1837,"xir","xiri1243","Xiriâna","saphon"
1838,"ame","yane1238","Yánesha","saphon"
1839,"yvt","yavi1244","Yavitero","saphon"
1840,"yaw","yawa1261","Yawalapití","saphon"
1841,"pib","yine1238","Yine","saphon"
