"InventoryID","ISO6393","Glottocode","LanguageName","Source"
616,"wnu","usan1239","USAN","upsid"
617,"woi","kama1365","WOISIKA","upsid"
618,"wol","nucl1347","WOLOF","upsid"
619,"wrs","wari1266","WARIS","upsid"
620,"wrz","wara1290","WARAY","upsid"
621,"wti","bert1248","BERTA","upsid"
622,"wuu","wuch1236","CHANGZHOU","upsid"
623,"wyb","wang1291","NGIYAMBAA","upsid"
624,"xaw","kawa1283","KAWAIISU","upsid"
625,"xom","komo1258","KOMA","upsid"
626,"xpe","libe1247","KPELLE","upsid"
627,"xtc","katc1249","KADUGLI","upsid"
628,"yad","yagu1244","YAGUA","upsid"
629,"yaq","yaqu1251","YAQUI","upsid"
630,"ycn","yucu1253","YUCUNA","upsid"
631,"yer","taro1263","TAROK","upsid"
632,"ygr","yaga1260","YAGARIA","upsid"
633,"yii","yidi1250","YIDINY","upsid"
634,"ykg","nort2745","YUKAGHIR","upsid"
635,"ynn","yana1271","YANA","upsid"
636,"yor","yoru1245","YORUBA","upsid"
637,"yrb","yare1248","YAREBA","upsid"
638,"yrk","nene1249","NENETS","upsid"
639,"yss","yess1239","YESSAN-MAYO","upsid"
640,"yua","yuca1254","YUCATEC","upsid"
641,"yuc","yuch1247","YUCHI","upsid"
642,"yue","yuec1235","TAISHAN","upsid"
643,"yul","yulu1243","YULU","upsid"
644,"yva","nucl1454","YAWA","upsid"
645,"zne","zand1248","AZANDE","upsid"
646,"zoc","copa1236","ZOQUE","upsid"
647,"zul","zulu1248","ZULU","upsid"
648,"zun","zuni1245","ZUNI","upsid"
649,"abi","abid1235","abidji","aa"
650,"adj","adio1239","adioukrou","aa"
651,"ajg","ajab1235","adja","aa"
652,"ajg","ajab1235","adja","aa"
653,"mtb","anyi1244","agni sanvi","aa"
654,"ahl","igoo1238","ahlõ","aa"
655,"aka","akan1250","akan","aa"
656,"bss","akoo1248","akɔɔse","aa"
657,"anc","ngas1240","angas","aa"
658,"cko","anuf1239","anufɔ","aa"
659,"apd","suda1236","arabe","aa"
660,"avu","avok1242","avokaya","aa"
661,"bav","veng1238","babungo","aa"
662,"bfd","bafu1246","bafut","aa"
663,"bkc","baka1272","baka","aa"
664,"bam","bamb1269","bambara","aa"
665,"bfl","band1345","banda","aa"
666,"bfl","band1345","banda","aa"
667,"bza","band1352","bandi","aa"
668,"bci","baou1238","baoulé","aa"
669,"bba","baat1238","bariba","aa"
670,"bas","basa1284","basaa","aa"
671,"bsq","nucl1418","bassa","aa"
672,"bud","ntch1242","bassar","aa"
673,"btg","gagn1235","bété","aa"
674,"bkv","bekw1241","bekwarra","aa"
675,"bom","bero1242","berom","aa"
676,"nhb","beng1286","bɛ̀ŋ","aa"
677,"bhy","bhel1238","bhele","aa"
678,"beh","bial1238","biali","aa"
679,"bim","bimo1239","bimoba","aa"
680,"bib","biss1248","bisa","aa"
681,"bbo","nort2819","bobo","aa"
682,"bqc","boko1266","boussa","aa"
683,"bzx","hain1253","bozo","aa"
684,"bum","bulu1251","bulu","aa"
685,"cme","cerm1238","cerma","aa"
686,"ncu","chum1261","chumburung","aa"
687,"dbq","nucl1683","daba","aa"
688,"dga","sout2789","dagaare","aa"
689,"dgi","nort2780","dagara","aa"
690,"dag","dagb1246","dagbani","aa"
691,"daf","dann1241","dan","aa"
692,"ada","adan1247","dangme","aa"
693,"dzg","daza1242","daza","aa"
694,"luo","luok1236","dholuo","aa"
695,"dic","lako1244","dida","aa"
696,"dyu","dyul1238","dioula","aa"
697,"tbz","dita1238","ditammari","aa"
698,"dow","doya1240","doayo","aa"
699,"dts","toro1252","dogon","aa"
700,"dua","dual1243","duala","aa"
701,"dug","duru1249","duruma","aa"
702,"igb","ebir1243","ebira","aa"
703,"ewe","ewee1241","eʋe","aa"
704,"bin","bini1246","ẹdo","aa"
705,"eza","ezaa1238","ẹzaa","aa"
706,"etu","ejag1239","ejagham de l'ouest","aa"
707,"ema","emai1241","emai","aa"
708,"enn","enge1239","engenni","aa"
709,"ewo","ewon1239","ewondo","aa"
710,"fmp","fefe1239","fe'efe'fe","aa"
711,"fon","fonn1241","fɔn","aa"
712,"fub","adam1253","fulfulde","aa"
713,"fuq","cent2018","fulfulde","aa"
714,"ffm","maas1239","fulfulde","aa"
715,"fuh","west2454","fulfulde","aa"
716,"flr","fuli1240","fuliru","aa"
717,"gaa","gaaa1244","ga","aa"
718,"gng","ngan1299","gangam","aa"
719,"gya","nort2775","gbaya","aa"
720,"gbp","gbay1287","gbaya","aa"
721,"gej","genn1243","gɛn-mina","aa"
722,"gej","genn1243","gɛn-mina","aa"
723,"god","godi1239","godié","aa"
724,"gjn","gonj1241","gonja","aa"
725,"gbo","nort2810","grebo","aa"
726,"gde","gude1246","guɗe","aa"
727,"gux","gour1243","gulmancema","aa"
728,"hag","hang1258","hanga","aa"
729,"hau","haus1257","hausa","aa"
730,"hau","haus1257","hausa","aa"
731,"ife","ifee1241","ifɛ̀","aa"
732,"ibo","nucl1417","igbo","aa"
733,"ige","iged1239","igede","aa"
734,"ijs","sout2774","ijo de l'est; Eastern Ijo","aa"
735,"iqw","ikwo1238","ikwo","aa"
736,"izz","izii1239","izi","aa"
737,"dyo","jola1263","joola","aa"
738,"bex","jurm1239","jur mödö","aa"
739,"kbp","kabi1261","kabiyɛ","aa"
740,"kkj","kako1242","kakɔ","aa"
741,"bqx","baan1242","kambari","aa"
742,"knc","cent2050","kanuri","aa"
743,"kza","west2466","karaboro","aa"
744,"kzr","kara1478","karaŋ","aa"
745,"xsm","kase1253","kasem","aa"
746,"xsm","kase1253","kasɩm","aa"
747,"ozm","koon1245","kɔɔzime","aa"
748,"kik","kiku1240","kikuyu","aa"
749,"kqs","nort2765","kisiei","aa"
750,"bkm","komc1235","kom","aa"
751,"kmw","komo1260","komo","aa"
752,"xon","konk1269","konkomba","aa"
753,"xpe","libe1247","kpelle","aa"
754,"gkp","guin1254","kpɛlɛwoo","aa"
755,"krs","gbay1288","kresh","aa"
756,"kri","krio1253","krio","aa"
757,"ted","tepo1239","kroumen tépo","aa"
758,"kuj","kuri1259","kuria","aa"
759,"kus","kusa1250","kusal","aa"
760,"las","lama1275","lama","aa"
761,"lln","lele1276","lele","aa"
762,"led","lend1245","lendu","aa"
763,"lom","loma1260","lɔgɔmagooi","aa"
764,"lok","loko1255","lɔkɔ","aa"
765,"lig","ligb1244","ligbi","aa"
766,"lia","west2450","limba","aa"
767,"lmp","limb1268","limbum","aa"
768,"lin","ling1263","lingala","aa"
769,"dop","lukp1238","lokpa","aa"
770,"lug","gand1255","luganda","aa"
771,"lgg","lugb1240","lugbara","aa"
772,"lee","lyel1241","lyélé","aa"
773,"mcu","came1252","mambila","aa"
774,"mzk","nige1255","mambila","aa"
775,"maw","mamp1244","mampruli","aa"
776,"mlq","west2500","mande","aa"
777,"emk","east2426","manding","aa"
778,"mdj","mang1394","mangbetu","aa"
779,"mwk","kita1249","maninka-kan","aa"
780,"muh","mund1326","mündü","aa"
781,"mfn","cros1244","mbembe","aa"
782,"mbo","mboc1235","mboó","aa"
783,"mcp","maka1304","mekaa","aa"
784,"men","mend1266","mende","aa"
785,"mgo","meta1238","metta","aa"
786,"myk","mama1271","minyanka","aa"
787,"mzw","degg1238","mo","aa"
788,"mif","mofu1248","mofu-gudur","aa"
789,"mos","moss1236","moore","aa"
790,"moa","mwan1250","muan","aa"
791,"mnf","mund1327","mundani","aa"
792,"mkw","kitu1245","munukutuba","aa"
793,"mur","murl1244","murle","aa"
794,"sur","mwag1236","mwaghavul","aa"
795,"nfr","nafa1258","nafaanra","aa"
796,"nmz","nawd1238","nawdm","aa"
797,"nuv","nort2784","nʋni","aa"
798,"lem","noma1260","nɔmaa","aa"
799,"sba","ngam1268","ngambai","aa"
800,"nga","ngba1285","ngbaka","aa"
801,"ngb","nort2774","ngbandi","aa"
802,"nnh","ngie1241","ngyembɔɔn","aa"
803,"nwb","nyab1255","niaboua","aa"
804,"lns","lamn1239","nsoʼ","aa"
805,"yas","nugu1242","nugunu","aa"
806,"nup","nupe1254","nupe","aa"
807,"mhi","madi1260","pandikeri","aa"
808,"pbi","park1239","podoko","aa"
809,"fuc","pula1263","pulaar","aa"
810,"fuf","pula1262","pular","aa"
811,"rel","rend1243","rendille","aa"
812,"spy","saba1262","sabaot","aa"
813,"sag","sang1328","sango","aa"
814,"sag","sang1328","sango","aa"
815,"seq","sena1262","senoufo","aa"
816,"srr","sere1260","sereer","aa"
817,"sld","siss1242","sissala","aa"
818,"sld","siss1242","sissala","aa"
819,"khq","koyr1240","songhoy","aa"
820,"snk","soni1259","soninke","aa"
821,"snk","soni1259","sooninke","aa"
822,"sus","susu1250","soso","aa"
823,"swh","swah1253","swahili","aa"
824,"ttq","tawa1286","tamajaq","aa"
825,"taq","tama1365","tamasheq","aa"
826,"yer","taro1263","tarok","aa"
827,"lor","teen1242","téén","aa"
828,"tuq","teda1241","teda","aa"
829,"kdh","temm1241","tem","aa"
830,"tfi","tofi1235","tɔfin","aa"
831,"tem","timn1235","themne","aa"
832,"tik","tika1246","tikar","aa"
833,"toq","topo1242","toposa","aa"
834,"neb","tour1242","toura","aa"
835,"tsp","nort2787","toussian","aa"
836,"vag","vagl1239","vagala","aa"
837,"vut","vute1244","vute","aa"
838,"wwa","waam1244","waama","aa"
839,"wan","wann1242","wan","aa"
840,"wob","weno1238","wobé","aa"
841,"wol","nucl1347","wolof","aa"
842,"yam","yamb1251","yamba","aa"
843,"yat","yamb1252","yambɛta","aa"
844,"yre","yaou1238","yaouré","aa"
845,"ybb","yemb1246","yemba","aa"
846,"pil","yomm1242","yom","aa"
847,"yor","yoru1245","yorouba","aa"
848,"yor","yoru1245","yorouba","aa"
849,"zne","zand1248","zande","aa"
850,"dje","zarm1239","zarma","aa"
851,"gnd","zulg1242","zulgo","aa"
852,"fwe","fwee1238","Fwe","ph"
853,"yey","yeyi1239","Yeyi","ph"
854,"cav","cavi1250","Cavinena","ph"
855,"ccc","cham1318","Chamicuro","ph"
856,"che","chec1245","Chechen","ph"
857,"cdm","chep1245","Chepang","ph"
858,"mhr","east2328","Cheremis","ph"
859,"cle","leal1235","Chinanteco","ph"
860,"ctu","chol1282","Tila, Chiapas","ph"
861,"crw","chra1242","Chrau","ph"
862,"boi","barb1263","Barbareño","ph"
863,"crd","coeu1236","Coeur d''Alene'","ph"
864,"com","coma1245","Comanche","ph"
865,"cup","cupe1243","Cupeno","ph"
866,"cuv","cuvo1236","Cuvok","ph"
867,"anv","deny1238","Denya","ph"
868,"kxl","nepa1253","Dhangar","ph"
869,"aoj","mufi1238","Muhiang","ph"
870,"usa","usar1243","Usarufa","ph"
871,"kpr","kora1295","Korafe","ph"
872,"bjr","binu1245","Binumarien","ph"
873,"ego","eggo1239","Eggon","ph"
874,"ekp","ekpe1253","Ekpeye","ph"
875,"enb","endo1242","Endo","ph"
876,"ags","esim1238","Esimbi","ph"
877,"fan","fang1246","Fan","ph"
878,"fuu","furu1242","Furu","ph"
879,"gbd","kara1476","Garadjari","ph"
880,"gby","gbar1246","Gbari","ph"
881,"gvf","goli1247","Golin","ph"
882,"gub","guaj1255","Guajajara","ph"
883,"gup","gunw1252","Gunwinggu","ph"
884,"hay","haya1250","Haya","ph"
885,"wya","huro1249","Huron","ph"
886,"hch","huic1243","Huichol","ph"
887,"qwh","huay1240","Huaylas","ph"
888,"huv","sanm1287","Huave, San Mateo del Mar","ph"
889,"qxw","jauj1238","Huanca","ph"
890,"lyn","luya1241","Louyi","ph"
891,"iby","iban1261","Ibani","ph"
892,"imn","imon1245","Imonda","ph"
893,"inh","ingu1240","Ingush","ph"
894,"ksi","kris1246","Isaka","ph"
895,"yal","yalu1240","Jalonke","ph"
896,"izr","izer1241","Hill Jarawa","ph"
897,"jaa","jama1261","Jarawara","ph"
898,"tow","jeme1245","Jemez","ph"
899,"mgi","liji1238","Jili","ph"
900,"kab","kaby1243","Kabyle","ph"
901,"gid","gida1247","Kada","ph"
902,"kyz","kaya1329","Kaiabi","ph"
903,"kms","kama1367","Kamasau","ph"
904,"kxo","kano1245","Kanoe","ph"
905,"ndb","kens1251","Kensei Nsei","ph"
906,"xrb","east2398","Kar","ph"
907,"kmv","kari1301","Karipuna Creole","ph"
908,"ken","keny1279","Kenyang","ph"
909,"khr","khar1287","Kharia","ph"
910,"cog","chon1284","Chong","ph"
911,"kin","kiny1244","Kinyarwanda","ph"
912,"okr","kiri1254","Kirike","ph"
913,"kkk","koko1269","Kokota","ph"
914,"kme","bako1250","Kole","ph"
915,"kma","konn1242","Konni","ph"
916,"kdt","kuay1244","Kuay","ph"
917,"kle","kulu1253","Kulung","ph"
918,"kto","kuot1243","Kuot","ph"
919,"kgg","kusu1250","Kusunda","ph"
920,"kxv","kuvi1243","Kuvi","ph"
921,"xwa","kwaz1243","Kwaza","ph"
922,"lbj","lada1244","Ladakhi","ph"
923,"lag","lang1320","Langi","ph"
924,"lao","laoo1244","Lao","ph"
925,"lvk","lavu1241","Lavukaleve","ph"
926,"bwt","bafa1247","Bafo","ph"
927,"lun","lund1266","Lunda","ph"
928,"lch","luch1239","Lucazi","ph"
929,"bdu","orok1266","Lukundu","ph"
930,"mkd","mace1250","Macedonian","ph"
931,"mxu","mada1293","Mada","ph"
932,"grg","madi1261","Ma''di'","ph"
933,"mva","mana1295","Manam","ph"
934,"bce","bame1260","Mamenyan","ph"
935,"nmm","mana1288","Manange","ph"
936,"nge","ngem1255","Ngemba","ph"
937,"mec","mara1385","Mara","ph"
938,"ayz","maib1239","Maybrat","ph"
939,"gmm","gbay1281","Mbodomo; Mbódɔ̀mɔ́","ph"
940,"byv","medu1238","Medumba","ph"
941,"xmf","ming1252","Mingrelian","ph"
942,"bfm","mmen1238","Mmen","ph"
943,"mwt","moke1242","Moken","ph"
944,"cas","mose1249","Moseten","ph"
945,"mgg","mpon1254","Mpumpun","ph"
946,"mhk","mung1266","Mungaka","ph"
947,"nmg","mvum1238","Mvumbo","ph"
948,"mlv","motl1237","Mwotlap","ph"
949,"nnm","nami1256","Namia","ph"
950,"nml","ndem1249","Ndemli","ph"
951,"apm","mesc1238","Chiricahua Apache","ph"
952,"yum","quec1382","Yuma","ph"
953,"nnk","nank1250","Nankina","ph"
954,"niq","nand1266","Nandi","ph"
955,"kig","kima1246","Khmu","ph"
956,"mff","naki1238","Naki","ph"
957,"ncl","mich1245","Michoacan Nahual","ph"
958,"nag","naga1394","Nagamese","ph"
959,"nsh","ngos1238","Ngishe","ph"
960,"nig","ngal1293","Ngalakan","ph"
961,"nam","nang1259","Nganikurungkurr","ph"
962,"igo","iseb1246","Ngomba","ph"
963,"nla","ngom1271","Ngombale","ph"
964,"nuk","nuuc1236","Nootka","ph"
965,"kxm","nort2684","Northern Khmer","ph"
966,"pao","nort2954","Northern Paiute","ph"
967,"kcn","nubi1253","Nubi","ph"
968,"nus","nuer1246","Nuer","ph"
969,"ekm","elip1238","Nulibie","ph"
970,"nym","nyam1276","Kinyamwezi","ph"
971,"nyl","nyeu1238","Nyeu","ph"
972,"ann","obol1243","Obolo","ph"
973,"mpt","mian1257","Mianmin","ph"
974,"fai","faiw1243","Faiwol","ph"
975,"oku","okuu1243","Oku","ph"
976,"oss","osse1243","Ossetian","ph"
977,"pau","pala1344","Palauan","ph"
978,"okv","orok1269","Orokaiva","ph"
979,"yll","yill1241","Yil","ph"
980,"niz","ning1273","Ningil","ph"
981,"dob","dobu1241","Dobu","ph"
982,"smq","samo1303","Samo","ph"
983,"uvh","urii1240","Urii","ph"
984,"bzf","boik1241","Boiken","ph"
985,"prt","phai1238","Pray","ph"
986,"mlf","mall1246","Mal","ph"
987,"rma","rama1270","Rama","ph"
988,"xmt","matb1237","Matbat","ph"
989,"run","rund1242","Rundi","ph"
990,"nyn","nyan1307","Runyankore","ph"
991,"rwr","marw1260","Marwari","ph"
992,"ndi","samb1305","Samba Leko","ph"
993,"sbd","sout2844","Samo de Toma","ph"
994,"sxm","samr1245","Samre","ph"
995,"sae","saba1268","Sabane","ph"
996,"str","saan1246","Saanich","ph"
997,"sas","sasa1249","Sasak","ph"
998,"svr","sava1244","Savara","ph"
999,"pos","sayu1241","Popoluca de Sayula","ph"
1000,"sey","seco1241","Secoya","ph"
1001,"trv","taro1264","Sedik","ph"
1002,"ssg","seim1238","Seimat","ph"
1003,"sza","seme1247","Semelai","ph"
1004,"ser","serr1255","Serrano","ph"
1005,"sbf","shab1252","Shabo","ph"
1006,"ywn","yawa1260","Shanenawa","ph"
1007,"kde","mako1251","Shimakonde","ph"
1008,"sna","shon1251","Shona","ph"
1009,"bax","bamu1253","Shupamem","ph"
1010,"sjr","siar1238","Siar-Lak","ph"
1011,"skr","sera1259","Saraiki","ph"
1012,"sjw","shaw1249","Shawnee","ph"
1013,"skv","nucl1634","Skou","ph"
1014,"thm","aheu1239","So","ph"
1015,"erk","sout2856","South Efate","ph"
1016,"spo","spok1245","Spokan","ph"
1017,"sso","siss1243","Sesotho","ph"
1018,"stw","sata1237","Satawalese","ph"
1019,"ulw","ulwa1239","Sumo","ph"
1020,"jup","hupd1244","Hup","ph"
1021,"zoh","chim1300","San Miguel Chimalapa Zoque","ph"
1022,"ztp","loxi1235","Zapotec","ph"
1023,"yuk","yuki1243","Yuki","ph"
1024,"yap","yape1248","Yapese","ph"
1025,"yur","yuro1248","Yurok","ph"
1026,"yuz","yura1255","Yuracure","ph"
1027,"yux","sout2750","Yukaghir (Kolyma)","ph"
1028,"wbm","nucl1290","Wa","ph"
1029,"wms","wamb1259","Wambon","ph"
1030,"was","wash1253","Washo","ph"
1031,"way","waya1269","Wayana","ph"
1032,"woc","woge1237","Wogeo","ph"
1033,"var","huar1255","Warihio","ph"
1034,"vai","vaii1241","Vai","ph"
1035,"ukr","ukra1253","Ukrainian","ph"
1036,"phl","phal1254","Palula (Phalura)","ph"
1037,"mky","east2440","East Makian","ph"
1038,"tpi","tokp1240","Tapiete","ph"
1039,"bjz","baru1269","Baruga","ph"
1040,"tav","tatu1247","Tatuyo","ph"
1041,"tgw","tagw1240","Tagwana","ph"
1042,"mzn","maza1291","Mazanderani","ph"
1043,"blk","paok1235","Pa-O, Taungthu","ph"
1044,"tft","tern1247","Ternate","ph"
1045,"tob","toba1269","Toba (Argentina)","ph"
1046,"pol","poli1260","Polish","ph"
1047,"cmn","mand1415","Standard Chinese; Mandarin","ph"
1048,"ijn","kala1381","Kalabari; Kirike; Kalabari-Ijo","ph"
1049,"ydd","east2295","Standard Yiddish","ph"
1050,"nld","dutc1256","Dutch","ph"
1051,"mla","malo1243","Tamambo; Malo","ph"
1052,"gay","gayo1244","Gayo","ph"
1053,"jam","jama1262","Jamaican Creole","ph"
1054,"mcs","mamb1294","Mambay; Mambai","ph"
1055,"arg","arag1245","Aragonese","ph"
1056,"zts","tilq1235","Tilquiapan Zapotec","ph"
1057,"ibb","ibib1240","Ibibio","ph"
1058,"tam","tami1289","Tamil","ph"
1059,"zpq","zoog1238","San Bartolomé Zoogocho Zapotec","ph"
1060,"bgo","baga1273","Baga Koga; Koba; Barka","ph"
1061,"nxl","sout2895","Southern Nuautl","ph"
1062,"slu","sela1259","Selaru","ph"
1063,"tvd","tsuv1239","Tsuvadi; Avadi; Abadi; Evadi; Kamberi; Ibeto","ph"
1064,"wos","hang1263","Hanga Hundi; Kwasengen; West Wosera","ph"
1065,"blr","blan1242","Blang; Plang; Bulang; Pulang; Pula; Kawa; K''ala; Kontoi'","ph"
1066,"txx","tata1257","Tatana''; Tatanaq; Tatana'","ph"
1067,"bod","tibe1272","Tibetan","ph"
1068,"ruk","chee1238","Che; Rukuba; Kuche; Bache; Inchazi; Sale","ph"
1069,"tol","tolo1259","Tolowa; Tolowa-Chetco","ph"
1070,"pae","pagi1243","Pagibete; Apakabeti; Apakibeti; Apagibete;Apagibeti; Pagabete","ph"
1071,"cho","choc1276","Choctaw","ph"
1072,"crg","mich1243","Michif","ph"
1073,"plg","pila1245","Pilaga; Pilagá","ph"
1074,"yuc","yuch1247","Euchee; Yuchi","ph"
1075,"bwi","bani1255","Kurripako; Baniwa; Baniwa (Icana)","ph"
1076,"ktn","kari1311","Karitiana; Karitiâna","ph"
1077,"esi","nort2943","Iñupiaq; Iñupiat; Inupiat; Inupiaq","ph"
1078,"zab","sanj1284","Tlacolula Valley Zapotec; Western Tlacolula Zapotec; Zapotec, San Juan Guelavía","ph"
1079,"tzo","tzot1259","Tzotzil, Chamula","ph"
1080,"sid","sida1246","Sidaama; Sidamo; Sidamic","ph"
1081,"bdr","west2560","Bajau, West Coast; Land Bajaw; West Coast Bajao","ph"
1082,"cid","chim1301","Chimariko","ph"
1083,"tee","hueh1236","Tepehua, Huehuetla; Tepehua de Hidalgo; Tepehua de Huehuetla","ph"
1084,"ute","utes1238","Southern Ute; Ute; Ute-Southern Paiute","ph"
1085,"duo","dupa1235","Dupaningan Agta; Eastern Cagayan Agta; Dupaninan Agta","ph"
1086,"ton","tong1325","Tongan; Tonga","ph"
1087,"lmw","lake1258","Lake Miwok; Miwok (Lake)","ph"
1088,"lzz","lazz1240","Laz","ph"
1089,"jun","juan1238","Juang","ph"
1090,"adn","adan1251","Adang","ph"
1091,"ael","ambe1247","Ambele","ph"
1092,"apu","apur1254","Apurinã","ph"
1093,"ace","achi1257","Acehnese","ph"
1094,"aig","anti1245","Antiguan Creole","ph"
1095,"akl","akla1241","Aklan","ph"
1096,"arh","arhu1242","Ika","ph"
1097,"arr","karo1306","Karo","ph"
1098,"ayl","liby1240","Lebanese Arabic","ph"
1099,"bbc","bata1289","Toba-Batak","ph"
1100,"bci","baou1238","Baule","ph"
1101,"bfw","bond1245","Remo","ph"
1102,"biw","bike1242","Bikele","ph"
1103,"bla","siks1238","Blackfoot","ph"
1104,"bll","bilo1248","Biloxi","ph"
1105,"bzj","beli1260","Belizean Creole","ph"
1106,"cku","koas1236","Koasati","ph"
1107,"coo","como1259","Comox","ph"
1108,"cso","soch1239","Sochiapan Chinantec","ph"
1109,"diq","diml1238","Dimili","ph"
1110,"ets","yekh1238","Etsako","ph"
1111,"frr","nort2626","Frisian","ph"
1112,"gju","guja1253","Gojri; Gujari; Gujar","ph"
1113,"gvc","guan1269","Wanano","ph"
1114,"hum","hung1278","Kihungan","ph"
1115,"hur","halk1245","Chilliwak Halkomelem","ph"
1116,"hus","huas1242","Huastec","ph"
1117,"ilo","ilok1237","Ilocano","ph"
1118,"kbc","kadi1248","Kadiweu","ph"
1119,"kub","kute1248","Kuteb","ph"
1120,"kwi","awac1239","Awa Pit","ph"
1121,"lis","lisu1250","Lisu","ph"
1122,"los","loni1238","Loniu","ph"
1123,"mbe","mola1238","Molalla","ph"
1124,"mcf","mats1244","Matses","ph"
1125,"mni","mani1292","Manipuri","ph"
1126,"mnk","mand1436","Mandingo","ph"
1127,"moc","moco1246","Mocovi","ph"
1128,"mam","mamm1241","Western Mam; Tacanec","ph"
1129,"myu","mund1330","Mundurukú","ph"
1130,"ncg","nisg1240","Nishgha","ph"
1131,"nds","nort2627","Low German","ph"
1132,"pmq","nort2984","Northern Pame","ph"
1133,"par","pana1305","Panamint","ph"
1134,"pcm","nige1257","Nigerian Pidgin","ph"
1135,"pej","nort2966","Northern Pomo","ph"
1136,"poq","texi1237","Texistepec Popoluca","ph"
1137,"kca","khan1273","Eastern Khanty","ph"
1138,"cat","stan1289","Catalan","ph"
1139,"hrv","croa1245","Croatian","ph"
1140,"ces","czec1258","Czech","ph"
1141,"glg","gali1258","Galician","ph"
1142,"kbp","kabi1261","Kabiye","ph"
1143,"mnh","mono1270","Mono","ph"
1144,"ind","indo1316","Indonesian","ph"
1145,"ita","ital1282","Italian","ph"
1146,"qxl","sala1272","Salasaca Quichua","ph"
1147,"sei","seri1257","Seri","ph"
1148,"snd","sind1272","Sindhi","ph"
1149,"slv","slov1268","Slovene","ph"
1150,"swe","swed1254","Swedish","ph"
1151,"mky","east2440","Taba","ph"
1152,"khc","tuka1248","Tukang Besi","ph"
1153,"pib","yine1238","Yine","ph"
1154,"quc","kich1262","Quiche","ph"
1155,"qvh","huam1248","Huallaga (Huanuco) Quechua","ph"
1156,"qum","sipa1247","Sipakapense Maya","ph"
1157,"qug","chim1302","Chimborazo Quichua","ph"
1158,"tpt","tlac1235","Tepehua","ph"
1159,"abt","ambu1247","Abulas","ph"
1160,"aau","abau1245","Abau","ph"
1161,"ahg","qima1242","Agaw","ph"
1162,"ahk","akha1245","Akha","ph"
1163,"aly","alya1239","Alyawarra","ph"
1164,"amn","aman1265","Amanab","ph"
1165,"anu","anua1242","Anywa","ph"
1166,"jbj","aran1237","Arandai","ph"
1167,"aon","bumb1241","Arapesh","ph"
1168,"tcb","tana1290","Tanacross","ph"
1169,"avt","auuu1241","Au","ph"
1170,"tpz","tinp1237","Tinputz","ph"
1171,"pex","peta1245","Petats","ph"
1172,"ptp","pate1247","Patep","ph"
1173,"kcl","kela1255","Kela","ph"
1174,"sgz","surs1246","Sursurunga","ph"
1175,"awx","awar1248","Awara","ph"
1176,"azo","awin1248","Awing","ph"
1177,"kmn","awtu1239","Awtuw","ph"
1178,"bbw","baba1264","Baba","ph"
1179,"bbk","baba1266","Babanki","ph"
1180,"bkh","bako1249","Bakoko","ph"
1181,"muo","nyon1241","Bali-Kumbat","ph"
1182,"bvm","bamu1256","Bamunka","ph"
1183,"bgj","bang1356","Bangolan","ph"
1184,"bnm","bata1285","Banoo","ph"
1185,"bch","bari1286","Bariai","ph"
1186,"bby","befa1241","Befang","ph"
1187,"dbj","idaa1241","Ida''an'","ph"
1188,"bem","bemb1257","Bemba","ph"
1189,"brc","berb1259","Berbice Dutch","ph"
1190,"xub","bett1235","Betta Kurumba","ph"
1191,"bhw","biak1248","Biak","ph"
1192,"nbj","bili1250","Bilinara","ph"
1193,"bhg","bina1277","Binandere","ph"
1194,"bwq","sout2840","Bobo","ph"
1195,"bol","nucl1695","Bole","ph"
1196,"bot","bong1285","Bongo","ph"
1197,"bwo","boro1277","Boro","ph"
1198,"bkk","brok1247","Brokskat","ph"
1199,"bsp","baga1272","Baga Sitem","ph"
1200,"bbx","bubi1249","Bubia","ph"
1201,"bxk","buku1249","Bukusu","ph"
1202,"sbs","subi1246","Subiya","ph"
1203,"ttl","tote1238","Totela","ph"
1204,"bmo","bamb1265","Bambalang; Círàmbɔ́","ph"
1205,"mrq","nort2845","North Marquesan","ph"
1206,"oon","onge1236","Öñge; Ong; Onge","ph"
1207,"plo","olut1240","Oluta Popoluca; Olutec","ph"
1208,"jya","jiar1240","Jiarong","ph"
1209,"suq","suri1267","Suri","ph"
1210,"blb","bilu1245","Bilua","ph"
1211,"hoa","hoav1238","Hoava","ph"
1212,"fil","fili1244","Filipino","ph"
1213,"nxg","ngad1261","Ngad''a; Ngadha'","ph"
1214,"mnb","muna1247","Muna","ph"
1215,"xxk","keoo1238","Ke''o; Kéo'","ph"
1216,"thm","aheu1239","Aheu; Thavung","ph"
1217,"skf","saki1248","Sakirabiá; Mekens","ph"
1218,"tiw","tiwi1244","Tiwi","ph"
1219,"trw","torw1241","Torwali","ph"
1220,"tdh","thul1246","Thulung; Thulung Rai","ph"
1221,"tsj","tsha1245","Tshangla","ph"
1222,"cof","colo1256","Colorado; Tsafiki","ph"
1223,"tzj","tzut1248","Tzutujil","ph"
1224,"pww","pwon1235","Pwo Karen","ph"
1225,"tyv","tuvi1240","Tuva; Tuvan","ph"
1226,"kfk","kinn1249","Kinnauri; Kanauri","ph"
1227,"wtm","mewa1250","Mewati","ph"
1228,"aty","anei1239","Aneityum; Anejom̃","ph"
1229,"atb","zaiw1241","Zaiwa","ph"
1230,"cic","chic1270","Chickasaw","ph"
1231,"fur","friu1240","Friulian","ph"
1232,"apj","jica1244","Jicarilla Apache","ph"
