InventoryID,Filename,URI
292,NA,http://web.phonetik.uni-frankfurt.de/L/L6823.html
293,NA,http://web.phonetik.uni-frankfurt.de/L/L2513.html
294,NA,http://web.phonetik.uni-frankfurt.de/L/L6729.html
295,NA,http://web.phonetik.uni-frankfurt.de/L/L6846.html
296,NA,http://web.phonetik.uni-frankfurt.de/L/L6840.html
297,NA,http://web.phonetik.uni-frankfurt.de/L/L4374.html
298,NA,http://web.phonetik.uni-frankfurt.de/L/L4106.html
299,NA,http://web.phonetik.uni-frankfurt.de/L/L4110.html
300,NA,http://web.phonetik.uni-frankfurt.de/L/L4225.html
301,NA,http://web.phonetik.uni-frankfurt.de/L/L4372.html
302,NA,http://web.phonetik.uni-frankfurt.de/L/L2508.html
303,NA,http://web.phonetik.uni-frankfurt.de/L/L8371.html
304,NA,http://web.phonetik.uni-frankfurt.de/L/L2004.html
305,NA,http://web.phonetik.uni-frankfurt.de/L/L8367.html
306,NA,http://web.phonetik.uni-frankfurt.de/L/L6743.html
307,NA,http://web.phonetik.uni-frankfurt.de/L/L4226.html
308,NA,http://web.phonetik.uni-frankfurt.de/L/L8613.html
309,NA,http://web.phonetik.uni-frankfurt.de/L/L2404.html
310,NA,http://web.phonetik.uni-frankfurt.de/L/L4128.html
311,NA,http://web.phonetik.uni-frankfurt.de/L/L2417.html
312,NA,http://web.phonetik.uni-frankfurt.de/L/L2176.html
313,NA,http://web.phonetik.uni-frankfurt.de/L/L4170.html
314,NA,http://web.phonetik.uni-frankfurt.de/L/L8375.html
315,NA,http://web.phonetik.uni-frankfurt.de/L/L4108.html
316,NA,http://web.phonetik.uni-frankfurt.de/L/L4119.html
317,NA,http://web.phonetik.uni-frankfurt.de/L/L8650.html
318,NA,http://web.phonetik.uni-frankfurt.de/L/L2000.html
319,NA,http://web.phonetik.uni-frankfurt.de/L/L6902.html
320,NA,http://web.phonetik.uni-frankfurt.de/L/L4125.html
321,NA,http://web.phonetik.uni-frankfurt.de/L/L2714.html
322,NA,http://web.phonetik.uni-frankfurt.de/L/L2167.html
323,NA,http://web.phonetik.uni-frankfurt.de/L/L4114.html
324,NA,http://web.phonetik.uni-frankfurt.de/L/L4141.html
325,NA,http://web.phonetik.uni-frankfurt.de/L/L6109.html
326,NA,http://web.phonetik.uni-frankfurt.de/L/L8617.html
327,NA,http://web.phonetik.uni-frankfurt.de/L/L4206.html
328,NA,http://web.phonetik.uni-frankfurt.de/L/L2439.html
329,NA,http://web.phonetik.uni-frankfurt.de/L/L2153.html
330,NA,http://web.phonetik.uni-frankfurt.de/L/L4148.html
331,NA,http://web.phonetik.uni-frankfurt.de/L/L2010.html
332,NA,http://web.phonetik.uni-frankfurt.de/L/L6870.html
333,NA,http://web.phonetik.uni-frankfurt.de/L/L4203.html
334,NA,http://web.phonetik.uni-frankfurt.de/L/L2405.html
335,NA,http://web.phonetik.uni-frankfurt.de/L/L4117.html
336,NA,http://web.phonetik.uni-frankfurt.de/L/L8608.html
337,NA,http://web.phonetik.uni-frankfurt.de/L/L8345.html
338,NA,http://web.phonetik.uni-frankfurt.de/L/L4129.html
339,NA,http://web.phonetik.uni-frankfurt.de/L/L4140.html
340,NA,http://web.phonetik.uni-frankfurt.de/L/L2436.html
341,NA,http://web.phonetik.uni-frankfurt.de/L/L2168.html
342,NA,http://web.phonetik.uni-frankfurt.de/L/L2001.html
343,NA,http://web.phonetik.uni-frankfurt.de/L/L4362.html
344,NA,http://web.phonetik.uni-frankfurt.de/L/L6826.html
345,NA,http://web.phonetik.uni-frankfurt.de/L/L6828.html
346,NA,http://web.phonetik.uni-frankfurt.de/L/L6830.html
347,NA,http://web.phonetik.uni-frankfurt.de/L/L6862.html
348,NA,http://web.phonetik.uni-frankfurt.de/L/L6866.html
349,NA,http://web.phonetik.uni-frankfurt.de/L/L8364.html
350,NA,http://web.phonetik.uni-frankfurt.de/L/L2502.html
351,NA,http://web.phonetik.uni-frankfurt.de/L/L4366.html
352,NA,http://web.phonetik.uni-frankfurt.de/L/L2424.html
353,NA,http://web.phonetik.uni-frankfurt.de/L/L6100.html
354,NA,http://web.phonetik.uni-frankfurt.de/L/L2016.html
355,NA,http://web.phonetik.uni-frankfurt.de/L/L6842.html
356,NA,http://web.phonetik.uni-frankfurt.de/L/L6738.html
357,NA,http://web.phonetik.uni-frankfurt.de/L/L4900.html
358,NA,http://web.phonetik.uni-frankfurt.de/L/L2154.html
359,NA,http://web.phonetik.uni-frankfurt.de/L/L6105.html
360,NA,http://web.phonetik.uni-frankfurt.de/L/L6776.html
361,NA,http://web.phonetik.uni-frankfurt.de/L/L6716.html
362,NA,http://web.phonetik.uni-frankfurt.de/L/L2022.html
363,NA,http://web.phonetik.uni-frankfurt.de/L/L2422.html
364,NA,http://web.phonetik.uni-frankfurt.de/L/L2435.html
365,NA,http://web.phonetik.uni-frankfurt.de/L/L4116.html
366,NA,http://web.phonetik.uni-frankfurt.de/L/L6827.html
367,NA,http://web.phonetik.uni-frankfurt.de/L/L4150.html
368,NA,http://web.phonetik.uni-frankfurt.de/L/L4208.html
369,NA,http://web.phonetik.uni-frankfurt.de/L/L2440.html
370,NA,http://web.phonetik.uni-frankfurt.de/L/L4360.html
371,NA,http://web.phonetik.uni-frankfurt.de/L/L6845.html
372,NA,http://web.phonetik.uni-frankfurt.de/L/L4147.html
373,NA,http://web.phonetik.uni-frankfurt.de/L/L2710.html
374,NA,http://web.phonetik.uni-frankfurt.de/L/L6800.html
375,NA,http://web.phonetik.uni-frankfurt.de/L/L2517.html
376,NA,http://web.phonetik.uni-frankfurt.de/L/L2428.html
377,NA,http://web.phonetik.uni-frankfurt.de/L/L8605.html
378,NA,http://web.phonetik.uni-frankfurt.de/L/L6780.html
379,NA,http://web.phonetik.uni-frankfurt.de/L/L8347.html
380,NA,http://web.phonetik.uni-frankfurt.de/L/L2409.html
381,NA,http://web.phonetik.uni-frankfurt.de/L/L6844.html
382,NA,http://web.phonetik.uni-frankfurt.de/L/L6747.html
383,NA,http://web.phonetik.uni-frankfurt.de/L/L6835.html
384,NA,http://web.phonetik.uni-frankfurt.de/L/L2171.html
385,NA,http://web.phonetik.uni-frankfurt.de/L/L6820.html
386,NA,http://web.phonetik.uni-frankfurt.de/L/L6848.html
