InventoryID	Filename
395	http://web.phonetik.uni-frankfurt.de/L/L8619.html
396	http://web.phonetik.uni-frankfurt.de/L/L2150.html
397	http://web.phonetik.uni-frankfurt.de/L/L6714.html
398	http://web.phonetik.uni-frankfurt.de/L/L4371.html
399	http://web.phonetik.uni-frankfurt.de/L/L2706.html
400	http://web.phonetik.uni-frankfurt.de/L/L2903.html
401	http://web.phonetik.uni-frankfurt.de/L/L2905.html
402	http://web.phonetik.uni-frankfurt.de/L/L6808.html
403	http://web.phonetik.uni-frankfurt.de/L/L2302.html
404	http://web.phonetik.uni-frankfurt.de/L/L2427.html
405	http://web.phonetik.uni-frankfurt.de/L/L2166.html
406	http://web.phonetik.uni-frankfurt.de/L/L2421.html
407	http://web.phonetik.uni-frankfurt.de/L/L2306.html
408	http://web.phonetik.uni-frankfurt.de/L/L2301.html
409	http://web.phonetik.uni-frankfurt.de/L/L6785.html
410	http://web.phonetik.uni-frankfurt.de/L/L2162.html
411	http://web.phonetik.uni-frankfurt.de/L/L8636.html
412	http://web.phonetik.uni-frankfurt.de/L/L2312.html
413	http://web.phonetik.uni-frankfurt.de/L/L6749.html
414	http://web.phonetik.uni-frankfurt.de/L/L8610.html
415	http://web.phonetik.uni-frankfurt.de/L/L4127.html
416	http://web.phonetik.uni-frankfurt.de/L/L6707.html
417	http://web.phonetik.uni-frankfurt.de/L/L4133.html
418	http://web.phonetik.uni-frankfurt.de/L/L8602.html
419	http://web.phonetik.uni-frankfurt.de/L/L2015.html
420	http://web.phonetik.uni-frankfurt.de/L/L4370.html
421	http://web.phonetik.uni-frankfurt.de/L/L4201.html
422	http://web.phonetik.uni-frankfurt.de/L/L2024.html
423	http://web.phonetik.uni-frankfurt.de/L/L2170.html
424	http://web.phonetik.uni-frankfurt.de/L/L4135.html
425	http://web.phonetik.uni-frankfurt.de/L/L2310.html
426	http://web.phonetik.uni-frankfurt.de/L/L2152.html
427	http://web.phonetik.uni-frankfurt.de/L/L2709.html
428	http://web.phonetik.uni-frankfurt.de/L/L4209.html
429	http://web.phonetik.uni-frankfurt.de/L/L2904.html
430	http://web.phonetik.uni-frankfurt.de/L/L2516.html
431	http://web.phonetik.uni-frankfurt.de/L/L8369.html
432	http://web.phonetik.uni-frankfurt.de/L/L4904.html
433	http://web.phonetik.uni-frankfurt.de/L/L4219.html
434	http://web.phonetik.uni-frankfurt.de/L/L8620.html
435	http://web.phonetik.uni-frankfurt.de/L/L6857.html
436	http://web.phonetik.uni-frankfurt.de/L/L2433.html
437	http://web.phonetik.uni-frankfurt.de/L/L6731.html
438	http://web.phonetik.uni-frankfurt.de/L/L6741.html
439	http://web.phonetik.uni-frankfurt.de/L/L2401.html
440	http://web.phonetik.uni-frankfurt.de/L/L2602.html
441	http://web.phonetik.uni-frankfurt.de/L/L4118.html
442	http://web.phonetik.uni-frankfurt.de/L/L4215.html
443	http://web.phonetik.uni-frankfurt.de/L/L2510.html
444	http://web.phonetik.uni-frankfurt.de/L/L2007.html
445	http://web.phonetik.uni-frankfurt.de/L/L6756.html
446	http://web.phonetik.uni-frankfurt.de/L/L4376.html
447	http://web.phonetik.uni-frankfurt.de/L/L6737.html
448	http://web.phonetik.uni-frankfurt.de/L/L4205.html
449	http://web.phonetik.uni-frankfurt.de/L/L6734.html
450	http://web.phonetik.uni-frankfurt.de/L/L6727.html
451	http://web.phonetik.uni-frankfurt.de/L/L4204.html
452	http://web.phonetik.uni-frankfurt.de/L/L6717.html
453	http://web.phonetik.uni-frankfurt.de/L/L6858.html
454	http://web.phonetik.uni-frankfurt.de/L/L4153.html
455	http://web.phonetik.uni-frankfurt.de/L/L4146.html
456	http://web.phonetik.uni-frankfurt.de/L/L4202.html
457	http://web.phonetik.uni-frankfurt.de/L/L4363.html
458	http://web.phonetik.uni-frankfurt.de/L/L4160.html
459	http://web.phonetik.uni-frankfurt.de/L/L2174.html
460	http://web.phonetik.uni-frankfurt.de/L/L2151.html
461	http://web.phonetik.uni-frankfurt.de/L/L6728.html
462	http://web.phonetik.uni-frankfurt.de/L/L2173.html
463	http://web.phonetik.uni-frankfurt.de/L/L2169.html
464	http://web.phonetik.uni-frankfurt.de/L/L2429.html
465	http://web.phonetik.uni-frankfurt.de/L/L4101.html
466	http://web.phonetik.uni-frankfurt.de/L/L8356.html
467	http://web.phonetik.uni-frankfurt.de/L/L8350.html
468	http://web.phonetik.uni-frankfurt.de/L/L8616.html
469	http://web.phonetik.uni-frankfurt.de/L/L8647.html
470	http://web.phonetik.uni-frankfurt.de/L/L4368.html
471	http://web.phonetik.uni-frankfurt.de/L/L2445.html
472	http://web.phonetik.uni-frankfurt.de/L/L6715.html
473	http://web.phonetik.uni-frankfurt.de/L/L4214.html
474	http://web.phonetik.uni-frankfurt.de/L/L8349.html
475	http://web.phonetik.uni-frankfurt.de/L/L8365.html
476	http://web.phonetik.uni-frankfurt.de/L/L2509.html
477	http://web.phonetik.uni-frankfurt.de/L/L6802.html
478	http://web.phonetik.uni-frankfurt.de/L/L4132.html
479	http://web.phonetik.uni-frankfurt.de/L/L6860.html
480	http://web.phonetik.uni-frankfurt.de/L/L6816.html
481	http://web.phonetik.uni-frankfurt.de/L/L2504.html
482	http://web.phonetik.uni-frankfurt.de/L/L4906.html
483	http://web.phonetik.uni-frankfurt.de/L/L8624.html
484	http://web.phonetik.uni-frankfurt.de/L/L6104.html
485	http://web.phonetik.uni-frankfurt.de/L/L2525.html
486	http://web.phonetik.uni-frankfurt.de/L/L6762.html
487	http://web.phonetik.uni-frankfurt.de/L/L4149.html
488	http://web.phonetik.uni-frankfurt.de/L/L2023.html
489	http://web.phonetik.uni-frankfurt.de/L/L2518.html
490	http://web.phonetik.uni-frankfurt.de/L/L6706.html
491	http://web.phonetik.uni-frankfurt.de/L/L4369.html
492	http://web.phonetik.uni-frankfurt.de/L/L4139.html
493	http://web.phonetik.uni-frankfurt.de/L/L4151.html
